Author,Political Orientation,Quotes
Dinesh D'Souza,Right,"In 2013, Barack Obama’s presidential campaign was fined $375,000 by the Federal Election Commission for violating federal disclosure laws. An FEC audit of the 2008 records of Obama for America found the group failed to disclose millions of dollars in contributions and delayed refunding millions more in excess contributions.8 Excess contributions"
Dinesh D'Souza,Right,"Later, as banks began to improve their balance sheets, several attempted to pay back their government loans. The Obama administration refused to accept the money, on the grounds that banks would first have to pass a stress test. Of course the stress test was simply a way for the government to maintain control of those banks. So if banks gained by getting free money, and the government gained by extending control over the financial sector, who lost? The taxpayer! The taxpayer was the sucker in this whole transaction. His money stood guarantee for the depositors and investors and bank officials who had taken risks and made bad loans and were now facing crippling losses. Instead of them suffering, the taxpayer suffered. And who raided the Treasury and stuck the taxpayer with this bill that was not the taxpayer’s bill to pay? The very federal government that is responsible for managing the Treasury and protecting the revenues provided by the taxpayer."
Dinesh D'Souza,Right,"Progressive government seeks to make citizens dependent on the state, and then to ensure that progressives are elected to run the state. Social Security advances both objectives."
Dinesh D'Souza,Right,Progressives run for office as the champions of Social Security. Progressives viciously attack any politician who exposes the financial irresponsibility or speaks out against the Ponzi scheme as being against Social Security and against seniors.
Dinesh D'Souza,Right,"The Republican abolitionist Frederick Douglass, who had once denounced the founding as a hideous compromise with slavery, came to understand the accomplishment of the framers. Abolish slavery tomorrow, he said, and not a sentence or syllable of the Constitution needs to be altered."
Dinesh D'Souza,Right,"Summing up, we can see that the progressive pitches about greed, selfishness, and inequality are basically diversions. They seek to deflect us away from the core issue, which is that the creators of the wealth are the ones who deserve the wealth they have created. To put it in primitive terms, the farmer who grew the crops gets to keep the crops and the hunters who killed the deer get to eat the deer."
Dinesh D'Souza,Right,"Progressives, however, have always had their eye on those crops and that deer. Through an elaborate flimflam"
Dinesh D'Souza,Right,"THE FIRST DEMOCRAT The real founder of the modern Democratic Party was Andrew Jackson. Jackson, an orphan from Appalachia, rose from obscurity to become America’s most celebrated general and military hero after George Washington. He won the presidency by a landslide in 1828 and an even bigger one in 1832. His proteges dominated the Democratic Party for half a century, until the Civil War. During his lifetime Jackson was immensely popular with ordinary people, earning him the reputation of being the common man’s president. One might expect the Democrats"
Dinesh D'Souza,Right,"FROM JACKSON TO HILLARY The full story, however, is told in Steve Inskeep’s recent book Jacksonland, which I will rely on for my subsequent account. Jackson managed national security affairs in a way that matched his interest in land development, Inskeep notes. He shaped his real estate investments to complement his official duties, and performed his official duties in a way that benefited his real estate interests.16 As Inskeep shows, typically Jackson would set his eye on a large tract of Indian territory. Then, even before chasing the Indians off that territory, Jackson would send surveyors in to assess the land in terms of its real estate value. Jackson would then alert his cronies, and together they would make a bid to purchase that real estate. In this way Jackson became a Tennessee plantation magnate and one of the largest slave owners in his home state. Jackson was a ruthless con artist who became fabulously wealthy by trading on his political office. Sound familiar? His career illustrates the familiar Democratic story of leaders making sure that when there are spoils to be distributed, the lion’s share goes to them. Obviously not all Democrats use their political positions to get rich, but a number of them, from Jackson himself to Lyndon Johnson to Bill Clinton, certainly did. Jackson’s true modern counterpart"
Dinesh D'Souza,Right,"Anti-slavery activism, of course, preceded the Republican Party, although it finally found its most effective expression in that party. The earliest opponents of slavery in America were Christians, mostly Quakers and evangelical Christians. They took seriously the biblical idea that we are all equal in the eyes of God, and interpreted it to mean that no person has the right to rule another person without his consent. Remarkably, Christians discovered political equality through a theological interpretation of the Bible. For them, human equality is based not on an equality of human characteristics or achievements but on how we are equally loved by God. Moreover, the argument against slavery and the argument for democracy both rested on the same foundation, a foundation based on human equality and individual consent. The American Anti-Slavery Society was founded in 1833. A few years later, the Liberty Party was founded to pursue emancipation. In 1848, the Liberty Party, anti-slavery Whigs, and Democrats who opposed the extension of slavery merged to form the Free Soil Party. Abolitionism, which sought the immediate end of slavery, had been present since the founding but grew in political strength during the middle part of the nineteenth century. With the passage of the Kansas Nebraska Act"
Dinesh D'Souza,Right,"In both cases, it’s a meager living. But there is an important difference. Under slavery, blacks had to work; today’s blacks don’t have to work to inhabit the progressive plantation. In fact, they must not work, because if they become self-reliant, then the progressives have no future use for them. Consequently, many young blacks have productivity, creativity, even human dignity sapped out of them. This is the core of today’s progressive racism."
Dinesh D'Souza,Right,"In this chapter, I will show that Jackson has become persona non grata precisely because of how he delivered for the common man. He did so by stealing land from the native Indians and then making it available for cheap purchase by white people, thus making those people beholden to Jackson and his Democratic Party. Now it is shameful enough to use military power, political intimidation, and trickery to seize and occupy other people’s land. It is even more disgraceful to do so while pretending to be the friends of those you are stealing from, giving them the impression you are helping them. Jackson mastered the art of posing as the ally of Native Americans while robbing them blind."
Dinesh D'Souza,Right,"Jackson started this racket by seizing Indian land and then using it to make white settlers a bargain they could not refuse. He was, in a sense, a merchant trading in stolen goods. In this respect he exposes the low, disgraceful origins of Democratic success with the common man. No wonder Democrats are eager to bury this record, or at least foist it on someone else."
Dinesh D'Souza,Right,"Indeed, several leading figures of the founding period, such as Patrick Henry, John Marshall, and Thomas Jefferson, proposed intermarriage between whites and Indians as a way to integrate the natives into the American mainstream. What they thought impossible with respect to blacks, political scientist Ralph Lerner writes, was seen as highly desirable with respect to Indians.19"
Dinesh D'Souza,Right,"But many southern whites were not under the racist hold of the Democrats. As they became more prosperous, these whites came to see the GOP reflect their beliefs in economic opportunity and upward mobility. They also found Republicans more in tune with their patriotism as well as their socially conservative views. Quite naturally, they moved over to a party that better reflected their interests and aspirations."
Dinesh D'Souza,Right,"Blacks clearly didn’t switch for reasons of race because the Democratic Party was, in the 1930s, the undisputed home of racism. It remained so until at least the early 1960s. (I say at least because I believe that modern progressive Democratic ideology remains infused with racism, although this racism manifests itself in a new way.) So many blacks switched reluctantly, because they knew they were leaving the party of Lincoln for the party of segregation, lynching, and the Ku Klux Klan."
Dinesh D'Souza,Right,Why did they do it? They did it because the Democrats promised them economic benefits. These benefits meant a great deal to blacks then living through the hardships of segregation and the Great Depression. Democrats offered blacks some of the same security that blacks had during slavery
Dinesh D'Souza,Right,"This was one of the most significant political transformations in American history. Long-term, it has proven to be a terrible bargain for blacks. They have remained the worst-off group in America, surpassed even by poverty-stricken immigrants who came to this country much later with nothing. The inner city remains a kind of Third World enclave in America, and whether or not blacks realize it, the Democrats intend to keep it that way."
Dinesh D'Souza,Right,"Yet counterproductive though the black shift of political allegiance has proven over the past seventy-five years, I cannot entirely blame black Americans for making it. They were under extreme economic stress. And they were conned by the artful pitch men of the Democratic Party. These pitch men said to blacks: you have had it hard enough in the past; now you deserve to be taken care of by the federal government. And many blacks figured: after all we’ve been through, this is our due."
Dinesh D'Souza,Right,"A NEW SCAM So progressive Democrats realized they needed a new and bigger scam. For two centuries they had oppressed and stolen from blacks and other minorities; now they had an idea for how to do it to the country as a whole. The new Democratic scam was progressivism, not the old progressivism of forced sterilization and support for fascism, but a new progressivism that turned blacks and other minorities into pawns in a grand larceny scheme."
Dinesh D'Souza,Right,"Lincoln never defended rich people. His Republican Party was not the party of the 1 percent. Rather, Lincoln defended upward mobility"
Dinesh D'Souza,Right,"Today’s Democrats in this sense are heirs of Jackson. They too appropriate resources from others and distribute them among Democratic constituencies, trading favors for votes. They too pose as the friends of those they are stealing from, justifying their confiscations as good for the victims and good for the country."
Dinesh D'Souza,Right,"For Alinsky, morality is a scam. Morality is the cloak of power. Activists appeal to the language of morality but recognize that it is a mere disguise. As Alinsky puts it, Ethical standards must be elastic to stretch with the times. . . . In action, one does not always enjoy the luxury of a decision that is consistent with one’s individual conscience. . . . You do what you can with what you have, and then clothe it with moral garments.13 In"
Dinesh D'Souza,Right,"Alinsky’s contempt for traditional morality can also be seen in the figure to whom he dedicated his book Rules for Radicals. That figure is the devil. Alinsky calls Lucifer the first radical known to man who rebelled against the establishment and did it so effectively that he at least won his own kingdom. He goes on to say, If there’s an afterlife, and I have anything to say about it, I will unreservedly go to hell. Hell would be heaven for me.15"
Dinesh D'Souza,Right,"In order to pressure the government to change its approach, however, Alinsky urged black activists to dress in African tribal costumes and greet government officials flying into Chicago from Washington, D.C. This action, he said, would dramatize the colonial mentality of the antipoverty establishment. I learned about this particular Alinsky caper from Hillary Clinton’s Wellesley College thesis.18 Alinsky"
Dinesh D'Souza,Right,"In the case of Obamacare, leading members of the intellectual class produced the appropriately rigged studies to promote the racket. Then members of the Obama administration and liberal Democrats in Congress took up these studies as an irrefutable demonstration of the wonders of Obamacare. Finally anchorpeople and reporters lined up to amplify the falsehoods and complete the sale to the American people. Despite all this, the American people remained unconvinced. Even so, the con men generated enough support that Democratic legislators, on a straight-party vote, got Obamacare through."
Dinesh D'Souza,Right,"Gruber’s confession came too late to stop Obamacare, but it has permanently damaged its reputation. Now the left hates Gruber, not because he lied, but because he told the truth. Telling the truth is a cardinal sin among thieves."
Dinesh D'Souza,Right,"Alinsky remained, as he put it, an outside agitator. He firmly believed that activists should not become part of the government. Yet ironically, Alinsky became the mentor to two figures, Barack Obama and Hillary Clinton, who would learn from his techniques and then take them into the innermost corridors of power. Their"
Dinesh D'Souza,Right,"Their expertise would not be as outside agitators but as inside power brokers. If Alinsky had survived, he could have taken justified pride for his role in being their guiding star, their Godfather. To a considerable degree, he was the one who taught them how to steal America."
Dinesh D'Souza,Right,"Many years ago a college professor told me the story about the lion tamer and the lion. So here’s the clever lion tamer, with his little twirling stick, and there is the lion, prancing obediently to the machinations of the lion tamer. Clearly the lion tamer is in charge. But, asked my professor, who is actually more powerful, the lion tamer or the lion? Obviously it is the lion. Why then does the lion do the bidding of the lion tamer? Because the lion doesn’t know its own power. We, the American people, have been exploited and stolen from and we have put up with it at least in part because we are awed by the power of the progressive lion tamers. I admit they do have power, but I am also saying we do not appreciate our own strength."
Dinesh D'Souza,Right,"Obama may be pretty good, but no one beats Bill and Hillary Clinton when it comes to omertà. Bill has to be literally caught with his pants down before he will confess that he got it on with Monica. To get a straight answer under oath from Bill, you need extreme linguistic precision, even to the point of having to define the word is. We are now getting the same evasions regarding inquiries about conflicts of interest involving Hillary and the Clinton Foundation. And to this day the Clintons maintain that their foundation is purely philanthropic and that they have not received millions of dollars of personal benefit out of it. The Clintons are experts at covering up the con."
Dinesh D'Souza,Right,"In sum, progressives have set up a triangular alliance of envy"
Dinesh D'Souza,Right,Resistance to usurpation is possible provided the citizens understand their rights and are disposed to defend them.1
Dinesh D'Souza,Right,"Progressive thievery is thievery of a special sort, thievery that marches behind the banner of justice. In one of his other books, Thus Spoke Zarathustra, Nietzsche writes that for the avengers, justice is a camouflage for envy and revenge; these are tyrants who shroud themselves in words of virtue."
Dinesh D'Souza,Right,"Progressives may privately consider themselves superior, but they know they cannot include that claim in their pitch. Consequently they claim superiority by default. In a society where government controls things and distributes wealth, the power of the bureaucrat becomes predominant."
Dinesh D'Souza,Right,"Here’s how that works. First, progressives develop their pitch. They take all the virtues of the wealth creators, such as creativity, frugality, hard work, self-discipline, self-reliance, innovation, and the aspiration to success, and redefine them as vices. Creativity and frugality, for instance, become greed. Hard work and self-discipline become materialism. Self-reliance becomes arrogance. Innovation and the aspiration to success become proof of a lack of compassion as well as engines of inequality. In sum, the capitalists are now the exploiters, the expropriators, the bad guys. In the progressive view, their wealth is not earned but rather stolen."
Dinesh D'Souza,Right,"The progressive pretense is that these people, who have created virtually nothing, are actually the real creators of the nation’s wealth."
Dinesh D'Souza,Right,"No wonder that Obama, Hillary, and other progressive crime bosses have no compunction about living high on the hog while continuing their dishonest pitches about fair shares, injustice, and inequality."
Dinesh D'Souza,Right,"By 2008, the entire banking and home mortgage lending industry had been corrupted by the left. It was hardly a commercial industry anymore; rather, it was a kind of progressive racket. And the racket came to an end when, first by the thousands, and eventually by the millions, the people who lacked the ability to pay back their loans stopped making their loan payments. This caused the panic of 2008, followed by the crash of 2008."
Dinesh D'Souza,Right,"So why does American health care cost so much? The main reason is that the person receiving the service is not the one paying for the service. Imagine if you could go to Safeway or Giant, fill your cart with food, and then have someone else pay for it. Obviously you would get all kinds of stuff you don’t really need. Obviously the food chain would charge whatever it felt like, and you wouldn’t care, because you would not be the one paying. Now imagine further that the third party paying for the food was itself relatively indifferent to what it was charged. It raised its money through premiums paid for by millions of customers, and it could simply pass the cost to those customers in the form of higher premiums. This would be a scenario virtually set up to ensure runaway food costs. We don’t have it for food, but we do have it for health care."
Dinesh D'Souza,Right,"Now envision the same scenario as above, but this time Obama shows up on a white horse, dismounts, points a gun to my head, and compels me to share my sandwich. Now I have not done a good deed, since I only shared my sandwich under duress. I gave not out of charity but out of fear. The receiver is not grateful to me; why should he be? He knows that I didn’t give voluntarily. So the free sandwich does not provoke a feeling of appreciation; indeed, it is more likely to instill a feeling of entitlement. I’m still hungry. Why am I getting only half a sandwich? So even though the result is the same"
Dinesh D'Souza,Right,"Alinsky profited handsomely from his rackets. Even Hillary Clinton notes in her thesis that while Alinsky spoke endlessly about poverty and disadvantage, he himself lived very comfortably, far removed from the people on whose behalf he allegedly fought.21"
Dinesh D'Souza,Right,"Obamacare is a program designed to shift control of the health care industry from the private sector to the public sector, from doctors, hospitals, and insurance companies to the federal government. The program was sold by Obama feigning outrage over insurance companies refusing to grant insurance to people with preexisting conditions. But this is the same as an insurance company not granting fire insurance to a guy whose house has already burned down. The whole point of insurance is to share the risk before the catastrophe occurs, not to have a catastrophe and then get other people to pay for your losses."
Dinesh D'Souza,Right,"I find it amusing that progressives go on about greed and selfishness when they are the greediest, most selfish people of all. From the progressive viewpoint, Gates is a greedy, selfish guy because he has more than $50 billion and what can a man possibly want with that much money? (I’m reminded here of Obama’s 2010 comment, made in the context of the financial reform debate, I do think at a certain point you’ve made enough money.)12 The progressive solution is to force Gates to part with some, or most, of that money so that they can deploy it as they see fit. This is the progressive equivalent of Amartya Sen’s who gets the flute."
Dinesh D'Souza,Right,The progressives are right that there is no way Gates can spend $50 billion on himself. He can only eat three meals a day and wear one set of clothes at a time. Even his heirs can be provided for with a fraction of that amount. Gates actually knows this. He has vowed to give away most of his fortune to charity. Nor is he waiting for death to do this. He has already given away billions. He buys mosquito nets for people in poor countries so that they don’t get malaria. He invests in medical research. He funds educational projects in America and abroad.
Dinesh D'Souza,Right,What kind of generosity is it that forcibly seizes and then disburses other people’s money? This is not generosity; it’s larceny.
Dinesh D'Souza,Right,"Yet Obama is able to get away with it because, for years prior to the theft, he has been convincing people that he is the great apostle of social justice. I am supposed to be greedy and selfish for possessing a sandwich and he is wonderfully compassionate for taking half my sandwich and giving it to someone else. Notice that, through this process, the recipient of the sandwich is grateful not to me but to him. He becomes the provider even though it is my sandwich that he is sharing."
Dinesh D'Souza,Right,"In fact, Obama is the one who gains the most from the outcome. His gain is not the mere half sandwich he took; rather, it is the allegiance of the fellow he is supposedly helping. That guy is now indebted to Obama, and more likely to vote for him. While the other man gains a meal, Obama gains power. So now we must reconsider the assumption that Obama’s actions are motivated by altruism. It’s far more likely they are motivated by a will to power. He is the greediest, most selfish one of all because he is the only person among the three of us taking something that does not belong to him. Obama’s talk about greed and selfishness is a fraud; it is simply part of his con man’s pitch."
Dinesh D'Souza,Right,"One can see here that for Alinsky, democratic politics is basically a mechanism of legal extortion, justified by appeals to justice and equality. Alinsky"
Dinesh D'Souza,Right,"Horwitt describes an occasion in the spring of 1972 when Alinsky organized a student protest at Tulane University’s annual lecture week. A group of anti–Vietnam War protesters wanted to disrupt a scheduled speech by George H. W. Bush, then U.S. representative to the United Nations, and an advocate for President Nixon’s Vietnam policies. While the students planned to picket the speech and shout antiwar slogans, Alinsky told them that their approach was wrong because it might get them punished or expelled. Besides, it lacked creativity and imagination. Alinsky advised the students to go hear the speech dressed up as members of the Ku Klux Klan"
Dinesh D'Souza,Right,"All the criminals do their work on the screen, which people can see. Politicians work behind the screen, which the public can’t see.1"
Dinesh D'Souza,Right,"Jackson’s conduct in this respect echoes the Obama administration’s refusal to comply with laws and court rulings that Obama finds uncongenial. From the Defense of Marriage Act to welfare reform to Obamacare to immigration, today’s progressives seem willing to bend the law to their own purposes. This tradition of Democratic lawlessness has its true forefather in Andrew Jackson. The Cherokee continued to protest. The tribe owned a printing press which put out a newspaper, The Cherokee Phoenix. Acting on the advice of Jackson’s former attorney general, John Berrien, Jackson’s people raided the printing house and destroyed the press, shattering it to pieces and silencing the voice of the Cherokee people."
Dinesh D'Souza,Right,"Today when Republicans who are black, Hispanic, or Native American expose Democratic chicanery, they are routinely denounced"
Dinesh D'Souza,Right,"For example, political scientist Manning Marable said of conservative Supreme Court Justice Clarence Thomas, Ethnically, Thomas has ceased to be an African American. Columnist Carl Rowan of the Washington Post wrote of black economist Thomas Sowell, Vidkun Quisling in his collaboration with the Nazis surely did not do as much damage as Sowell is doing. And Spike Lee said that Michael Williams, a black appointee in the Bush administration, was such a traitor to his race that he deserved to be dragged into an alley and beaten with a Louisville slugger.39"
Dinesh D'Souza,Right,"The Trail of Tears has gone down in American history as cruel and infamous. It certainly was, although its actual perpetrator was not America but rather the Jackson Democrats."
Dinesh D'Souza,Right,But even after the surrender of the Confederacy
Dinesh D'Souza,Right,"The coup failed. Booth did kill Lincoln, who became the first president in American history to be assassinated. But the co-conspirators did not kill Vice President Johnson or Secretary of State Seward"
Dinesh D'Souza,Right,"But starting in the seventeenth century and continuing through the nineteenth century, slavery came under attack. The attack was two-pronged. The first prong of the attack was the American founding, which had no power to end slavery but which established a framework for reducing, corralling, and ultimately placing slavery on a path to extinction. The second force, which emerged almost a century later, was the Republican Party, a party explicitly founded to block and then eliminate slavery, healing the crisis of the house divided and creating a single union of free citizens."
Dinesh D'Souza,Right,"In the grim aftermath of World War II and the Stalinist purges, the term totalitarianism has become a bad word. But for progressives before the war, Jonah Goldberg points out, it was a good word. Totalitarianism was a term used by Mussolini in a positive, descriptive sense. It meant giving total allegiance to the state; it meant a state that took care of people’s physical, emotional, and aspirational needs. Totalitarianism implied an exhilarating unity of thought and action. 19 Totalitarianism, in this sense, was the shared aspiration of fascists, Nazis, and progressives. Schivelbusch writes, The New Deal Fascist Italy and Nazi Germany all profited from the illusion of the nation as an egalitarian community whose members looked out for one another’s welfare under the watchful eyes of a strong leader.20 Progressives across Europe and America in the 1930s relished the idea of the totalitarian society in which they could impose this unity, in other words, to supervise and control people’s lives. Does totalitarianism in this sense seem unfamiliar? It shouldn’t be. Recall President Obama’s propagandistic Julia videos. Essentially the Obama administration promised this hypothetical young woman cradle-to-grave protection. Absurdly, the package of benefits offered by the government under Obama would be worth more than the wages of a typical forty-hour work week. Under President Obama Julia would get education subsidies, minimum wage, food stamps, and free health care. Under President Obama Julia even decides to bear a child. To me, it’s a bit unnerving. But this is progressive utopia: citizens are all brought into complete subordination and submission to an all-powerful state."
Dinesh D'Souza,Right,"Huck is initially taken in by these two rogues, in the same manner that many Americans have been conned by progressives. The progressive scams, however, have endured for a while. Huck, however, is a quick learner. He soon figures out what his high-titled compatriots are up to. It didn’t take me long to make up my mind that these liars warn’t no kings or dukes either, but just low-down humbugs and frauds.10 Assessing the pitches that progressives have been putting forward for at least the past seven years, from the reparations pitch to the inequality pitch to the you didn’t build that pitch to the Lucky Luciano pitch, it is difficult to come to a different conclusion."
Dinesh D'Souza,Right,I feel confident that I could persuade a millionaire on Friday to subsidize a revolution for Saturday out of which he would make a huge profit on Sunday even though he was certain to be executed on Monday.1
Dinesh D'Souza,Right,"Basically the Alinskyites were trying to steal money from the banks and, in the process, force the banks to make loans to people that they had no intention of making loans to. The banks acquiesced, and eventually the whole scheme came crashing down. It was toppled not by greed but by the sober reality that when you loan money to millions of people who cannot afford to pay, those people are very likely to default on those loans. That’s how Alinskyites almost destroyed the U.S. economy a few years ago. If Alinsky had never lived, none of this would have happened."
Dinesh D'Souza,Right,"So what changed? What changed is an aggressive campaign, conducted by progressive politicians and community activists, to force banks and financial institutions to lower their lending standards. This goes back to the early 1970s.3 Before that, progressives had focused their political energies in getting government money to build large housing projects for the poor. These projects, however, soon became dens of dilapidation, decay, and criminal activity. They symbolized the failure of the liberal welfare state."
Dinesh D'Souza,Right,"Hillary saw that Bill also enjoyed the attention of the ladies. Satisfying these appetites seemed for Bill to be the height of his aspirations. In exchange for tolerating his affairs, he would be her lifelong pitchman, and she could accompany him as his roadie until he made it big"
Dinesh D'Souza,Right,"In fact, there is nothing just or fair about it. Aristotle says that justice is equality but not for everyone, only for those who are equal.9 What Aristotle means is that justice is giving people their due. Obama, however, inverts this Aristotelian principle. Obama’s position is that justice requires that the unequal be treated as though they were equal. This is the progressive definition of fairness."
Dinesh D'Souza,Right,"In Obama’s America, the wealth creators are greedy, selfish, and materialistic while the wealth stealers are the most morally wonderful people in the country."
Dinesh D'Souza,Right,"All this talk of criminals brings me to the main subject of this book, which is Hillary Clinton. So far it may seem like this has been all about progressivism and the Democratic Party, but Hillary is there from the beginning, she is present in every chapter, her spirit haunts the history of her party because all the evil schemes of her party have, in a sense, become consolidated into her own career and life. Hillary is, in this respect, the dark id of the Democratic Party."
Dinesh D'Souza,Right,"For Hillary, gangsterism is not merely a matter of means; it is also her end. Hillary wants to be the crime boss of America. That is the only way to satisfy her unquenchable desire for money, power, and social control. As we will see in this book, Hillary is a criminal who found the criminal practices of Saul Alinsky to be too weak-kneed for her taste, and Alinsky was a gangster who found the criminal practices of the Al Capone gang to be a tad sentimental. In short, Hillary is the true Democrat, the gangster par excellence. I suspect this is why the Democratic establishment lined up so quickly behind her. While the Republicans had a real primary, hotly contested, the Democrats had a primary in which Bernie seemed to win again and again but never seemed to make a dent in Hillary’s lead. That’s because the Democratic super-delegates were uniformly in her camp, even though there was throughout the campaign the risk that she would be indicted."
Dinesh D'Souza,Right,"Never before has anyone figured out how to rent out American foreign policy, how to convert the position of secretary of state into a personal money machine. Hillary, with Bill’s help, figured out not only how to shake down Russian oligarchs and Canadian billionaires by offering them control of America’s uranium assets; she also figured out how to rob the island nation of Haiti in the wake of the 2010 earthquake. It’s one thing to rip off the world’s rich; it takes a special kind of chutzpah to steal from the poorest of the poor."
Dinesh D'Souza,Right,"Imagine what Hillary would do with her power if she went from secretary of state to president of the United States! Previously she at least had to answer to Obama; now she would be a power unto herself. Hillary has already shown how indifferent she is to the interests of the United States, selling American influence to the highest bidder. I dread to think how much havoc"
Dinesh D'Souza,Right,"This is an election about Hillary. She is the one who embodies the debased soul of the Democratic Party. And she is the corrupt, exasperating, tenacious, malign spirit looming over the United States in the fateful year of 2016. It’s time"
Dinesh D'Souza,Right,"In a classic case of nepotism, Hillary was appointed to head the Task Force on National Health Care Reform during Clinton’s first term. The plan was so half-baked, and presented so poorly, that even Democrats shunned it, and the whole scheme collapsed and had to be withdrawn."
Dinesh D'Souza,Right,"Hillary served as a U.S. senator from New York but did not propose a single important piece of legislation; her record is literally a blank slate. Liberal blogger Markos Moulitsas admits that she doesn’t have a single memorable policy or legislative accomplishment to her name.2 Despite traveling millions of miles as secretary of state, Hillary negotiated no treaties, secured no agreements, prevented no conflicts"
Dinesh D'Souza,Right,"Humans have natural rights in the state of nature but they do not have civil rights. Civil rights are derived from membership in a society. The Republicans who controlled both houses of Congress after the Civil War knew this. They also knew that, before conferring civil rights, they had to once and for all abolish slavery. The Thirteenth Amendment ending slavery was passed by the Senate on April 8, 1864, and by the House on January 31, 1865. Republican support for the amendment: 100 percent. Democratic support: 23 percent. Even after the Civil War, only a tiny percentage of Democrats were willing to sign up to permanently end slavery. Most Democrats wanted it to continue. In the following year, on June 13, 1866, the Republican Congress passed the Fourteenth Amendment overturning the Dred Scott decision and granting full citizenship and equal rights under the law to blacks. This amendment prohibited states from abridging the privileges and immunities of all citizens, from depriving them of due process of law or denying them equal protection of the law. The Fourteenth Amendment passed the House and Senate with exclusive Republican support. Not a single Democrat either in the House or the Senate voted for it. Two years later, in 1868, Congress with the support of newly-elected Republican president Ulysses Grant passed the Fifteenth Amendment granting suffrage to blacks. The right to vote, it said, cannot be denied or abridged by the United States or any state on account of race, color or previous condition of servitude. In the Senate, the Fifteenth Amendment passed by a vote of 39 to 13. Every one of the 39 yes votes came from Republicans. (Some Republicans like Charles Sumner abstained because they wanted the measure to go even further than it did.) All the 13 no votes came from Democrats. In the House, every yes vote came from a Republican and every Democrat voted no. It is surely a matter of the greatest significance that the constitutional provisions that made possible the Civil Rights Act, the Voting Rights Act, and the Fair Housing Bill only entered the Constitution thanks to the Republican Party. Beyond this, the GOP put forward a series of Civil Rights laws to further reinforce black people’s rights to freedom, equality, and social justice. When Republicans passed the Civil Rights Act of 1866"
Dinesh D'Souza,Right,It bears repeating that Republicans provided the margin of victory that extended civil rights protection both to minorities and to women.
Dinesh D'Souza,Right,"As first lady, she claimed to know nothing about the Travelgate firings when the evidence showed she ordered them herself. Later, on the 2008 campaign trail, she repeatedly told a story about how she had been under sniper fire and ran for cover when her plane landed in Tuzla, Bosnia. Video footage, however, showed there was no sniper fire and in fact Hillary was greeted on the tarmac by a child who read her a poem. She blamed the Benghazi attacks on an Internet video when she knew that was a fable. This is a highly abbreviated list."
Dinesh D'Souza,Right,"In other words, progressives who are forced to acknowledge the Democratic Party’s pro-slavery history promptly respond, We admit to being the party of slavery, and we did uphold the institution for more than a century, but slavery ended in 1865, so all of this was such a long time ago. You can’t blame us now for the antebellum crimes of the Democratic Party."
Dinesh D'Souza,Right,Democrats in the 1880s invented segregation and Jim Crow laws that lasted through the 1960s. Democrats also came up with the separate but equal rationale that justified segregation and pretended that it was for the benefit of African Americans.
Dinesh D'Souza,Right,The roots of the Clinton Foundation can be found in the land-stealing policies of Andrew Jackson.
Dinesh D'Souza,Right,"Second, the Democrats pretend to have no connection with the thievery of Jackson and his fellow Democrats. They might acknowledge that Jackson cleared the Indians out of several states in order to build constituencies of grateful whites who then settled those states. Faced with facts, they may also concede that Jackson enriched himself and his cronies through his land stealing."
Dinesh D'Souza,Right,"Even so, today’s Democrats profess to be shocked, shocked to see their fellow Democrats engaged in such behavior. That was then, they suggest, and this is now. What does this have to do with us today? What does it have to do with Hillary? No resemblance to the current frontrunner of the Democratic Party is even suspected. Yet as we saw with the Clintons in Haiti, the tradition of Jacksonian piracy is alive and well in today’s Democratic Party. Bernie Sanders may have the same Jacksonian objectives as Hillary, but only Hillary seems capable of pulling them off. Part of the reason Democrats prefer Hillary over Bernie is that she is a more effective Jacksonian, which is to say, a more ruthless and successful thief."
Dinesh D'Souza,Right,"Of course many southern whites did switch from voting Democrat to voting Republican, helping the GOP become the majority party in the South, as the Democrats once were. But remember that racism declined sharply in the South during the second half of the twentieth century. There is quite literally a mountain of scholarly data that documents this. And this was the very period of GOP ascendancy. So as the South became less racist, it became more Republican. I provide evidence in this book to show that southern whites became Republican not for racist motives but for economic ones. The most racist poor whites never left the Democratic Party; they remained loyal to the party of racism until they died. In this sense, the data show that racism slowed the movement of whites toward the Republicans."
Dinesh D'Souza,Right,"Back to the Big Switch: the basic idea is that starting with the Civil Rights Movement, Democrats saw the light and became the good guys, while Republicans became the bad guys. What happened to all the racist southern Democrats? Look, say the progressives, they all became Republicans! That’s why the South today is largely Republican.13 This would seem to support the progressive story line. The narrative of the Big Switch has one more thing going for it: blacks, who once voted overwhelmingly Republican, now vote overwhelmingly Democratic. This is a switch, and it would seem to go along with the idea that Republicans used to be friendly to black interests but now Democrats are. Why else would 90 percent of blacks today support the Democratic Party?"
Dinesh D'Souza,Right,"Remarkably, southern whites made the journey from Democratic to Republican for the same reason that southern blacks switched parties from Republican to Democratic. In both cases, the switch occurred for economic"
Dinesh D'Souza,Right,"To understand Hillary, we must solve the Hillary enigma. The Hillary enigma is why anyone"
Dinesh D'Souza,Right,"During the 1920s, progressives developed a fascination with and admiration for Italian and German fascism, and the fascists, for their part, praised American progressives. These were likeminded people who spoke the same language, and progressives and fascists worked together to implement programs to sterilize so-called mental defectives and unfit people, resulting subsequently in tens of thousands of forced sterilizations in America and hundreds of thousands in Nazi Germany."
