,Author,Quotes,Contain,Political Orientation
544,John Gray,"The idea of politics as a conservation in which the collision of opinions is moderated and accommodated, in which what is sought is not truth but peace, has been almost entirely lost, and supplanted by a legalist paradigm in which all political claims and conflicts are modelled in the jargon of rights.",no,Left
545,John Gray,"In the life of the academic mind, the owl of Minerva seldom flies as early as the dusk.",no,Left
546,John Gray,"The repression of liberty that took place in the countries in which Communist regimes were established cannot be adequately explained as a product of backwardness, or of errors in the application of Marxian theory.  It was the result of a resolute attempt to realize an Enlightenment utopia - a condition of society in which no serious form of conflict any longer exists.",no,Left
547,John Gray,The evil of totalitarianism is not only that it fails to protect specific liberties but that it extinguishes the very possibility of freedom.,no,Left
548,John Gray,"Against the many Russian thinkers influenced by Hegel who believed that history was governed by universal laws to which one could only submit, Turgenev upheld the freedom of different societies to pursue different paths of development and of individuals to pursue, even in opposition to powerful historical forces, their own goals and values.  Here Turgenev endorsed the celebrated dictum of Alexander Herzen, with whom he disagreed on other matters: that history has no libretto.  Human history is a realm of contingency and unpredictability, in which each generation faces conflicts that have no ideal solution.",no,Left
549,John Gray,"The belief in unity that has fuelled so many utopian dreams is an effort to reconcile the irreconcilable that ends in repression.  Berlin suggests we renounce this venerable faith, and learn how to live with intractable conflict.",no,Left
550,John Gray,"When closed societies collapse but fail to make the transition to openness the reason need not be that they languish in anarchy or suffer a return to dictatorship.  It may be that they adopt an illiberal form of democracy.  Along with the liberal democratic tradition that goes back to Locke and the English civil war there is a tradition, originating in the French Revolution and formulated theoretically by Rousseau, which understands democracy as the expression of popular will.  The elective theocracy that is emerging in much of post-Saddam Iraq is a democratic polity in the latter sense, as is the current regime in Iran; so is the Hamas government in Palestine... To be sure, these regimes often lack freedom of information and expression and legal limitations on government power, which are essential features of democracy in the liberal tradition.  In these respects they are closed societies, but they are not dictatorships.  It is often forgotten that democracy, defined chiefly by elections and the exercise of power in the name of the majority, can be as repressive of individual freedom and minority rights as dictatorship - sometimes more so.",no,Left
551,John Gray,Much in the study of the paranormal was what we would now call pseudo-science. But the line between science and pseudo-science is smudged and shifting; where it lies seems clear only in retrospect. There is no pristine science untouched by the vagaries of faith.,no,Left
552,John Gray,"An old fairy tale has it that science began with the rejection of superstition. In fact it was the rejection of rationalism that gave birth to scientific inquiry. Ancient and medieval thinkers believed the world could be understood by applying first principles. Modern science begins when observation and experiment come first, and the results are accepted even when what they show seems to be impossible.",no,Left
553,John Gray,"Contrary to the cartoon history of ideas that prevails today, Darwinism’s threat to religion did not come principally from challenging the biblical account of creation. Until a few centuries ago the Genesis story was known to be a myth – a poetic way of rendering truths that would otherwise be inaccessible. At the beginning of the Christian religion, Augustine warned against the dangers of literalism. The Jewish scholars who preceded him always viewed the Genesis story as a metaphor for truths that could not be accessed in any other way. It was only with the rise of modern science that the Genesis myth came to be misunderstood as an explanatory theory. Yet Darwinism was still a major threat to religion, for it confronted Victorians with the prospect of their final mortality. Darwin forced them to ask why their lives should not end like those of other animals, in nothingness. If this was so, how could human existence have meaning? How could human values be maintained if human personality was destroyed at death?",no,Left
554,John Gray,"The heterodox current in Judaism led by Jesus seems to have had no notion of an immortal soul, created by God and then infused into the body: immortality meant being raised from the dead in the body one had in life, then living for ever in a world without decay or corruption. In the Christian religion invented by Paul and Augustine, which was strongly influenced by Plato, immortality meant something quite different – a life out of time, enjoyed by the ‘soul’ or ‘spirit’ of the departed. How this Platonic immortality could preserve anything like the persons that once lived was not made clear.",no,Left
555,John Gray,"The basis of the [scientific] method is a belief in natural uniformity – if two events are regularly connected in our observations we can conclude that they obey a universal law. But this is not a conclusion we reach by observation. No amount of evidence can demonstrate the existence of laws of nature, since new experience can always overturn them. Science rests on the belief that the future will be like the past; but that belief is rationally groundless. This is not a new line of thinking. David Hume argued that the expectation that the future will be like the past, which is the basis of induction, is a matter of habit. Hume wanted to show that since miracles transgress known laws of nature it was unreasonable to accept reports of them, in the Bible or anywhere else. But his arguments against induction showed that the laws of nature could not in fact be known, so events that seemed impossible could happen at any time. The upshot was that faith in miracles returned by the back door of sceptical doubt.",no,Left
556,John Gray,"From a Darwinian point of view, human beliefs are adaptations to our part of the world. No doubt much of what we believe must be roughly accurate, or else we would not have survived. But the beliefs we have evolved might latch on to the world only enough to help us stumble our way through it, and then only for the time being. Human belief-systems could be useful illusions, appearing and disappearing as they prove to be more or less advantageous in the random walk of natural selection. Might not evolution be one of these illusions? Scientific naturalism is the theory that human beliefs are evolutionary adaptations whose survival has nothing to do with their truth. But in that case scientific naturalism is self-defeating, since on its own premises scientific theories cannot be known to be true.",no,Left
557,John Gray,"The basis of science is the empirical method, which uses the senses to build up a picture of the world; but science tells us that our senses have evolved to help us get by, not to show us the world as it is. Science is only a systematic examination of our impressions, and in the end all each of us has left are our own sensations ... The end-result of the empirical method, then, is that each individual is left alone with their own experiences. We can escape this solitude, Balfour suggested, only if we accept that there is a divine mind.",no,Left
558,John Gray,"The irony of scientific progress is that in solving human problems it creates problems that are not humanly soluble. Science has given humans a kind of power over the natural world achieved by no other animal. It has not given humans the ability to remodel the planet according to their wishes. The Earth is not a clock that can be wound up and stopped at will. A living system, the planet will surely rebalance itself. It will do so, however, without any regard for humans.",no,Left
559,John Gray,"If our universe is one of many, unlike others in containing observers like ourselves, there is no need to posit a designer. Most universes will be too chaotic to allow the emergence of life or mind. In that case, the fact that humans exist in this universe needs no special explanation",no,Left
560,John Gray,"For a consistent naturalist science can only be a refinement of animal exploration, a practice humans have devised for finding their way in the bit of the universe in which they have so far survived. Instead of thinking of science as a law-seeking activity, we can think of it as a tool humans use to cope with a world they will never understand.",no,Left
561,John Gray,"Though it is often assumed that naturalism must be hostile to religion, the opposite is true. Enemies of religion think of it as an intellectual error, which humanity will eventually grow out of. It is hard to square this view with Darwinian science – why should religion be practically universal, if it has no evolutionary value?",no,Left
562,John Gray,"Evangelical atheists preach the need for a scientific view of things, but a settled view does not go with scientific method. If we know anything it is that most of the theories that prevail at any one time are false. Scientific theories are not components of a world-view but tools we use to tinker with the world.",no,Left
563,John Gray,"Religion is not a primitive type of scientific theorizing, any more than science is a superior kind of belief-system. Just as rationalists have misunderstood myths as proto-versions of scientific theories, they have made the mistake of believing that scientific theories can be literally true. Both are systems of symbols, metaphors for a reality that cannot be rendered in literal terms. Every spiritual quest concludes in silence, and science also comes to a stop, if by another route. As George Santayana has written, ‘a really naked spirit cannot assume that the world is thoroughly intelligible. There may be surds, there may be hard facts, there may be dark abysses before which intelligence must be silent for fear of going mad.’ Science is like religion, an effort at transcendence that ends by accepting a world that is beyond understanding. All our inquiries come to rest in groundless facts. Just like faith, reason must at last submit; the final end of science is a revelation of the absurd.",no,Left
564,John Gray,"Before Christianity suicide was not in any way troubling. Our lives were our own, and when we tired of them we were at liberty to end them. One might think that as Christianity has declined, this freedom would be reclaimed. Instead secular creeds have sprung up, in which each person’s life belongs to everyone else. To hand back the gift of life because it does not please is still condemned as a kind of blasphemy, though the offended deity is now humanity instead of God.",no,Left
565,John Gray,"Cheating ageing by a low-calorie diet, uploading one’s mind into a super-computer, migrating into outer space … Longing for everlasting life, humans show that they remain the death-defined animal.",no,Left
566,John Gray,"Instead of enabling humans to improve their lot, science degrades the natural environment in which humans must live. Instead of enabling death to be overcome, it produces ever more powerful technologies of mass destruction. None of this is the fault of science; what it shows is that science is not sorcery. The growth of knowledge enlarges what humans can do. It cannot reprieve them from being what they are.",no,Left
567,John Gray,"For those who live inside a myth, it seems a self-evident fact. Human progress is a fact of this kind. If you accept it you have a place in the grand march of humanity. Humankind is, of course, not marching anywhere. ‘Humanity’ is a fiction composed from billions of individuals for each of whom life is singular and final. But the myth of progress is extremely potent. When it loses its power those who have lived by it are – as Conrad put it, describing Kayerts and Carlier – ‘like those lifelong prisoners who, liberated after many years, do not know what use to make of their freedoms’. When faith in the future is taken from them, so is the image they have of themselves. If they then opt for death, it is because without that faith they can no longer make sense of living.",no,Left
568,John Gray,"As Malaparte saw it, Naples was a pagan city with an ancient sense of time. Christianity taught those who were converted to it to think of history as the unfolding of a single plot – a moral drama of sin and redemption. In the ancient world there was no such plot – only a multitude of stories that were forever being repeated. Inhabiting that ancient world, the Neapolitans did not expect any fundamental alteration in human affairs. Not having accepted the Christian story of redemption, they had not been seduced by the myth of progress. Never having believed civilization to be permanent, they were not surprised when it foundered.",no,Left
569,John Gray,"There are not two kinds of human being, savage and civilized. There is only the human animal, forever at war with itself.",no,Left
570,John Gray,Progress in civilization seems possible only in interludes when history is idling.,no,Left
571,John Gray,"Contrary to generations of western progressives, it was not Russian backwardness or mistakes in applying Marxian theory that produced the society that Lyons observed. Similar regimes came into being wherever the communist project was attempted. Lenin’s Russia, Mao’s China, Ceausescu’s Romania and many more were variants of a single dictatorial model. From being a movement aiming for universal freedom, communism turned into a system of universal despotism. That is the logic of utopia. If 1984 is such a powerful myth, one reason is that it captures this truth. Yet there is a flaw in Orwell’s story, which emerges in his picture of the all-powerful interrogator. The dystopia of perpetual power is a fantasy, and so is O’Brien. Soviet torturers were sweating functionaries living in constant fear. Like their victims, they knew that they were resources that would be used up in the service of power. There was no inner-party elite safe from the contingencies of history.",no,Left
572,John Gray,"Tyranny offers relief from the burden of sanity and a licence to enact forbidden impulses of hatred and violence. By acting on these impulses and releasing them in their subjects tyrants give people a kind of happiness, which as individuals they may be incapable of achieving.",no,Left
573,John Gray,"Ichthyophils imagine that human beings want a life in which they can make their own choices. But what if they can be fulfilled only by a life in which they follow each other? The majority who obey the fashion of the day may be acting on a secret awareness that they lack the potential for a truly individual existence. Liberalism – the ichthyophil variety, at any rate – teaches that everyone yearns to be free. Herzen’s experience of the abortive European revolutions of 1848 led him to doubt that this was so. It was because of his disillusionment that he criticized Mill so sharply. But if it is true that Mill was deluded in thinking that everyone loves freedom, it may also be true that without this illusion there would be still less freedom in the world. The charm of a liberal way of life is that it enables most people to renounce their freedom unknowingly.",no,Left
574,John Gray,"If there is anything unique about the human animal it is that it has the ability to grow knowledge at an accelerating rate while being chronically incapable of learning from experience. Science and technology are cumulative, whereas ethics and politics deal with recurring dilemmas. Whatever they are called, torture and slavery are universal evils; but these evils cannot be consigned to the past like redundant theories in science. They return under different names: torture as enhanced interrogation techniques, slavery as human trafficking. Any reduction in universal evils is an advance in civilization. But, unlike scientific knowledge, the restraints of civilized life cannot be stored on a computer disc. They are habits of behaviour, which once broken are hard to mend. Civilization is natural for humans, but so is barbarism.",no,Left
575,John Gray,"The evidence of science and history is that humans are only ever partly and intermittently rational, but for modern humanists the solution is simple: human beings must in future be more reasonable. These enthusiasts for reason have not noticed that the idea that humans may one day be more rational requires a greater leap of faith than anything in religion. Since it requires a miraculous breach in the order of things, the idea that Jesus returned from the dead is not as contrary to reason as the notion that human beings will in future be different from how they have always been.",no,Left
576,John Gray,"Humanists today, who claim to take a wholly secular view of things, scoff at mysticism and religion. But the unique status of humans is hard to defend, and even to understand, when it is cut off from any idea of transcendence. In a strictly naturalistic view – one in which the world is taken on its own terms, without reference to a creator or any spiritual realm – there is no hierarchy of value with humans at the top. There are simply multifarious animals, each with their own needs. Human uniqueness is a myth inherited from religion, which humanists have recycled into science.",no,Left
577,John Gray,"The most important feature of natural selection is that it is a process of drift. Evolution has no end-point or direction, so if the development of society is an evolutionary process it is one that is going nowhere.",no,Left
578,John Gray,"As the Genesis story teaches, knowledge cannot save us from ourselves. If we know more than before, it means only that we have greater scope to enact our fantasies. But – as the Genesis myth also teaches – there is no way we can rid ourselves of what we know. If we try to regain a state of innocence, the result can only be a worse madness. The message of Genesis is that in the most vital areas of human life there can be no progress, only an unending struggle with our own nature.",no,Left
579,John Gray,"Human knowledge increases, while human irrationality stays the same. Scientific inquiry may be an embodiment of reason, but what such inquiry demonstrates is that humans are not rational animals. The fact that humanists refuse to accept the demonstration only confirms its truth.",no,Left
580,John Gray,"Through all of history and pre-history it has been accepted that there is something wrong with the human animal. Health may be the natural condition of other species, but in humans it is sickness that is normal. To be chronically unwell is part of what it means to be human. It is no accident that every culture has its own versions of therapy. Tribal shamans and modern psychotherapists answer the same needs and practise the same trade.",no,Left
581,John Gray,"Echoing the Christian faith in free will, humanists hold that human beings are – or may someday become – free to choose their lives. They forget that the self that does the choosing has not itself been chosen.",no,Left
582,John Gray,"Science is not distinguished from myth by science being literally true and myth only a type of poetic analogy. While their aims are different, both are composed of symbols we use to deal with a slippery world.",no,Left
583,John Gray,"In ancient Europe, Stoics asserted that a slave could be freer than a master who suffers from self-division. In China, Daoists imagined a type of sage who responded to the flow of events without weighing alternatives. Disciples of monotheistic faiths have believed something similar: freedom, they say, is obeying God’s will. What those who follow these traditions want most is not any kind of freedom of choice. Instead, what they long for is freedom from choice.",no,Left
584,John Gray,"In a traditional reading eating the apple was the original sin; but, as Gnostics understood the story, the two primordial humans were right to eat the apple. The God that commanded them not to do so was not the true God but only a demiurge, a tyrannical underling exulting in its power, while the serpent came to free them from slavery. True, when they ate the apple Adam and Eve fell from grace. This was indeed the Fall of Man – a fall into the dim world of everyday consciousness. But the Fall need not be final. Having eaten its fill from the Tree of Knowledge, humankind can then rise into a state of conscious innocence. When this happens, Herr C. declares, it will be ‘the final chapter in the history of the world'.",no,Left
585,John Gray,"Many people today hold to a Gnostic view of things without realizing the fact. Believing that human beings can be fully understood in the terms of scientific materialism, they reject any idea of free will. But they cannot give up hope of being masters of their destiny. So they have come to believe that science will somehow enable the human mind to escape the limitations that shape its natural condition. Throughout much of the world, and particularly in western countries, the Gnostic faith that knowledge can give humans a freedom no other creature can possess has become the predominant religion.",no,Left
586,John Gray,"The idea of evil as it appears in modern secular thought is an inheritance from Christianity. To be sure, rationalists have repudiated the idea; but it is not long before they find they cannot do without it. What has been understood as evil in the past, they insist, is error – a product of ignorance that human beings can overcome. Here they are repeating a Zoroastrian theme, which was absorbed into later versions of monotheism: the belief that ‘as the “lord of creation” man is at the forefront of the contest between the powers of Truth and Untruth.’ But how to account for the fact that humankind is deaf to the voice of reason? At this point rationalists invoke sinister interests – wicked priests, profiteers from superstition, malignant enemies of enlightenment, secular incarnations of the forces of evil. As so often is the case, secular thinking follows a pattern dictated by religion while suppressing religion’s most valuable insights. Modern rationalists reject the idea of evil while being obsessed by it. Seeing themselves as embattled warriors in a struggle against darkness, it has not occurred to them to ask why humankind is so fond of the dark. They are left with the same problem of evil that faces religion. The difference is that religious believers know they face an insoluble difficulty, while secular believers do not. Aware of the evil in themselves, traditional believers know it cannot be expelled from the world by human action. Lacking this saving insight, secular believers dream of creating a higher species. They have not noticed the fatal flaw in their schemes: any such species will be created by actually existing human beings.",no,Left
587,John Gray,"In Kleist’s essay humans are caught between the graceful automatism of the puppet and the conscious freedom of a god. The jerky, stuttering quality of their actions comes from their feeling that they must determine the course of their lives. Other animals live without having to choose their path through life. Whatever uncertainty they may feel sniffing their way through the world is not a permanent condition; once they reach a place of safety, they are at rest. In contrast, human life is spent anxiously deciding how to live.",no,Left
588,John Gray,"In Leopardi’s view, the universal claims of Christianity were a licence for universal savagery. Because it is directed to all of humanity, the Christian religion is usually praised, even by its critics, as an advance on Judaism. Leopardi – like Freud a hundred years later – did not share this view. The crimes of medieval Christendom were worse than those of antiquity, he believed, precisely because they could be defended as applying universal principles: the villainy introduced into the world by Christianity was ‘entirely new and more terrible … more horrible and more barbarous than that of antiquity’. Modern rationalism renews the central error of Christianity – the claim to have revealed the good life for all of humankind. Leopardi described the secular creeds that emerged in modern times as expressions of ‘half-philosophy’, a type of thinking with many of the defects of religion. What Leopardi called ‘the barbarism of reason’ – the project of remaking the world on a more rational model – was the militant evangelism of Christianity in a more dangerous form. Events have confirmed Leopardi’s diagnosis. As Christianity has waned, the intolerance it bequeathed to the world has only grown more destructive. From imperialism through communism and incessant wars launched to promote democracy and human rights, the most barbarous forms of violence have been promoted as means to a higher civilization.",no,Left
589,John Gray,"For Leopardi evil is integral to the way the world works; but when he talks of evil he does not mean any kind of malign agency of the sort that Gnostics imagined. Evil is the suffering that is built into the scheme of things. ‘What hope is there when evil is ordinary?’ he asks. ‘I mean, in an order where evil is necessary?’ These rhetorical questions show why Leopardi had no interest in projects of revolution and reform. No type of human action – least of all the harlequinade of politics – could fundamentally alter a world in which evil was ordinary.",no,Left
590,John Gray,"The modern world inherits the Christian view in which salvation is played out in history. In Christian myth human events follow a design known only to God; the history of humankind is an ongoing story of redemption. This is an idea that informs virtually all of western thought – not least when it is intensely hostile to religion. From Christianity onwards, human salvation would be understood (at least in the west) as involving movement through time. All modern philosophies in which history is seen as a process of human emancipation – whether through revolutionary change or incremental improvement – are garbled versions of this Christian narrative, itself a garbled version of the original message of Jesus.",no,Left
591,John Gray,"Rather than trying to escape violence, human beings more often become habituated to it. History abounds with long conflicts – the Thirty Years’ War in early seventeenth-century Europe, the Time of Troubles in Russia, twentieth-century guerrilla conflicts – in which continuous slaughter has been accepted as normal. Famously adaptable, the human animal quickly learns to live with violence and soon comes to find satisfaction in it.",no,Left
592,John Gray,"Humans kill one another – and in some cases themselves – for many reasons, but none is more human than the attempt to make sense of their lives. More than the loss of life, they fear loss of meaning.",no,Left
593,John Gray,"Today those who peer into the future want only relief from anxiety. Unable to face the prospect that the cycles of war will continue, they are desperate to find a pattern of improvement in history. It is only natural that believers in reason, lacking any deeper faith and too feeble to tolerate doubt, should turn to the sorcery of numbers. Happily there are some who are ready to assist them. Just as the Elizabethan magus transcribed tables shown to him by angels, the modern scientific scryer deciphers numerical auguries of angels hidden in ourselves.",no,Left
594,John Gray,Near-ubiquitous technological monitoring is a consequence of the decline of cohesive societies that has occurred alongside the rising demand for individual freedom.,no,Left
595,John Gray,"With new technologies of surveillance, economies of scale overcome problems of cost. Since all their electronic communications can be accessed, it is no longer necessary to segregate the inmates from one another. As there is no outside world, escape becomes unimaginable. Technological progress has brought into being a system of surveillance more far-reaching than any Bentham could have conceived. Enclosing the entire population in a virtual Panopticon might seem the ultimate invasion of freedom. But universal confinement need not be experienced as a privation. If they know nothing else, most are likely to accept it as normal. If the technology through which surveillance operates also provides continuous entertainment, they may soon find any other way of living intolerable.",no,Left
596,John Gray,The belief that there is some hidden cabal directing the course of events is a type of anthropomorphism – a way of finding agency in the entropy of history.,no,Left
597,John Gray,"Human beings act, certainly. But none of them knows why they act as they do. There is a scattering of facts, which can be known and reported. Beyond these facts are the stories that are told. Human beings may behave like puppets, but no one is pulling the strings.",no,Left
598,John Gray,"Nothing carries so much authority today as science, but there is actually no such thing as ‘the scientific world-view’. Science is a method of inquiry, not a view of the world. Knowledge is growing at accelerating speed; but no advance in science will tell us whether materialism is true or false, or whether humans possess free will. The belief that the world is composed of matter is metaphysical speculation, not a testable theory. Science may succeed in explaining events in terms of causes and effects. In some accounts it may be able to formulate laws of nature. But what does it mean for something to cause something else and what is a law of nature? These are questions for philosophy or religion, not for science.",no,Left
599,John Gray,"How we come to have the world-views we do is an interesting question. No doubt reason plays a part, but human needs for meaning and purpose are usually more important. At times personal taste may be what decides the issue. There is nothing to say that, when all the work of reason is done, only one view of the world will remain. There may be many that fit everything that can be known. In that case you might as well choose the view of the world you find most interesting or beautiful. Adopting a world-view is more like selecting a painting to furnish a room than testing a scientific theory. The test is how it fits with your life.",no,Left
600,John Gray,"The idea that consciousness is a mystery is a prejudice inherited from monotheism. The early seventeenth-century French philosopher René Descartes believed that animals other than humans are insensate machines. Obviously, this was a restatement in rationalist terms of the Christian belief that only humans have souls. Even if mind and matter were categorically distinct, that would not mean humans alone have minds. It was reported that in order to test his theories, Descartes used to throw animals out of the window and observe their reactions. Looking at behaviour of this kind, one might reasonably conclude that humans are the senseless machines.",no,Left
601,John Gray,"No doubt markets transmit information in the way that Hayek claimed. But what reason is there to believe that – unlike any other social institution – they have a built-in capacity to correct their mistakes? History hardly supports the supposition. Moods of irrational exuberance and panic can, and often do, swamp the price-discovery functions of markets.",no,Left
602,John Gray,"Hayek’s blind spot with regard to politics was clear in the early 1980s when the first Thatcher government, in an attempt to reduce inflation and bring the public finances closer to a balanced budget, was raising interest rates and cutting public spending. As he had done during the 1930s, Hayek attacked these policies as not being severe enough. It would be better, he told me in a conversation we had around this time, if Thatcher imposed a more drastic contraction on the economy so that the wage-setting power of the trade unions could be broken. He appeared unfazed by unemployment, which was already higher (more than three million people) than at any time since the 1930s, and would rise much further if his recommendations were accepted.",no,Left
603,John Gray,"Hayek may still have lessons to teach us. The policies he recommended during the Great Depression may have been badly flawed but his insight that prosperity cannot be restored by unending expansion of debt may have some value at a time when the limits of “Keynesian” quantitative easing are becoming clear. It is in any case far from obvious that Keynes would have supported a continuation of QE once a disastrous collapse had been averted. “Keynesianism” is a confection of Keynes’s more mechanical disciples, not an indication of how this mercurially brilliant mind would have responded to our present dilemmas. Again, Hayek’s claim that nothing can be done to mitigate the impact of free markets on social cohesion was dangerously misguided. But he was right to point out that capitalism cannot be remodelled to fit some conception of an ideally fair distribution of resources. Whether any kind of social democracy can be reconciled with the anarchic energies of global markets is an open question.",no,Left
604,John Gray,"Hayek watched the interwar collapse with horror, as Keynes did, and shared many of Keynes’s liberal values. What he failed to understand is that these values cannot be renewed by applying any formula or doctrine, or by trying to construct an ideal liberal regime in which freedom is insulated from the contingencies of politics.",no,Left
605,Michel Chossudovsky,"Relentlessly feeding on poverty and economic dislocation, a New World Order was taking shape.",no,Left
606,Michel Chossudovsky,"Humanity is undergoing, in the post-Cold War era, an economic and social crisis of unprecedented scale leading to the rapid impoverishment of large sectors of the world population.",no,Left
607,Michel Chossudovsky,Modern capitalism appears totally incapable of mobilizing these untapped human and resources.,no,Left
608,Michel Chossudovsky,"The WTO was put in place following the signing of a ""technical agreement"" negotiated behind closed doors by bureaucrats. Even the heads of country-level delegations to Marrakech in 1994 were not informed regarding the statutes of the WTO, which were drafted in separate clossed sessions by technocrats.",no,Left
609,Michel Chossudovsky,"Mainstream economics scholarship produces theory without facts (""pure theory"") and facts without theory (""applied economics"")",no,Left
610,Michel Chossudovsky,"The budget targets imposed by the Bretton Woods institutions, combined with the effects of the devaluation, trigger the collapse of public investment.",no,Left
611,Michel Chossudovsky,"According to the World Bank, the concentration of wealth and the structures of corporate economic power have no bearing on woman's rights.",no,Left
612,Michel Chossudovsky,"Global poverty is an ""input"" on the supply side; the global economic system feeds on cheap labor.",no,Left
613,Michel Chossudovsky,"The experience of Somalia shows that famine in the late 20th century is not a consequence of a shortage of food. On the contrary, famines are spurred on as result of a global oversupply of grain staples.",no,Left
614,Michel Chossudovsky,"The civil war in Rwanda and other ethnic massacres were an integral part of US foreign policy, carefully staged in accordance with precise strategic and economic objectives.",no,Left
615,Michel Chossudovsky,"In return, US surpluses of genetically engineered maize (banned in the European Union) were being dumped on the horn of Africa, in the form of emergency aid.",no,Left
616,Michel Chossudovsky,"Both Hindu, as well as Islamic fundamentalism, feed on the poverty of the masses.",no,Left
617,Michel Chossudovsky,"Moreover, the entire international trading system is prone (from the lower echelons to top state officials) to corruption and bribery by foreign contractors.",no,Left
618,Michel Chossudovsky,"Macro-economic policy had accelerated the ""expulsion"" of landless peasants from the countryside leading to the formation of a nomadic migrant labor force moving from one metropolitan area to another.",no,Left
619,Michel Chossudovsky,"Macro-economic reform undermined the legal economy, reinforced illicit trade and contributed to the recycling of ""dirty money"" towards Peru's official and commercial creditors.",no,Left
620,Michel Chossudovsky,"For the West, the enemy was not ""socialism"" but capitalism. How to tame and subdue the polar bear, how to take over the talent, the science, the technology, how to buy out the human capital, how to acquire the intellectual property rights?",no,Left
621,Michel Chossudovsky,"The collapse of the standard of living, engineered as result of macro-economic policy, is without precedent in Russian history: "" We had more to eat during the Second World War.""",no,Left
622,Michel Chossudovsky,Lost in the barrage of images and self-serving analysis are the economic and social causes of the conflict.,no,Left
623,Michel Chossudovsky,"While Financier George Soros was investing money in Kosovo's reconstruction, the George Soros Foundation for an Open Society had opened a branch office in Pristina establishing the Kosovo Foundation for an Open Society (KFOS) as part of the Soros' network of ""non-profit foundations"" in the Balkans.",no,Left
624,Michel Chossudovsky,Legal and illegal activities had become inextricably intertwined.,no,Left
625,Michel Chossudovsky,""" The Cayman Islands, a British Crown colony in the Caribbean, for instance, is the fifth largest banking center in the world,""",no,Left
626,Michel Chossudovsky,A new global financial environment has unfolded in several stages since the collapse of the Bretton Woods system of fixed exchange rates in 1971.,no,Left
627,Michel Chossudovsky,"In a cruel irony, speculators - rather then elected politicians - are the shots on crisis management. In an absurd logic, those who foster financial turbulence have been invited by the G7 Finance ministers to identify policies which attenuate financial turbulence.",no,Left
628,Michel Chossudovsky,"America had come to the rescue of Korea's ""troubled banks"". The auction of commercial bank assets was an obvious fraud.",no,Left
629,Perry Anderson,The most advanced socialist thought in England is Raymond Williams’ superbly intricate and persuasive work... Any English Marxism will have to measure itself against this landmark in our social thought.,no,Left
630,Perry Anderson,"The international disputes which united and divided Luxemburg, Lenin, Lukács, Gramsci, Bordiga or Trotsky on these issues represent the last great strategic debate in the European workers’ movement. Since then, there has been little significant theoretical development of the political problems of revolutionary strategy in metropolitan capitalism that has had any direct contact with the masses. The structural divorce between original Marxist theory and the main organizations of the working class in Europe has yet to be historically resolved. The May-June revolt in France, the upheaval in Portugal, the approaching dénouement in Spain, presage the end of this long divorce, but have not accomplished it. The classical debates, therefore, still remain in many respects the most advanced limit of reference we possess today. It is thus not mere archaism to recall the strategic confrontations which occurred four or five decades ago. To reappropriate them, on the contrary, is a step towards a Marxist discussion that has the—necessarily modest—hope of assuming an ‘initial shape’ of correct theory today. Régis Debray has spoken, in a famous paragraph, of the constant difficulty of being contemporary with our present. In Europe at least, we have yet to be sufficiently contemporary with our past.",no,Left
631,Perry Anderson,"Self-satisfaction is scarcely unfamiliar in Europe. But the contemporary mood is something different: an apparently illimitable narcissism, in which the reflection in the water transfigures the future of the planet into the image of the beholder. What explains this degree of political vanity? Obviously, the landscape of the continent has altered in recent years, and its role in the world has grown. Real changes can give rise to surreal dreams, but they need to be calibrated properly, to see what the connections or lack of them might be.",no,Left
632,Perry Anderson,"What kind of political order, then, is taking shape in Europe, 15 years after Maastricht? The pioneers of European integration – Monnet and his fellow spirits – envisaged the eventual creation of a federal union that would one day be the supranational equivalent of the nation-states out of which it emerged, anchored in an expanded popular sovereignty, based on universal suffrage, its executive answerable to an elected legislature, and its economy subject to requirements of social responsibility. In short, a democracy magnified to semi-continental scale (they had only Western Europe in mind). But there was always another way of looking at European unification, which saw it more as a limited pooling of powers by member governments for certain – principally economic – ends, that did not imply any fundamental derogation of national sovereignty as traditionally understood, but rather the creation of a novel institutional framework for a specified range of transactions. De Gaulle famously represented one version of this outlook; Thatcher another. Between these federalist and inter-governmentalist visions of Europe, there has been a continual tension down to the present.",no,Left
633,Perry Anderson,"Polemical zeal can produce an fixation on the other side, or sides, of purely hostile intent.",no,Left
634,Perry Anderson,"Politics is not a self-enclosed activity, organically generating a body of concepts internal to it. What counts as a set of ideas with a bearing on the political conflicts of a time varies according to epoch and region. Today it stretches far beyond the purview of political science, traditionally conceived. Philosophy, economics, history, sociology, psychology, not to speak of the earth and life sciences, and the arts, all intersect at different points with terrain of politics, in its classic definition.",no,Left
635,Perry Anderson,"The classical legacies of political thought, from Plato to Nietzsche, and the immediate tasks of running the world, at home and abroad, have been of most concern to the Right. Normative philosophical constructions have become a specialty of the Centre. Economic, social and cultural investigations – of past and present – dominate the output of the Left. Any attempt to come to grips with all three outlooks is thus obliged to traverse quite variegated ground.",no,Left
