Author,Quotes,Political Orientation
Bill O'Really,"The press knows Patton’s arrogance. The British understand his competitive nature. The Germans believe him to be America’s top general. But now he is battling his own generals, who despite the rapid American advance toward Messina are appalled by his willingness to embrace unnecessary danger. But only those close to him understand how emotional he becomes at the sight of wounded American soldiers. He is deeply moved by their bravery, and thus cannot stand the sight of those he considers cowards. Two",Conservative
Bill O'Really,"Two days after slapping Kuhl, he writes a memo to each of his commanders, ordering them not to allow men suffering from combat fatigue to receive medical care. Such men are cowards and bring disgrace to their comrades, he writes, whom they heartlessly leave to endure the danger of battle while they themselves use the hospital as a means of escape. You will see that such cases are not sent to the hospital. On",Conservative
Bill O'Really,"And what’s happened to you? Patton asks the young man. His name is Pvt. Paul Bennett. He has been in the army four years, serving with C Battery of the Seventeenth Field Artillery Regiment. He is just twenty-one years old. Until a friend died in combat, he had never once complained about battle. But he now shakes from convulsions. His red-rimmed eyes brim with tears. It’s my nerves, sir. I can’t stand the shelling anymore. Your nerves, hell. You’re just a goddamned coward. Bennett begins sobbing. Patton slaps him. Shut up, he orders, his voice rising. I won’t have these brave men here who’ve been shot see a yellow bastard sitting here crying. Patton hits him again, knocking off Bennett’s helmet, which falls to the dirt floor. You’re a disgrace to the army and you’re going back to the front to fight, he screams. You ought to be lined up against a wall and shot. In fact, I ought to shoot you right now. Patton",Conservative
Bill O'Really,Morlocks (Google,Conservative
Bill O'Really,Visigoths and,Conservative
Bill O'Really,Hirs!,Conservative
Bill O'Really,"Shakespeare, Dickens,",Conservative
Bill O'Really,activism. As,Conservative
Bill O'Really,"The autumn air is chill and damp. As he does each morning at just about this time, Adolf Hitler emerges from the artificial light of his concrete bunker into the morning sun. He holds his two-year-old German shepherd Blondi on a short leash for their daily walk through the thick birch forest. A fussy man of modest height and weight who is prone to emotional outbursts, Hitler wears his dark brown hair parted on the right and keeps his Charlie Chaplin mustache carefully combed and trimmed. Hitler",Conservative
Bill O'Really,Hitler spends more time at the Wolf’s Lair than in Berlin,Conservative
Bill O'Really,"But Hitler is not tranquil. His right eardrum was ruptured in the bomb blast during the assassination attempt and has only recently stopped bleeding. That same blast hurled him to a concrete floor, bruising his buttocks as blue as a baboon’s behind and filling his legs with wooden splinters as it ripped his black uniform pants to shreds. However,",Conservative
Bill O'Really,"Despite recent German setbacks on the battlefield, the Wolf still has hope that his plans for global domination will yet be realized. His greatest goal is the eradication of the Jewish people, with whom he is obsessed, despite not having had any intentional contact with a Jew in twenty years. This war can end two ways, he said in a January 30, 1942, address to the German parliament. Either the extermination of the Aryan peoples or the disappearance of Jewry from Europe. Prior",Conservative
Bill O'Really,His wife greets him warmly as his two young,Conservative
Bill O'Really,that the decision to use force should not be determined by men whose careers depend upon its use.,Conservative
Bill O'Really,"apoplexy, chagrin,",Conservative
