,Author,Quotes,Political Orientation,auto,texicity
1804,Ian Bremmer,The developed world should neither shelter nor militarily destabilize authoritarian regimes—unless those regimes represent an imminent threat to the national security of other states. Developed states should instead work to create the conditions most favorable for a closed regime’s safe passage through the least stable segment of the J curve—however and whenever the slide toward instability comes. And developed states should minimize the risk these states pose the rest of the world as their transition toward modernity begins.,Moderate,0,developed world neither shelter militarily destabilize authoritarian regimes unless regimes represent imminent threat national security states developed states instead work create conditions favorable closed regime safe passage least stable segment j curve however whenever slide toward instability comes developed states minimize risk states pose rest world transition toward modernity begins
1805,Ian Bremmer,An emerging market is a country where politics matters at least as much as economics to the market.,Moderate,0,emerging market country politics matters least much economics market
1806,Ian Bremmer,"Political scientists don't work at banks—which is a problem. As political issues become more important for the markets, analysts at banks are asked all sorts of questions they don't have the ability to answer. And if you're getting paid to answer questions—as analysts at banks are—you never want to be in the position of saying you don't know.",Moderate,0,political scientists work banks problem political issues become important markets analysts banks asked sorts questions ability answer getting paid answer questions analysts banks never want position saying know
1807,Thomas Friedman,"Only if you give the Palestinians something to lose is there a hope that they will agree to moderate their demands.… I believe that as soon as Ahmed has a seat in the bus, he will limit his demands.",Moderate,0,give palestinians something lose hope agree moderate demands believe soon ahmed seat bus limit demands
1808,Thomas Friedman,"After two years of traveling almost exclusively to Western Europe and the Middle East, Poland feels like a geopolitical spa. I visited here for just three days and got two years of anti-American bruises massaged out of me. Get this: people here actually tell you they like America -- without whispering. What has gotten into these people? Have all their subscriptions to Le Monde Diplomatique expired? Haven't they gotten the word from Berlin and Paris? No, they haven't. In fact, Poland is the antidote to European anti-Americanism. Poland is to France what Advil is to a pain in the neck. Or as Michael Mandelbaum, the Johns Hopkins foreign affairs specialist, remarked after visiting Poland: ""Poland is the most pro-American country in the world -- including the United States.""",Moderate,0,two years traveling almost exclusively western europe middle east poland feels like geopolitical spa visited three days got two years anti american bruises massaged get people actually tell like america without whispering gotten people subscriptions le monde diplomatique expired gotten word berlin paris fact poland antidote european anti americanism poland france advil pain neck michael mandelbaum johns hopkins foreign affairs specialist remarked visiting poland poland pro american country world including united states
1809,Thomas Friedman,"Sooner or later, Mr. Bush argued, sanctions would force Mr. Hussein's generals to bring him down, and then Washington would have the best of all worlds: an iron-fisted Iraqi junta without Saddam Hussein.",Moderate,0,sooner later mr bush argued sanctions would force mr hussein generals bring washington would best worlds iron fisted iraqi junta without saddam hussein
1810,Thomas Friedman,"The hidden hand of the market will never work without a hidden fist. McDonald's cannot flourish without McDonnell Douglas, the designer of the F-15. And the hidden fist that keeps the world safe for Silicon Valley's technologies to flourish is called the US Army, Air Force, Navy and Marine Corps.",Moderate,0,hidden hand market never work without hidden fist mcdonald cannot flourish without mcdonnell douglas designer f  hidden fist keeps world safe silicon valley technologies flourish called us army air force navy marine corps
1811,Thomas Friedman,"The Golden Straitjacket is the defining political-economic garment of globalization. […] The tighter you wear it, the more gold it produces.",Moderate,0,golden straitjacket defining political economic garment globalization tighter wear gold produces
1812,Thomas Friedman,"We need to send the message that anyone who orders suicide bombings against Americans, or protects those who do, commits suicide himself. And U.S. marines will search every cave in Afghanistan to make that principle stick. You order, you die — absolutely, positively, you die.",Moderate,0,need send message anyone orders suicide bombings americans protects commits suicide u marines search every cave afghanistan make principle stick order die absolutely positively die
1813,Thomas Friedman,"Reading Europe's press, it is really reassuring to see how warmly Europeans have embraced President Bush's formulation that an ""axis of evil"" threatens world peace. There's only one small problem. President Bush thinks the axis of evil is Iran, Iraq and North Korea, and the Europeans think it's Donald Rumsfeld, Dick Cheney and Condi Rice.",Moderate,0,reading europe press really reassuring see warmly europeans embraced president bush formulation axis evil threatens world peace one small problem president bush thinks axis evil iran iraq north korea europeans think donald rumsfeld dick cheney condi rice
1814,Thomas Friedman,"You win the presidency by connecting with the American people's gut insecurities and aspirations. You win with a concept. The concept I'd argue for is ""neoliberalism."" More Americans today are natural neolibs, than neocons. Neoliberals believe in a muscular foreign policy and a credible defense budget, but also a prudent fiscal policy that balances taxes, deficit reduction and government services.",Moderate,0,win presidency connecting american people gut insecurities aspirations win concept concept argue neoliberalism americans today natural neolibs neocons neoliberals believe muscular foreign policy credible defense budget also prudent fiscal policy balances taxes deficit reduction government services
1815,Thomas Friedman,"We needed to go over there, basically, and take out a very big stick right in the heart of that world and burst that bubble.… What they [Muslims] needed to see was American boys and girls going house to house from Basra to Baghdad and basically saying ""Which part of this sentence don't you understand? You don't think we care about our open society? You think this bubble fantasy, we're just going to let it grow? Well, suck on this!"" That, Charlie, is what this war was about. We could have hit Saudi Arabia! It was part of that bubble. We could have hit Pakistan. We hit Iraq because we could.",Moderate,0,needed go basically take big stick right heart world burst bubble muslims needed see american boys girls going house house basra baghdad basically saying part sentence understand think care open society think bubble fantasy going let grow well suck charlie war could hit saudi arabia part bubble could hit pakistan hit iraq could
1816,Thomas Friedman,"Now we've entered Globalization 3.0, and it is shrinking the world from size small to a size tiny.",Moderate,0,entered globalization   shrinking world size small size tiny
1818,Thomas Friedman,"The first rule of holes is when you’re in one, stop digging. When you’re in three, bring a lot of shovels.",Moderate,0,first rule holes one stop digging three bring lot shovels
1819,Thomas Friedman,"One-party autocracy certainly has its drawbacks. But when it is led by a reasonably enlightened group of people, as China is today, it can also have great advantages. That one party can just impose the politically difficult but critically important policies needed to move a society forward in the 21st century.",Moderate,0,one party autocracy certainly drawbacks led reasonably enlightened group people china today also great advantages one party impose politically difficult critically important policies needed move society forward st century
1820,Thomas Friedman,The only engine big enough to impact Mother Nature is Father Greed.,Moderate,0,engine big enough impact mother nature father greed
1821,Thomas Friedman,Israel should really reflect on what's going on in Egypt. It does not want to be the Hosni Mubarak of the peace process.,Moderate,0,israel really reflect going egypt want hosni mubarak peace process
1822,Thomas Friedman,"You really do have to wonder whether a few years from now we’ll look back at the first decade of the 21st century—when food prices spiked, energy prices soared, world population surged, tornados plowed through cities, floods and droughts set records, populations were displaced and governments were threatened by the confluence of it all—and ask ourselves: What were we thinking? How did we not panic when the evidence was so obvious that we’d crossed some growth/climate/natural resource/population redlines all at once?",Moderate,0,really wonder whether years look back first decade st century food prices spiked energy prices soared world population surged tornados plowed cities floods droughts set records populations displaced governments threatened confluence ask thinking panic evidence obvious crossed growth climate natural resource population redlines
1823,Thomas Friedman,"The next six months in Iraq — which will determine the prospects for democracy-building there — are the most important six months in U.S. foreign policy in a long, long time.",Moderate,0,next six months iraq determine prospects democracy building important six months u foreign policy long long time
1824,Thomas Friedman,"What I absolutely don't understand is just at the moment when we finally have a UN-approved Iraqi-caretaker government made up of — I know a lot of these guys — reasonably decent people and more than reasonably decent people, everyone wants to declare it's over. I don't get it. It might be over in a week, it might be over in a month, it might be over in six months, but what's the rush? Can we let this play out, please?",Moderate,0,absolutely understand moment finally un approved iraqi caretaker government made know lot guys reasonably decent people reasonably decent people everyone wants declare get might week might month might six months rush let play please
1825,Thomas Friedman,"What we're gonna find out, Bob, in the next six to nine months is whether we have liberated a country or uncorked a civil war.",Moderate,0,gonna find bob next six nine months whether liberated country uncorked civil war
1826,Thomas Friedman,Improv time is over. This is crunch time. Iraq will be won or lost in the next few months. But it won't be won with high rhetoric. It will be won on the ground in a war over the last mile.,Moderate,0,improv time crunch time iraq lost next months high rhetoric ground war last mile
1827,Thomas Friedman,"That will become clear in the next few months as we see just what kind of minority the Sunnis in Iraq intend to be. If they come around, a decent outcome in Iraq is still possible, and we should stay to help build it. If they won't, then we are wasting our time. We should arm the Shiites and Kurds and leave the Sunnis of Iraq to reap the wind.",Moderate,0,become clear next months see kind minority sunnis iraq intend come around decent outcome iraq still possible stay help build wasting time arm shiites kurds leave sunnis iraq reap wind
1828,Thomas Friedman,"I think we're in the end-game now…. I think we're in a six-month window here where it's going to become very clear and this is all going to pre-empt, I think, the next congressional election — that's my own feeling — let alone the presidential one.",Moderate,0,think end game think six month window going become clear going pre empt think next congressional election feeling let alone presidential one
1829,Thomas Friedman,"The only thing I am certain of is that in the wake of this election, Iraq will be what Iraqis make of it — and the next six months will tell us a lot. I remain guardedly hopeful.",Moderate,0,thing certain wake election iraq iraqis make next six months tell us lot remain guardedly hopeful
1830,Thomas Friedman,"We've teed up this situation for Iraqis, and I think the next six months really are going to determine whether this country is going to collapse into three parts or more or whether it's going to come together.",Moderate,0,teed situation iraqis think next six months really going determine whether country going collapse three parts whether going come together
1831,Thomas Friedman,"We're at the beginning of, I think, the decisive, I would say, six months in Iraq, OK, because I feel like this election — you know, I felt from the beginning Iraq was going to be ultimately, Charlie, what Iraqis make of it.",Moderate,0,beginning think decisive would say six months iraq ok feel like election know felt beginning iraq going ultimately charlie iraqis make
1832,Thomas Friedman,"I think that we're going to know after six to nine months whether this project has any chance of succeeding. In which case, I think the American people as a whole will want to play it out or whether it really is a fool's errand.",Moderate,0,think going know six nine months whether project chance succeeding case think american people whole want play whether really fool errand
1833,Thomas Friedman,"I think we're in the end game there, in the next three to six months, Bob. We've got for the first time an Iraqi government elected on the basis of an Iraqi constitution. Either they're going to produce the kind of inclusive consensual government that we aspire to in the near term, in which case America will stick with it, or they're not, in which case I think the bottom's going to fall out.",Moderate,0,think end game next three six months bob got first time iraqi government elected basis iraqi constitution either going produce kind inclusive consensual government aspire near term case america stick case think bottom going fall
1834,Thomas Friedman,I think we are in the end game. The next six to nine months are going to tell whether we can produce a decent outcome in Iraq.,Moderate,0,think end game next six nine months going tell whether produce decent outcome iraq
1835,Thomas Friedman,"Can Iraqis get this government together? If they do, I think the American public will continue to want to support the effort there to try to produce a decent, stable Iraq. But if they don't, then I think the bottom is going to fall out of public support here for the whole Iraq endeavor. So one way or another, I think we're in the end game in the sense it's going to be decided in the next weeks or months whether there's an Iraq there worth investing in. And that is something only Iraqis can tell us.",Moderate,0,iraqis get government together think american public continue want support effort try produce decent stable iraq think bottom going fall public support whole iraq endeavor one way another think end game sense going decided next weeks months whether iraq worth investing something iraqis tell us
1836,Thomas Friedman,"Well, I think that we're going to find out, Chris, in the next year to six months — probably sooner — whether a decent outcome is possible there, and I think we're going to have to just let this play out.",Moderate,0,well think going find chris next year six months probably sooner whether decent outcome possible think going let play
1837,Peter Drucker,"Morale in an organization does not mean that ""people get along together""; the test is performance not conformance.",Moderate,0,morale organization mean people get along together test performance conformance
1838,Peter Drucker,"Large organizations cannot be versatile.  A large organization is effective through its mass rather than through its agility.  Fleas can jump many times their own height, but not an elephant.",Moderate,0,large organizations cannot versatile large organization effective mass rather agility fleas jump many times height elephant
1839,Peter Drucker,"The world economy is not yet a community--not even an economic community...Yet the existence of the ""global shopping center"" is a fact that cannot be undone.  The vision of an economy for all will not be forgotten again.",Moderate,0,world economy yet community even economic community yet existence global shopping center fact cannot undone vision economy forgotten
1840,Peter Drucker,"If ""socialism"" is defined as ""ownership of the means of production""--and this is both the orthodox and the only rigorous definition--then the United States is the first truly Socialist country.",Moderate,0,socialism defined ownership means production orthodox rigorous definition united states first truly socialist country
1841,Peter Drucker,"Whenever anything is being accomplished, it is being done, I have learned, by a monomaniac with a mission.",Moderate,0,whenever anything accomplished done learned monomaniac mission
1842,Peter Drucker,"Few companies that installed computers to reduce the employment of clerks have realized their expectations; most computer users have found that they now need more, and more expensive clerks, even though they call them ""operators"" or ""programmers.",Moderate,0,companies installed computers reduce employment clerks realized expectations computer users found need expensive clerks even though call operators programmers
1843,Peter Drucker,"All economic activity is by definition ""high risk.""  And defending yesterday--that is, not innovating--is far more risky than making tomorrow.",Moderate,0,economic activity definition high risk defending yesterday innovating far risky making tomorrow
1844,Peter Drucker,"Ideas are somewhat like babies--they are born small, immature, and shapeless.  They are promise rather than fulfillment.  In the innovative company executives do not say, ""This is a damn-fool idea.""  Instead they ask, ""What would be needed to make this embryonic, half-baked, foolish idea into something that makes sense, that is an opportunity for us?""",Moderate,0,ideas somewhat like babies born small immature shapeless promise rather fulfillment innovative company executives say damn fool idea instead ask would needed make embryonic half baked foolish idea something makes sense opportunity us
1845,Peter Drucker,"The citizen of today in every developed country is typically an employee. He works for one of the institutions. He looks to them for his livelihood. He looks to them for his opportunities. He looks to them for access to status and function in society, as well as for personal fulfillment and achievement.",Moderate,0,citizen today every developed country typically employee works one institutions looks livelihood looks opportunities looks access status function society well personal fulfillment achievement
1846,Peter Drucker,Without institution there is no management. But without management there is no institution.,Moderate,0,without institution management without management institution
1847,Peter Drucker,We will have to learn to lead people rather then to contain them.,Moderate,0,learn lead people rather contain
1848,Peter Drucker,A primary task of management in the developed countries in the decades ahead will be to make knowledge productive.,Moderate,0,primary task management developed countries decades ahead make knowledge productive
1849,Peter Drucker,A management decision is irresponsible if it risks disaster this year for the sake of a grandiose future.,Moderate,0,management decision irresponsible risks disaster year sake grandiose future
1850,Peter Drucker,The only thing we know about the future is that it is going to be different.,Moderate,0,thing know future going different
1851,Peter Drucker,"The prevailing economic theory of business enterprise and behavior, the maximization of profit—which is simply a complicated way of phrasing the old saw of buying cheap and selling dear—may adequately explain how Richard Sears operated. But it cannot explain how Sears, Roebuck or any other business enterprise operates, nor how it should operate. The concept of profit maximization is, in fact, meaningless.",Moderate,0,prevailing economic theory business enterprise behavior maximization profit simply complicated way phrasing old saw buying cheap selling dear may adequately explain richard sears operated cannot explain sears roebuck business enterprise operates operate concept profit maximization fact meaningless
1852,Peter Drucker,Profit is not a cause but a result-,Moderate,0,profit cause result
1853,Peter Drucker,Success always obsoletes the very behavior that achieved it.,Moderate,0,success always obsoletes behavior achieved
1854,Peter Drucker,The basic definition of the business and of its purpose and mission have to be translated into objectives.,Moderate,0,basic definition business purpose mission translated objectives
1855,Peter Drucker,It is better to pick the wrong priority than none at all.,Moderate,0,better pick wrong priority none
1856,Peter Drucker,Decisions exist only in the present.,Moderate,0,decisions exist present
1857,Peter Drucker,The fault is in the system and not in the men.,Moderate,0,fault system men
1858,Peter Drucker,"A success that has outlived its usefulness may, in the end, be more damaging than failure.",Moderate,0,success outlived usefulness may end damaging failure
1859,Peter Drucker,One cannot hire a hand; the whole man always comes with it.,Moderate,0,one cannot hire hand whole man always comes
1860,Peter Drucker,"Frederick W. Taylor was the first man in recorded history who deemed work deserving of systematic observation and study. On Taylor's 'scientific management' rests, above all, the tremendous surge of affluence in the last seventy-five years which has lifted the working masses in the developed countries well above any level recorded before, even for the well-to-do. Taylor, though the Isaac Newton (or perhaps the Archimedes) of the science of work, laid only first foundations, however. Not much has been added to them since – even though he has been dead all of sixty years.",Moderate,0,frederick w taylor first man recorded history deemed work deserving systematic observation study taylor scientific management rests tremendous surge affluence last seventy five years lifted working masses developed countries well level recorded even well taylor though isaac newton perhaps archimedes science work laid first foundations however much added since even though dead sixty years
1861,Peter Drucker,"As with every phenomenon of the objective universe, the first step toward understanding work is to analyze it.",Moderate,0,every phenomenon objective universe first step toward understanding work analyze
1862,Peter Drucker,"""Loafing"" is easy, but ""leisure"" is difficult.",Moderate,0,loafing easy leisure difficult
1863,Peter Drucker,The first step toward making the worker achieving is to make work productive.,Moderate,0,first step toward making worker achieving make work productive
1864,Peter Drucker,"When Henry Ford said, ""The customer can have a car in any color as long as it's black,"" he was not joking.",Moderate,0,henry ford said customer car color long black joking
1865,Peter Drucker,"A tool is not necessarily better because it is bigger. A tool is best if it does the job required with a minimum of effort, with a minimum of complexity, and with a minimum of power.",Moderate,0,tool necessarily better bigger tool best job required minimum effort minimum complexity minimum power
1866,Peter Drucker,"An employer has no business with a man's personality. Employment is a specific contract calling for a specific performance... Any attempt to go beyond that is usurpation.  It is immoral as well as an illegal intrusion of privacy.  It is abuse of power.  An employee owes no ""loyalty,"" he owes no ""love"" and no ""attitudes""--he owes performance and nothing else. .... The task is not to change personality, but to enable a person to achieve and to perform.",Moderate,0,employer business man personality employment specific contract calling specific performance attempt go beyond usurpation immoral well illegal intrusion privacy abuse power employee owes loyalty owes love attitudes owes performance nothing else task change personality enable person achieve perform
1867,Peter Drucker,The society of ]]organizations\\ is new-only seventy years ago employees were a small minority in every society.,Moderate,0,society organizations new seventy years ago employees small minority every society
1868,Peter Drucker,[[Management] has authority only as long as it performs.,Moderate,0,management authority long performs
1869,Peter Drucker,"It has been said, and only half in jest, that a tough, professionally led union is a great force for improving management performance. It forces the manager to think about what he is doing and to be able to explain his actions and behavior.",Moderate,0,said half jest tough professionally led union great force improving management performance forces manager think able explain actions behavior
1870,Peter Drucker,"And no matter how serious an environmental problem the automobile poses in today's big city, the horse was dirtier, smelled worse, killed and maimed more people, and congested the streets just as much.",Moderate,0,matter serious environmental problem automobile poses today big city horse dirtier smelled worse killed maimed people congested streets much
1871,Peter Drucker,"Wherever an impact can be eliminated by dropping the activity that causes it, this is therefore the best-indeed the only truly good-solution.",Moderate,0,wherever impact eliminated dropping activity causes therefore best indeed truly good solution
1872,Peter Drucker,The manager is a servant. His master is the institution he manages and his first responsibility must therefore be to it.,Moderate,0,manager servant master institution manages first responsibility must therefore
1873,Peter Drucker,We do not need more laws. No country suffers from a shortage of laws. We need a new model.,Moderate,0,need laws country suffers shortage laws need new model
1874,Peter Drucker,The worker's effectiveness is determined largely by the way he is being managed.,Moderate,0,worker effectiveness determined largely way managed
1875,Peter Drucker,"To be a manager requires more than a title, a big office, and other outward symbols of rank. It requires competence and performance of a high order.",Moderate,0,manager requires title big office outward symbols rank requires competence performance high order
1876,Peter Drucker,A superior who works on his own development sets an almost irresistible example.,Moderate,0,superior works development sets almost irresistible example
1877,Peter Drucker,The purpose of an organization is to enable common men to do uncommon things.,Moderate,0,purpose organization enable common men uncommon things
1878,Peter Drucker,"Executives do many things in addition to making decisions. But only executives make decisions. The first managerial skill is, therefore, the making of effective decisions.",Moderate,0,executives many things addition making decisions executives make decisions first managerial skill therefore making effective decisions
1879,Peter Drucker,One has to make a decision when a condition is likely to degenerate if nothing is done.,Moderate,0,one make decision condition likely degenerate nothing done
1880,Peter Drucker,"Communication is always ""propaganda."" The emitter always wants ""to get something across.""",Moderate,0,communication always propaganda emitter always wants get something across
1881,Peter Drucker,"The tool user, provided the tool is made well, need not, and indeed should not, know anything about the tool.",Moderate,0,tool user provided tool made well need indeed know anything tool
1882,Peter Drucker,The first organization structure in the modern West was laid down in the canon law of the Catholic Church eight hundred years ago.,Moderate,0,first organization structure modern west laid canon law catholic church eight hundred years ago
1883,Peter Drucker,"One reason for the tremendous increase in health-care costs in the U.S. is managerial neglect of the ""hotel services"" by the people who dominate the hospital, such as doctors and nurses.",Moderate,0,one reason tremendous increase health care costs u managerial neglect hotel services people dominate hospital doctors nurses
1884,Peter Drucker,The rule should be to minimize the need for people to get together to accomplish anything.,Moderate,0,rule minimize need people get together accomplish anything
1885,Peter Drucker,"Top management as a function and as a structure was first developed by Georg von Siemens (1839-1901) in Germany between 1870 and 1880, when he designed and built the Deutsche Bank and made it, within a very few years, into continental Europe's leading and most dynamic financial institution.",Moderate,0,top management function structure first developed georg von siemens   germany   designed built deutsche bank made within years continental europe leading dynamic financial institution
1886,Peter Drucker,There is a point at which a transformation has to take place.,Moderate,0,point transformation take place
1887,Peter Drucker,"""Value added"" is a meaningless concept for a retail business , for a bank, for a life insurance company, and for any other business which is not primarily engaged in manufacturing.",Moderate,0,value added meaningless concept retail business bank life insurance company business primarily engaged manufacturing
1888,Peter Drucker,"Absolute size by itself is no indicator of success and achievement, let alone of managerial competence. Being the right size is.",Moderate,0,absolute size indicator success achievement let alone managerial competence right size
1890,Peter Drucker,There is a point of complexity beyond which a business is no longer manageable.,Moderate,0,point complexity beyond business longer manageable
1891,Peter Drucker,"Financial ""synergy""  is a will-o'-the-wisp.It looks good on paper, but it fails to work out in practice.",Moderate,0,financial synergy wisp looks good paper fails work practice
1892,Peter Drucker,"The world political system is till based on the concept of the national sovereign state. For the first time therefore, in three hundred years economy and sovereignty are becoming divorced from each other.",Moderate,0,world political system till based concept national sovereign state first time therefore three hundred years economy sovereignty becoming divorced
1893,Peter Drucker,Organizationally what is required - and evolving - is systems management.,Moderate,0,organizationally required evolving systems management
1894,Peter Drucker,"Growth as a goal, to repeat, is delusion. William James, the American philosopher, talked of the ""bitch goddess success."" A philosopher of business today might well talk of the ""bitch goddess growth.""",Moderate,0,growth goal repeat delusion william james american philosopher talked bitch goddess success philosopher business today might well talk bitch goddess growth
1895,Peter Drucker,"There is every indication that the period ahead will be an innovative one, one of rapid change in technology, society, economy, and institutions.",Moderate,0,every indication period ahead innovative one one rapid change technology society economy institutions
1896,Peter Drucker,"One of the great movements in my lifetime among educated people is the need to commit themselves to action. Most people are not satisfied with giving money; we also feel we need to work. That is why there is an enormous surge in the number of unpaid staff, volunteers. The needs are not going to go away. Business is not going to take up the slack, and government cannot.",Moderate,0,one great movements lifetime among educated people need commit action people satisfied giving money also feel need work enormous surge number unpaid staff volunteers needs going go away business going take slack government cannot
1897,Peter Drucker,"Sören Kierkegaard has another answer: human existence is possible as existence not in despair, as existence not in tragedy; it is possible as existence in faith... Faith is the belief that in God the impossible is possible, that in Him time and eternity are one, that both life and death are meaningful.",Moderate,0,soren kierkegaard another answer human existence possible existence despair existence tragedy possible existence faith faith belief god impossible possible time eternity one life death meaningful
1898,Peter Drucker,"For the social ecologist language is not ""communication.""  It is not just ""message.""  It is substance.  It is the cement that holds humanity together.  It creates community and communication. ...Social ecologists need not be ""great"" writers; but they have to be respectful writers, caring writers.",Moderate,0,social ecologist language communication message substance cement holds humanity together creates community communication social ecologists need great writers respectful writers caring writers
1899,Peter Drucker,"That people even in well paid jobs choose ever earlier retirement is a severe indictment of our organizations -- not just business, but government service, the universities. These people don't find their jobs interesting.",Moderate,0,people even well paid jobs choose ever earlier retirement severe indictment organizations business government service universities people find jobs interesting
1900,Peter Drucker,"...what's absolutely unforgivable is the financial benefit top management people get for laying off people.  There is no excuse for it.  No justification.  This is morally and socially unforgivable, and we will pay a heavy price for it.",Moderate,0,absolutely unforgivable financial benefit top management people get laying people excuse justification morally socially unforgivable pay heavy price
1901,Peter Drucker,"Thirty years from now the big university campuses will be relics. Universities won't survive. It's as large a change as when we first got the printed book.  Do you realize that the cost of higher education has risen as fast as the cost of health care? And for the middle-class family, college education for their children is as much of a necessity as is medical care—without it the kids have no future.  Such totally uncontrollable expenditures, without any visible improvement in either the content or the quality of education, means that the system is rapidly becoming untenable. Higher education is in deep crisis.",Moderate,0,thirty years big university campuses relics universities survive large change first got printed book realize cost higher education risen fast cost health care middle class family college education children much necessity medical care without kids future totally uncontrollable expenditures without visible improvement either content quality education means system rapidly becoming untenable higher education deep crisis
1902,Peter Drucker,"Universities won't survive. The future is outside the traditional campus, outside the traditional classroom. Distance learning is coming on fast.",Moderate,0,universities survive future outside traditional campus outside traditional classroom distance learning coming fast
1903,Peter Drucker,"...human beings need community. If there are no communities available for constructive ends, there will be destructive, murderous communities... Only the social sector, that is, the nongovernmental, nonprofit organization, can create what we now need, communities for citizens... What the dawning 21st century needs above all is equally explosive growth of the nonprofit social sector in building communities in the newly dominant social environment, the city.",Moderate,0,human beings need community communities available constructive ends destructive murderous communities social sector nongovernmental nonprofit organization create need communities citizens dawning st century needs equally explosive growth nonprofit social sector building communities newly dominant social environment city
1904,Peter Drucker,"...all earlier pluralist societies destroyed themselves because no one took care of the common good. They abounded in communities but could not sustain community, let alone create it.",Moderate,0,earlier pluralist societies destroyed one took care common good abounded communities could sustain community let alone create
1905,Peter Drucker,"Knowing Yourself ...We also seldom know what gifts we are not endowed with. We will have to learn where we belong, what we have to learn to get the full benefit from our strengths, where our weaknesses lie, what our values are. We also have to know ourselves temperamentally: ""Do I work well with people, or am I a loner? What am I committed to? And what is my contribution?""",Moderate,0,knowing also seldom know gifts endowed learn belong learn get full benefit strengths weaknesses lie values also know temperamentally work well people loner committed contribution
1906,Peter Drucker,"...the information revolution. Almost everybody is sure ...that it is proceeding with unprecedented speed; and ...that its effects will be more radical than anything that has gone before. Wrong, and wrong again. Both in its speed and its impact, the information revolution uncannily resembles its two predecessors ...The first industrial revolution, triggered by James Watt's improved steam engine in the mid-1770s...did not produce many social and economic changes until the invention of the railroad in 1829 ...Similarly, the invention of the computer in the mid-1940s, ...it was not until 40 years later, with the spread of the Internet in the 1990s, that the information revolution began to bring about big economic and social changes. ...the same emergence of the “super-rich” of their day, characterized both the first and the second industrial revolutions. ...These parallels are close and striking enough to make it almost certain that, as in the earlier industrial revolutions, the main effects of the information revolution on the next society still lie ahead.",Moderate,0,information revolution almost everybody sure proceeding unprecedented speed effects radical anything gone wrong wrong speed impact information revolution uncannily resembles two predecessors first industrial revolution triggered james watt improved steam engine mid s produce many social economic changes invention railroad  similarly invention computer mid s  years later spread internet s information revolution began bring big economic social changes emergence super rich day characterized first second industrial revolutions parallels close striking enough make almost certain earlier industrial revolutions main effects information revolution next society still lie ahead
1907,Peter Drucker,"This new knowledge economy will rely heavily on knowledge workers. ...the most striking growth will be in “knowledge technologists:” computer technicians, software designers, analysts in clinical labs, manufacturing technologists, paralegals. ...They are not, as a rule, much better paid than traditional skilled workers, but they see themselves as “professionals.” Just as unskilled manual workers in manufacturing were the dominant social and political force in the 20th century, knowledge technologists are likely to become the dominant social—-and perhaps also political—-force over the next decades.",Moderate,0,new knowledge economy rely heavily knowledge workers striking growth knowledge technologists computer technicians software designers analysts clinical labs manufacturing technologists paralegals rule much better paid traditional skilled workers see professionals unskilled manual workers manufacturing dominant social political force th century knowledge technologists likely become dominant social perhaps also political force next decades
1908,Peter Drucker,"Once a year ask the boss, ""What do I or my people do that helps you to do your job?"" and ""What do I or my people do that hampers you?""",Moderate,0,year ask boss people helps job people hampers
1909,Peter Drucker,"The subordinate's job is not to reform or reeducate the boss, not to make him conform to what the business schools or the management book say bosses should be like.  It is to enable a particular boss to perform as a unique individual.",Moderate,0,subordinate job reform reeducate boss make conform business schools management book say bosses like enable particular boss perform unique individual
1910,Peter Drucker,A manager's task is to make the strengths of people effective and their weakness irrelevant - and that applies fully as much to the manager's boss as it applies to the manager's subordinates,Moderate,0,manager task make strengths people effective weakness irrelevant applies fully much manager boss applies manager subordinates
1911,Peter Drucker,"Keep the boss aware. Bosses, after all, are held responsible by their own bosses for the performance of their subordinates. They must be able to say: ""I know what Anne [or John] is trying to do.""",Moderate,0,keep boss aware bosses held responsible bosses performance subordinates must able say know anne john trying
1912,Peter Drucker,Never underrate the boss! The boss may look illiterate. He may look stupid. But there is no risk at all in overrating a boss. If you underrate him he will bitterly resent it or impute to you the deficiency in brains and knowledge you imputed to him.,Moderate,0,never underrate boss boss may look illiterate may look stupid risk overrating boss underrate bitterly resent impute deficiency brains knowledge imputed
1913,Peter Drucker,"The postwar [WWII] GI Bill of Rights - and the enthusiastic response to  it on the part of America's veterans - signaled the shift to the knowledge society. Future historians may consider it the most important event of the twentieth century.We are clearly in the midst of this transformation; indeed, if history is any guide, it will not be completed until 2010 or 2020. But already it has changed the political, economic and moral landscape of the world.",Moderate,0,postwar wwii gi bill rights enthusiastic response part america veterans signaled shift knowledge society future historians may consider important event twentieth century clearly midst transformation indeed history guide completed   already changed political economic moral landscape world
1914,Peter Drucker,"That knowledge has become the resource, rather than a resource, is what makes our society ""post-capitalist.",Moderate,0,knowledge become resource rather resource makes society post capitalist
