,Author,Political Orientation,Quotes,language
8054,Glenn Greenwald,Progressive,"much of the data collection conducted by the NSA has manifestly nothing to do with terrorism or national security. Intercepting the communications of the Brazilian oil giant Petrobras or spying on negotiation sessions at an economic summit or targeting the democratically elected leaders of allied states or collecting all Americans’ communications records has no relationship to terrorism. Given the actual surveillance the NSA does, stopping terror is clearly a pretext.",en
8055,Glenn Greenwald,Progressive,the Justice Department failed to cite a single case in which analysis of the NSA’s bulk metadata collection actually stopped an imminent terrorist attack.,en
8056,Glenn Greenwald,Progressive,concluded that the metadata program was not essential to preventing attacks and could readily have been obtained in a timely manner using conventional [court] orders.,en
8060,Glenn Greenwald,Progressive,"once the citizenry acquiesces to a new power, believing that it does not affect them, it becomes institutionalized and legitimized and objection becomes impossible.",en
8062,Glenn Greenwald,Progressive,"Since such assumptions are limited only by one’s imagination and are encouraged daily by revelations of government and institutional invasion of privacy, they wrote, the boundaries between paranoid delusions and justified cautions indeed become tenuous.",en
8066,Glenn Greenwald,Progressive,"what goals drive all institutions of authority. Doing something wrong, in the eyes of such institutions, encompasses far more than illegal acts, violent behavior, and terrorist plots. It typically extends to meaningful dissent and any genuine challenge. It is the nature of authority to equate dissent with wrongdoing, or at least with a threat.",en
8068,Glenn Greenwald,Progressive,"The evidence shows that assurances that surveillance is only targeted at those who have done something wrong should provide little comfort, since a state will reflexively view any challenge to its power as wrongdoing.",en
8070,Glenn Greenwald,Progressive,"Radical expansions of power are often introduced in this way, by persuading people that they affect just a specific, discrete group. Governments have long convinced populations to turn a blind eye to oppressive conduct by leading citizens to believe, rightly or wrongly, that only certain marginalized people are targeted, and everyone else can acquiesce to or even support that oppression without fear that it will be applied to them.",en
8071,Glenn Greenwald,Progressive,"Progress both in the United States and other nations was only ever achieved through the ability to challenge power and orthodoxies and to pioneer new ways of thinking and living. Everyone, even those who do not engage in dissenting advocacy or political activism, suffers when that freedom is stifled by the fear of being watched.",en
8072,Glenn Greenwald,Progressive,"That capability at any time could be turned around on the American people and no American would have any privacy left, such is the capability to monitor everything",en
8076,Glenn Greenwald,Progressive,concluded that the metadata program was not essential to preventing attacks and could readily have been obtained in a timely manner using conventional [court] orders.,en
8079,Glenn Greenwald,Progressive,"Emphasizing that people make decisions for emotional reasons not rational ones, the GCHQ contends that online behavior is driven by mirroring (people copy each other while in social interaction with them), accommodation, and mimicry (adoption of specific social traits by the communicator from the other participant). The document then lays out what it calls the Disruption Operational Playbook.",en
8080,Glenn Greenwald,Progressive,"once the citizenry acquiesces to a new power, believing that it does not affect them, it becomes institutionalized and legitimized and objection becomes impossible.",en
8081,Glenn Greenwald,Progressive,"The usefulness of the bulk collection program has been greatly exaggerated. We have yet to see any proof that it provides real, unique value in protecting national security. In spite of our repeated requests, the N.S.A. has not provided evidence of any instance when the agency used this program to review phone records that could not have been obtained using a regular court order or emergency authorization.",en
8083,Glenn Greenwald,Progressive,It is true that surveillance can at times promote what some may consider desirable behavior. One study found that rowdiness in Swedish soccer stadiums,en
8084,Glenn Greenwald,Progressive,"there are all sorts of things people do that they are eager to keep private, even though these sorts of things do not constitute doing something wrong. Privacy is indispensable to a wide range of human activities.",en
8088,Glenn Greenwald,Progressive,"The evidence shows that assurances that surveillance is only targeted at those who have done something wrong should provide little comfort, since a state will reflexively view any challenge to its power as wrongdoing.",en
8089,Glenn Greenwald,Progressive,"This is the case in every society: those who pose no challenge are rarely targeted by oppressive measures, and from their perspective, they can then convince themselves that oppression does not really exist. But the true measure of a society’s freedom is how it treats its dissidents and other marginalized groups, not how it treats good loyalists.",en
8091,Glenn Greenwald,Progressive,"Progress both in the United States and other nations was only ever achieved through the ability to challenge power and orthodoxies and to pioneer new ways of thinking and living. Everyone, even those who do not engage in dissenting advocacy or political activism, suffers when that freedom is stifled by the fear of being watched.",en
8093,Glenn Greenwald,Progressive,"Surveillance cheerleaders essentially offer only one argument in defense of mass surveillance: it is only carried out to stop terrorism and keep people safe. Indeed, invoking an external threat is a historical tactic of choice to keep the population submissive to government powers.",en
8094,Glenn Greenwald,Progressive,"much of the data collection conducted by the NSA has manifestly nothing to do with terrorism or national security. Intercepting the communications of the Brazilian oil giant Petrobras or spying on negotiation sessions at an economic summit or targeting the democratically elected leaders of allied states or collecting all Americans’ communications records has no relationship to terrorism. Given the actual surveillance the NSA does, stopping terror is clearly a pretext.",en
8095,Glenn Greenwald,Progressive,the Justice Department failed to cite a single case in which analysis of the NSA’s bulk metadata collection actually stopped an imminent terrorist attack.,en
8096,Glenn Greenwald,Progressive,concluded that the metadata program was not essential to preventing attacks and could readily have been obtained in a timely manner using conventional [court] orders.,en
8103,Glenn Greenwald,Progressive,It is true that surveillance can at times promote what some may consider desirable behavior. One study found that rowdiness in Swedish soccer stadiums,en
8107,Glenn Greenwald,Progressive,The record is suffused with examples of groups and individuals being placed under government surveillance by virtue of their dissenting views and activism,en
8108,Glenn Greenwald,Progressive,"The evidence shows that assurances that surveillance is only targeted at those who have done something wrong should provide little comfort, since a state will reflexively view any challenge to its power as wrongdoing.",en
8110,Glenn Greenwald,Progressive,"Radical expansions of power are often introduced in this way, by persuading people that they affect just a specific, discrete group. Governments have long convinced populations to turn a blind eye to oppressive conduct by leading citizens to believe, rightly or wrongly, that only certain marginalized people are targeted, and everyone else can acquiesce to or even support that oppression without fear that it will be applied to them.",en
8113,Glenn Greenwald,Progressive,"Surveillance cheerleaders essentially offer only one argument in defense of mass surveillance: it is only carried out to stop terrorism and keep people safe. Indeed, invoking an external threat is a historical tactic of choice to keep the population submissive to government powers.",en
8116,Glenn Greenwald,Progressive,concluded that the metadata program was not essential to preventing attacks and could readily have been obtained in a timely manner using conventional [court] orders.,en
8121,Glenn Greenwald,Progressive,"The usefulness of the bulk collection program has been greatly exaggerated. We have yet to see any proof that it provides real, unique value in protecting national security. In spite of our repeated requests, the N.S.A. has not provided evidence of any instance when the agency used this program to review phone records that could not have been obtained using a regular court order or emergency authorization.",en
8123,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8128,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8129,Glenn Greenwald,Progressive,"Encryption matters, and it is not just for spies and philanderers.",en
8130,Glenn Greenwald,Progressive,"I do not want to live in a world where we have no privacy and no freedom, where the unique value of the Internet is snuffed out,",en
8131,Glenn Greenwald,Progressive,"Attributing dissent to personality disorders is hardly an American invention. Soviet dissidents were routinely institutionalized in psychological hospitals, and Chinese dissidents are still often forcibly treated for mental illness.",en
8132,Glenn Greenwald,Progressive,"citizens, had been targeted as well. Still, the sheer scale of diplomatic surveillance the NSA has practiced is unusual and noteworthy. In addition to foreign",en
8133,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8134,Glenn Greenwald,Progressive,being debated by the UN that involved imposing new sanctions on Iran. A similar surveillance document from August 2010 reveals that the United States spied on eight members of,en
8139,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
8143,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8147,Glenn Greenwald,Progressive,"The email began: The security of people’s communications is very important to me,",en
8148,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8149,Glenn Greenwald,Progressive,"Encryption matters, and it is not just for spies and philanderers.",en
8150,Glenn Greenwald,Progressive,"I do not want to live in a world where we have no privacy and no freedom, where the unique value of the Internet is snuffed out,",en
8152,Glenn Greenwald,Progressive,"citizens, had been targeted as well. Still, the sheer scale of diplomatic surveillance the NSA has practiced is unusual and noteworthy. In addition to foreign",en
8153,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8154,Glenn Greenwald,Progressive,being debated by the UN that involved imposing new sanctions on Iran. A similar surveillance document from August 2010 reveals that the United States spied on eight members of,en
8155,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8156,Glenn Greenwald,Progressive,"The United States government has perfected a technological capability that enables us to monitor the messages that go through the air.… That capability at any time could be turned around on the American people, and no American would have any privacy left, such is the capability to monitor everything",en
8157,Glenn Greenwald,Progressive,"I realized, he said, that they were building a system whose goal was the elimination of all privacy, globally. To make it so that no one could communicate electronically without the NSA being able to collect, store, and analyze the communication.",en
8158,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8160,Glenn Greenwald,Progressive,"now I would almost arrest Glenn Greenwald, who’s the journalist who seems to want to help him get to Ecuador.",en
8161,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8162,Glenn Greenwald,Progressive,"The presumption is that, with rare exception, will know everything their political officials are doing, which is why they are called public servants, working in the public sector, in public service, for public agencies. Conversely, the presumption is that the government, with rare exception, will not know anything that law-abiding citizens are doing. That is why we are called private individuals, functioning in our private capacity. Transparency is for those who carry out public duties and exercise public power. Privacy is for everyone else.",en
8163,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8166,Glenn Greenwald,Progressive,"In the aftermath of 9/11, Republicans gained control of both chambers of Congress heading into the 2004 campaign season. Guest speakers and candidates lined up at the Republican National Convention, each referencing and emphasizing the events of 9/11, the need to fight terrorism, the menace of Saddam Hussein, and related threats. They discussed, repeatedly, the hour of danger, the very dangerous world, a grave, new threat, the terrorists’ horrific acts of atrocities, people dedicated to killing us, torture chambers, mass graves, radical ideologies, deadly technologies, and of course, weapons of mass destruction.22 Fear was, as journalist Glenn Greenwald once wrote, the one very potent weapon that the Bush administration had in its arsenal, which it repeatedly used.",en
8170,Glenn Greenwald,Progressive,"I do not want to live in a world where we have no privacy and no freedom, where the unique value of the Internet is snuffed out,",en
8171,Glenn Greenwald,Progressive,"Attributing dissent to personality disorders is hardly an American invention. Soviet dissidents were routinely institutionalized in psychological hospitals, and Chinese dissidents are still often forcibly treated for mental illness.",en
8173,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8176,Glenn Greenwald,Progressive,"The United States government has perfected a technological capability that enables us to monitor the messages that go through the air.… That capability at any time could be turned around on the American people, and no American would have any privacy left, such is the capability to monitor everything",en
8177,Glenn Greenwald,Progressive,"I realized, he said, that they were building a system whose goal was the elimination of all privacy, globally. To make it so that no one could communicate electronically without the NSA being able to collect, store, and analyze the communication.",en
8178,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8180,Glenn Greenwald,Progressive,"now I would almost arrest Glenn Greenwald, who’s the journalist who seems to want to help him get to Ecuador.",en
8181,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8183,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8186,Glenn Greenwald,Progressive,"In the aftermath of 9/11, Republicans gained control of both chambers of Congress heading into the 2004 campaign season. Guest speakers and candidates lined up at the Republican National Convention, each referencing and emphasizing the events of 9/11, the need to fight terrorism, the menace of Saddam Hussein, and related threats. They discussed, repeatedly, the hour of danger, the very dangerous world, a grave, new threat, the terrorists’ horrific acts of atrocities, people dedicated to killing us, torture chambers, mass graves, radical ideologies, deadly technologies, and of course, weapons of mass destruction.22 Fear was, as journalist Glenn Greenwald once wrote, the one very potent weapon that the Bush administration had in its arsenal, which it repeatedly used.",en
8187,Glenn Greenwald,Progressive,"The email began: The security of people’s communications is very important to me,",en
8188,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8189,Glenn Greenwald,Progressive,"Encryption matters, and it is not just for spies and philanderers.",en
8191,Glenn Greenwald,Progressive,"Attributing dissent to personality disorders is hardly an American invention. Soviet dissidents were routinely institutionalized in psychological hospitals, and Chinese dissidents are still often forcibly treated for mental illness.",en
8194,Glenn Greenwald,Progressive,being debated by the UN that involved imposing new sanctions on Iran. A similar surveillance document from August 2010 reveals that the United States spied on eight members of,en
8196,Glenn Greenwald,Progressive,"The United States government has perfected a technological capability that enables us to monitor the messages that go through the air.… That capability at any time could be turned around on the American people, and no American would have any privacy left, such is the capability to monitor everything",en
8198,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8199,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
8200,Glenn Greenwald,Progressive,"now I would almost arrest Glenn Greenwald, who’s the journalist who seems to want to help him get to Ecuador.",en
8202,Glenn Greenwald,Progressive,"The presumption is that, with rare exception, will know everything their political officials are doing, which is why they are called public servants, working in the public sector, in public service, for public agencies. Conversely, the presumption is that the government, with rare exception, will not know anything that law-abiding citizens are doing. That is why we are called private individuals, functioning in our private capacity. Transparency is for those who carry out public duties and exercise public power. Privacy is for everyone else.",en
8208,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8210,Glenn Greenwald,Progressive,"I do not want to live in a world where we have no privacy and no freedom, where the unique value of the Internet is snuffed out,",en
8211,Glenn Greenwald,Progressive,"Attributing dissent to personality disorders is hardly an American invention. Soviet dissidents were routinely institutionalized in psychological hospitals, and Chinese dissidents are still often forcibly treated for mental illness.",en
8213,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8215,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8216,Glenn Greenwald,Progressive,"The United States government has perfected a technological capability that enables us to monitor the messages that go through the air.… That capability at any time could be turned around on the American people, and no American would have any privacy left, such is the capability to monitor everything",en
8217,Glenn Greenwald,Progressive,"I realized, he said, that they were building a system whose goal was the elimination of all privacy, globally. To make it so that no one could communicate electronically without the NSA being able to collect, store, and analyze the communication.",en
8219,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
8220,Glenn Greenwald,Progressive,"now I would almost arrest Glenn Greenwald, who’s the journalist who seems to want to help him get to Ecuador.",en
8221,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8223,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8227,Glenn Greenwald,Progressive,"The email began: The security of people’s communications is very important to me,",en
8228,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8230,Glenn Greenwald,Progressive,"I do not want to live in a world where we have no privacy and no freedom, where the unique value of the Internet is snuffed out,",en
8231,Glenn Greenwald,Progressive,"Attributing dissent to personality disorders is hardly an American invention. Soviet dissidents were routinely institutionalized in psychological hospitals, and Chinese dissidents are still often forcibly treated for mental illness.",en
8234,Glenn Greenwald,Progressive,being debated by the UN that involved imposing new sanctions on Iran. A similar surveillance document from August 2010 reveals that the United States spied on eight members of,en
8235,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8237,Glenn Greenwald,Progressive,"I realized, he said, that they were building a system whose goal was the elimination of all privacy, globally. To make it so that no one could communicate electronically without the NSA being able to collect, store, and analyze the communication.",en
8238,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8240,Glenn Greenwald,Progressive,"now I would almost arrest Glenn Greenwald, who’s the journalist who seems to want to help him get to Ecuador.",en
8241,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8243,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8246,Glenn Greenwald,Progressive,"In the aftermath of 9/11, Republicans gained control of both chambers of Congress heading into the 2004 campaign season. Guest speakers and candidates lined up at the Republican National Convention, each referencing and emphasizing the events of 9/11, the need to fight terrorism, the menace of Saddam Hussein, and related threats. They discussed, repeatedly, the hour of danger, the very dangerous world, a grave, new threat, the terrorists’ horrific acts of atrocities, people dedicated to killing us, torture chambers, mass graves, radical ideologies, deadly technologies, and of course, weapons of mass destruction.22 Fear was, as journalist Glenn Greenwald once wrote, the one very potent weapon that the Bush administration had in its arsenal, which it repeatedly used.",en
8248,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8249,Glenn Greenwald,Progressive,"Encryption matters, and it is not just for spies and philanderers.",en
8253,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8255,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8256,Glenn Greenwald,Progressive,"The United States government has perfected a technological capability that enables us to monitor the messages that go through the air.… That capability at any time could be turned around on the American people, and no American would have any privacy left, such is the capability to monitor everything",en
8257,Glenn Greenwald,Progressive,"I realized, he said, that they were building a system whose goal was the elimination of all privacy, globally. To make it so that no one could communicate electronically without the NSA being able to collect, store, and analyze the communication.",en
8258,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8259,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
8261,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8262,Glenn Greenwald,Progressive,"The presumption is that, with rare exception, will know everything their political officials are doing, which is why they are called public servants, working in the public sector, in public service, for public agencies. Conversely, the presumption is that the government, with rare exception, will not know anything that law-abiding citizens are doing. That is why we are called private individuals, functioning in our private capacity. Transparency is for those who carry out public duties and exercise public power. Privacy is for everyone else.",en
8266,Glenn Greenwald,Progressive,"In the aftermath of 9/11, Republicans gained control of both chambers of Congress heading into the 2004 campaign season. Guest speakers and candidates lined up at the Republican National Convention, each referencing and emphasizing the events of 9/11, the need to fight terrorism, the menace of Saddam Hussein, and related threats. They discussed, repeatedly, the hour of danger, the very dangerous world, a grave, new threat, the terrorists’ horrific acts of atrocities, people dedicated to killing us, torture chambers, mass graves, radical ideologies, deadly technologies, and of course, weapons of mass destruction.22 Fear was, as journalist Glenn Greenwald once wrote, the one very potent weapon that the Bush administration had in its arsenal, which it repeatedly used.",en
8268,Glenn Greenwald,Progressive,Expecting the US government to operate a massive surveillance machine in complete secrecy without falling prey to its temptations runs counter to every historical example and all available evidence about human nature.,en
8269,Glenn Greenwald,Progressive,"Encryption matters, and it is not just for spies and philanderers.",en
8270,Glenn Greenwald,Progressive,"I do not want to live in a world where we have no privacy and no freedom, where the unique value of the Internet is snuffed out,",en
8271,Glenn Greenwald,Progressive,"Attributing dissent to personality disorders is hardly an American invention. Soviet dissidents were routinely institutionalized in psychological hospitals, and Chinese dissidents are still often forcibly treated for mental illness.",en
8272,Glenn Greenwald,Progressive,"citizens, had been targeted as well. Still, the sheer scale of diplomatic surveillance the NSA has practiced is unusual and noteworthy. In addition to foreign",en
8273,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8274,Glenn Greenwald,Progressive,being debated by the UN that involved imposing new sanctions on Iran. A similar surveillance document from August 2010 reveals that the United States spied on eight members of,en
8275,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8276,Glenn Greenwald,Progressive,"The United States government has perfected a technological capability that enables us to monitor the messages that go through the air.… That capability at any time could be turned around on the American people, and no American would have any privacy left, such is the capability to monitor everything",en
8277,Glenn Greenwald,Progressive,"I realized, he said, that they were building a system whose goal was the elimination of all privacy, globally. To make it so that no one could communicate electronically without the NSA being able to collect, store, and analyze the communication.",en
8279,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
8283,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8286,Glenn Greenwald,Progressive,"In the aftermath of 9/11, Republicans gained control of both chambers of Congress heading into the 2004 campaign season. Guest speakers and candidates lined up at the Republican National Convention, each referencing and emphasizing the events of 9/11, the need to fight terrorism, the menace of Saddam Hussein, and related threats. They discussed, repeatedly, the hour of danger, the very dangerous world, a grave, new threat, the terrorists’ horrific acts of atrocities, people dedicated to killing us, torture chambers, mass graves, radical ideologies, deadly technologies, and of course, weapons of mass destruction.22 Fear was, as journalist Glenn Greenwald once wrote, the one very potent weapon that the Bush administration had in its arsenal, which it repeatedly used.",en
8287,Glenn Greenwald,Progressive,"The email began: The security of people’s communications is very important to me,",en
8289,Glenn Greenwald,Progressive,"Encryption matters, and it is not just for spies and philanderers.",en
8292,Glenn Greenwald,Progressive,"citizens, had been targeted as well. Still, the sheer scale of diplomatic surveillance the NSA has practiced is unusual and noteworthy. In addition to foreign",en
8295,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8296,Glenn Greenwald,Progressive,"The United States government has perfected a technological capability that enables us to monitor the messages that go through the air.… That capability at any time could be turned around on the American people, and no American would have any privacy left, such is the capability to monitor everything",en
8298,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8301,Glenn Greenwald,Progressive,Time magazine’s Jay Carney and Richard Stengel are now in government while Obama aides David Axelrod and Robert Gibbs are commentators on MSNBC.,en
8302,Glenn Greenwald,Progressive,"The presumption is that, with rare exception, will know everything their political officials are doing, which is why they are called public servants, working in the public sector, in public service, for public agencies. Conversely, the presumption is that the government, with rare exception, will not know anything that law-abiding citizens are doing. That is why we are called private individuals, functioning in our private capacity. Transparency is for those who carry out public duties and exercise public power. Privacy is for everyone else.",en
8303,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8307,Glenn Greenwald,Progressive,"The email began: The security of people’s communications is very important to me,",en
8310,Glenn Greenwald,Progressive,"I do not want to live in a world where we have no privacy and no freedom, where the unique value of the Internet is snuffed out,",en
8311,Glenn Greenwald,Progressive,"Attributing dissent to personality disorders is hardly an American invention. Soviet dissidents were routinely institutionalized in psychological hospitals, and Chinese dissidents are still often forcibly treated for mental illness.",en
8312,Glenn Greenwald,Progressive,"citizens, had been targeted as well. Still, the sheer scale of diplomatic surveillance the NSA has practiced is unusual and noteworthy. In addition to foreign",en
8313,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8314,Glenn Greenwald,Progressive,being debated by the UN that involved imposing new sanctions on Iran. A similar surveillance document from August 2010 reveals that the United States spied on eight members of,en
8315,Glenn Greenwald,Progressive,"adviser, repeatedly requested that the NSA spy on the internal discussions of key member states to learn their negotiation strategies. A May 2010 SSO report",en
8319,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
8320,Glenn Greenwald,Progressive,"now I would almost arrest Glenn Greenwald, who’s the journalist who seems to want to help him get to Ecuador.",en
8322,Glenn Greenwald,Progressive,"The presumption is that, with rare exception, will know everything their political officials are doing, which is why they are called public servants, working in the public sector, in public service, for public agencies. Conversely, the presumption is that the government, with rare exception, will not know anything that law-abiding citizens are doing. That is why we are called private individuals, functioning in our private capacity. Transparency is for those who carry out public duties and exercise public power. Privacy is for everyone else.",en
8323,Glenn Greenwald,Progressive,"The true measure of a society´s freedom is how it treats its dissidents and other marginalized groups, not how it treats its good loyalists. We shouldn´t have to be faithful loyalists of the powerful to be free from state surveillance.",en
8326,Glenn Greenwald,Progressive,"In the aftermath of 9/11, Republicans gained control of both chambers of Congress heading into the 2004 campaign season. Guest speakers and candidates lined up at the Republican National Convention, each referencing and emphasizing the events of 9/11, the need to fight terrorism, the menace of Saddam Hussein, and related threats. They discussed, repeatedly, the hour of danger, the very dangerous world, a grave, new threat, the terrorists’ horrific acts of atrocities, people dedicated to killing us, torture chambers, mass graves, radical ideologies, deadly technologies, and of course, weapons of mass destruction.22 Fear was, as journalist Glenn Greenwald once wrote, the one very potent weapon that the Bush administration had in its arsenal, which it repeatedly used.",en
8327,Glenn Greenwald,Progressive,"The email began: The security of people’s communications is very important to me,",en
8332,Glenn Greenwald,Progressive,"citizens, had been targeted as well. Still, the sheer scale of diplomatic surveillance the NSA has practiced is unusual and noteworthy. In addition to foreign",en
8333,Glenn Greenwald,Progressive,"Mass surveillance by the state is therefore inherently repressive, even in the unlikely case that it is not abused by vindictive officials to do things like gain private information about political opponents. Regardless of how surveillance is used or abused, the limits it imposes on freedom are intrinsic to its existence.",en
8334,Glenn Greenwald,Progressive,being debated by the UN that involved imposing new sanctions on Iran. A similar surveillance document from August 2010 reveals that the United States spied on eight members of,en
8338,Glenn Greenwald,Progressive,"He had come to believe that the paper’s concealment of that information may very well have changed the outcome of the 2004 election. Hiding that story changed history, he said.",en
8339,Glenn Greenwald,Progressive,"To the extent that you have aided and abetted Snowden, even in his current movements, why shouldn’t you, Mr. Greenwald, be charged with a crime?",en
