,Author,Quotes,Contain,Political Orientation,auto,texicity,rep
1683,Tony Judt,"Sixty years after Hitler's death, his war and its consequences are entering history. Postwar in Europe lasted a very long time, but it is finally coming to a close.",no,Progressive,0,sixty years hitler death war consequences entering history postwar europe lasted long time finally coming close,1.0
1684,Tony Judt,"We have entered an age of insecurity—economic insecurity, physical insecurity, political insecurity. The fact that we are largely unaware of this is small comfort: few in 1914 predicted the utter collapse of their world and the economic and political catastrophes that followed. Insecurity breeds fear. And fear—fear of change, fear of decline, fear of strangers and an unfamiliar  world—is corroding the trust and interdependence on which civil societies rest.",no,Progressive,0,entered age insecurity economic insecurity physical insecurity political insecurity fact largely unaware small comfort number predicted utter collapse world economic political catastrophes followed insecurity breeds fear fear fear change fear decline fear strangers unfamiliar world corroding trust interdependence civil societies rest,1.0
1685,Tony Judt,"All change is disruptive. We have seen that the specter of terrorism is enough to cast stable democracies into turmoil. Climate change will have even more dramatic consequences. Men and women will be thrown back upon the resources of the state. They will look to their political leaders and representatives to protect them: open societies will once again be urged to close in upon themselves, sacrificing freedom for ‘security’. The choice will no longer be between the state and the market, but between two sorts of state. It is thus incumbent upon us to re-conceive the role of government. If we do not, others will.",no,Progressive,0,change disruptive seen specter terrorism enough cast stable democracies turmoil climate change even dramatic consequences men women thrown back upon resources state look political leaders representatives protect open societies urged close upon sacrificing freedom security choice longer state market two sorts state thus incumbent upon us conceive role government others,1.0
1686,Tony Judt,Inequality is corrosive. It rots societies from within. The impact of material differences takes a while to show up: but in due course competition for status and goods increases; people feel a growing sense of superiority (or inferiority) based on their possessions; prejudice towards those on the lower ranks of the social ladder hardens; crime spikes and the pathologies of social disadvantage become ever more marked. The legacy of unregulated wealth creation is bitter indeed.,no,Progressive,0,inequality corrosive rots societies within impact material differences takes show due course competition status goods increases people feel growing sense superiority inferiority based possessions prejudice towards lower ranks social ladder hardens crime spikes pathologies social disadvantage become ever marked legacy unregulated wealth creation bitter indeed,1.0
1687,Tony Judt,"The ‘false precision’ of which Maynard Keynes accused his economist critics is with us still. Worse: we have smuggled in a misleadingly ‘ethical’ vocabulary to bolster our economic arguments, furnishing us with a self-satisfied gloss upon crassly utilitarian calculations. When imposing welfare cuts on the poor, for example, legislators in the UK and US alike have taken a singular pride in the ‘hard choices’ they have had to make.",no,Progressive,0,false precision maynard keynes accused economist critics us still worse smuggled misleadingly ethical vocabulary bolster economic arguments furnishing us self satisfied gloss upon crassly utilitarian calculations imposing welfare cuts poor example legislators uk us alike taken singular pride hard choices make,1.0
1689,Tony Judt,"What did trust, cooperation, progressive taxation and the interventionist state bequeath to western societies in the decades following 1945? The short answer is, in varying degrees, security, prosperity, social services and greater equality. We have grown accustomed in recent years to the assertion that the price paid for these benefits—in economic inefficiency, insufficient innovation, stifled entrepreneurship, public debt and a loss of private initiative—was too high. Most of these criticisms are demonstrably false.",no,Progressive,0,trust cooperation progressive taxation interventionist state bequeath western societies decades following number short answer varying degrees security prosperity social services greater equality grown accustomed recent years assertion price paid benefits economic inefficiency insufficient innovation stifled entrepreneurship public debt loss private initiative high criticisms demonstrably false,1.0
1690,Tony Judt,"We no longer have political movements. While thousands of us may come together for a rally or march, we are bound together on such occasions by a single shared interest. Any effort to convert such interests into collective goals is usually undermined by the fragmented individualism of our concerns. Laudable goals—fighting climate change, opposing war, advocating public healthcare or penalizing bankers—are united by nothing more than the expression of emotion. In our political as in our economic lives, we have become consumers: choosing from a broad gamut of competing objectives, we find it hard to imagine ways or reasons to combine these into a coherent whole. We must do better than this.",no,Progressive,0,longer political movements thousands us may come together rally march bound together occasions single shared interest effort convert interests collective goals usually undermined fragmented individualism concerns laudable goals fighting climate change opposing war advocating public healthcare penalizing bankers united nothing expression emotion political economic lives become consumers choosing broad gamut competing objectives find hard imagine ways reasons combine coherent whole must better,1.0
1691,Tony Judt,"Unfortunately, pragmatism is not always good politics. The greatest asset of mid-20th century social democracy—its willingness to compromise its own core beliefs in the name of balance, tolerance, fairness and freedom—now looks more like weakness: a loss of nerve in the face of changed circumstances. We find it hard to look past those compromises to recall the qualities that informed progressive thought in the first place: what the early 20th century syndicalist Edouard Berth termed “a revolt of the spirit against . . . a world in which man was threatened by a monstrous moral and metaphysical materialism”.",no,Progressive,0,unfortunately pragmatism always good politics greatest asset mid 20th century social democracy willingness compromise core beliefs name balance tolerance fairness freedom looks like weakness loss nerve face changed circumstances find hard look past compromises recall qualities informed progressive thought first place early 20th century syndicalist edouard berth termed revolt spirit world man threatened monstrous moral metaphysical materialism,1.0
1692,Tony Judt,"We face today two practical dilemmas. The first can be succinctly described as the return of the ‘social question’. For Victorian reformers—or American activists of the pre-1914 age of reform—the challenge posed by the social question of their time was straightforward: how was a liberal society to respond to the poverty, overcrowding, dirt, malnutrition and ill health of the new industrial cities? How were the working masses to be brought into the community—as voters, as citizens, as participants—without upheaval, protest and even revolution? What should be done to alleviate the suffering and injustices to which the urban working masses were now exposed and how was the ruling elite of the day to be brought to see the need for change?The history of the 20th century West is in large measure the history of efforts to answer these questions. The responses proved spectacularly successful: not only was revolution avoided but the industrial proletariat was integrated to a remarkable degree. Only in countries where any liberal reform was prevented by authoritarian rulers did the social question rephrase itself as a political challenge, typically ending in violent confrontation. In the middle of the 19th century, sharp-eyed observers like Karl Marx had taken it for granted that the only way the inequities of industrial capitalism could be overcome was by revolution. The idea that they could be dissolved peacefully into New Deals, Great Societies and welfare states simply never would have occurred to him.",no,Progressive,0,face today two practical dilemmas first succinctly described return social question victorian reformers american activists pre number age reform challenge posed social question time straightforward liberal society respond poverty overcrowding dirt malnutrition ill health new industrial cities working masses brought community voters citizens participants without upheaval protest even revolution done alleviate suffering injustices urban working masses exposed ruling elite day brought see need change history 20th century west large measure history efforts answer questions responses proved spectacularly successful revolution avoided industrial proletariat integrated remarkable degree countries liberal reform prevented authoritarian rulers social question rephrase political challenge typically ending violent confrontation middle 19th century sharp eyed observers like karl marx taken granted way inequities industrial capitalism could overcome revolution idea could dissolved peacefully new deals great societies welfare states simply never would occurred,1.0
1693,Tony Judt,"Political skepticism is the source of so many of our dilemmas. Even if free markets worked as advertised, it would be hard to claim that they constituted a sufficient basis for the well-lived life. So what precisely is it that we find lacking in unrestrained financial capitalism, or ‘commercial society’ as the 18th century had it? What do we find instinctively amiss in our present arrangements and what can we do about them? What is it that offends our sense of propriety when faced with unfettered lobbying by the wealthy at the expense of everyone else? What have we lost?We are all children of the Greeks. We intuitively grasp the need for a sense of moral direction: it is not necessary to be familiar with Socrates to feel that the unexamined life is not worth much. Natural Aristotelians, we assume that a just society is one in which justice is habitually practiced; a good society one in which people behave well. But in order for such an implicitly circular account to convince, we need to agree on the meaning of ‘just’ or ‘well’.",no,Progressive,0,political skepticism source many dilemmas even free markets worked advertised would hard claim constituted sufficient basis well lived life precisely find lacking unrestrained financial capitalism commercial society 18th century find instinctively amiss present arrangements offends sense propriety faced unfettered lobbying wealthy expense everyone else lost children greeks intuitively grasp need sense moral direction necessary familiar socrates feel unexamined life worth much natural aristotelians assume society one justice habitually practiced good society one people behave well order implicitly circular account convince need agree meaning well,1.0
1694,Tony Judt,"The case for reviving the state does not rest uniquely upon its contributions to modern society as a collective project; there is a more urgent consideration. We have entered an age of fear. Insecurity is once again an active ingredient of political life in Western democracies. Insecurity born of terrorism, of course; but also, and more insidiously, fear of the uncontrollable speed of change, fear of the loss of employment, fear of losing ground to others in an increasingly unequal distribution of resources, fear of losing control of the circumstances and routines of our daily life. And, perhaps above all, fear that it is not just we who can no longer shape our lives but that those in authority have also lost control, to forces beyond their reach.",no,Progressive,0,case reviving state rest uniquely upon contributions modern society collective project urgent consideration entered age fear insecurity active ingredient political life western democracies insecurity born terrorism course also insidiously fear uncontrollable speed change fear loss employment fear losing ground others increasingly unequal distribution resources fear losing control circumstances routines daily life perhaps fear longer shape lives authority also lost control forces beyond reach,1.0
1695,Tony Judt,"It would seem to follow that the ‘invisible hand’ is not much help when it comes to practical legislation. There are too many areas of life where we cannot be relied upon to advance our collective interests merely by doing what we think is best for each of us. Today, when the market and the free play of private interests so obviously do not come together to collective advantage, we need to know when to intervene.",no,Progressive,0,would seem follow invisible hand much help comes practical legislation many areas life cannot relied upon advance collective interests merely think best us today market free play private interests obviously come together collective advantage need know intervene,1.0
1696,Tony Judt,"Even in Scandinavia, where social democratic institutions were far more culturally ingrained, membership of the EU—or even just participation in the World Trade Organization and other international agencies—appeared to constrain locally-initiated legislation. In short, social democracy seemed doomed by that same internationalization which its early theorists had so enthusiastically adumbrated as the future of capitalism.From this perspective, social democracy—like liberalism—was a byproduct of the rise of the European nation-state: a political idea keyed to the social challenges of industrialization in developed societies. Not only was there no ‘socialism’ in America, but social democracy as a working compromise between radical goals and liberal traditions lacked widespread support in any other continent. There was no shortage of enthusiasm for revolutionary socialism in much of the non-Western world, but the distinctively European compromise did not export well.",no,Progressive,0,even scandinavia social democratic institutions far culturally ingrained membership eu even participation world trade organization international agencies appeared constrain locally initiated legislation short social democracy seemed doomed internationalization early theorists enthusiastically adumbrated future capitalism perspective social democracy like liberalism byproduct rise european nation state political idea keyed social challenges industrialization developed societies socialism america social democracy working compromise radical goals liberal traditions lacked widespread support continent shortage enthusiasm revolutionary socialism much non western world distinctively european compromise export well,1.0
1697,Tony Judt,"In writing this book, I hope I have offered some guidance to those—the young especially—trying to articulate their objections to our way of life. However, this is not enough. As citizens of a free society, we have a duty to look critically at our world. But if we think we know what is wrong, we must act upon that knowledge. Philosophers, it was famously observed, have hitherto only interpreted the world in various ways; the point is to change it.",no,Progressive,0,writing book hope offered guidance young especially trying articulate objections way life however enough citizens free society duty look critically world think know wrong must act upon knowledge philosophers famously observed hitherto interpreted world various ways point change,1.0
1698,Jane Jacobs,"I would spend a nickel on the subway and go arbitrarily to some other stop and look around there. So I was roaming the city in the afternoons and applying for jobs in the morning. And one day I found myself in a neighborhood I just liked so much…it was one of those times I had put a nickel in and just invested something. And where did I get out? I just liked the sound of the name: Christopher Street — so I got out at Christopher Street, and I was enchanted with this neighborhood, and walked around it all afternoon and then I rushed back to Brooklyn. And I said, ""Betty I found out where we have to live.""",no,Progressive,0,would spend nickel subway go arbitrarily stop look around roaming city afternoons applying jobs morning one day found neighborhood liked much one times put nickel invested something get liked sound name christopher street got christopher street enchanted neighborhood walked around afternoon rushed back brooklyn said betty found live,1.0
1699,Jane Jacobs,I did have an inkling that I was going to be a writer. That was my intention.,no,Progressive,0,inkling going writer intention,1.0
1700,Jane Jacobs,"I was brought up to believe that there is no virtue in conforming meekly to the dominant opinion of the moment. I was encouraged to believe that simple conformity results in stagnation for a society, and that American progress has been largely owing to the opportunity for experimentation, the leeway given initiative, and to a gusto and a freedom for chewing over odd ideas.",no,Progressive,0,brought believe virtue conforming meekly dominant opinion moment encouraged believe simple conformity results stagnation society american progress largely owing opportunity experimentation leeway given initiative gusto freedom chewing odd ideas,1.0
1701,Jane Jacobs,"I was taught that the American's right to be a free individual, not at the mercy of the state, was hard-won and that its price was eternal vigilance, that I too would have to be vigilant. I was made to feel that it would be a disgrace to me, as an individual, if I should not value or should give up rights that were dearly bought. I am grateful for that upbringing.",no,Progressive,0,taught american right free individual mercy state hard price eternal vigilance would vigilant made feel would disgrace individual value give rights dearly bought grateful upbringing,1.0
1702,Jane Jacobs,"We must demonstrate that it is possible to overcome poverty, misery and decay by democratic means, and we must ourselves believe, and must show others, that our American tradition of the dignity and liberty of the individual is not a luxury for easy times but is the basic source of the strength and security of a successful society.",no,Progressive,0,must demonstrate possible overcome poverty misery decay democratic means must believe must show others american tradition dignity liberty individual luxury easy times basic source strength security successful society,1.0
1703,Jane Jacobs,"The other threat to the security of our tradition, I believe, lies at home. It is the current fear of radical ideas and of people who propound them. I do not agree with the extremists of either the left or the right, but I think they should be allowed to speak and to publish, both because they themselves have, and ought to have, rights, and once their rights are gone, the rights of the rest of us are hardly safe. Extremists typically want to squash not only those who disagree with them diametrically, but those who disagree with them at all. It seems to me that in every country where extremists of the left have gotten sufficiently in the saddle to squash the extremists of the right, they have ridden on to squash the center or terrorize it also. And the same goes for extremists of the right. I do not want that to happen in our country.",no,Progressive,0,threat security tradition believe lies home current fear radical ideas people propound agree extremists either left right think allowed speak publish ought rights rights gone rights rest us hardly safe extremists typically want squash disagree diametrically disagree seems every country extremists left gotten sufficiently saddle squash extremists right ridden squash center terrorize also goes extremists right want happen country,1.0
1704,Jane Jacobs,"Great cities are not like towns, only larger. They are not like suburbs, only denser. They differ from towns and suburbs in basic ways, and one of them is that cities are, by definition, full of strangers.",no,Progressive,0,great cities like towns larger like suburbs denser differ towns suburbs basic ways one cities definition full strangers,1.0
1705,Jane Jacobs,"It may be that we have become so feckless as a people that we no longer care how things do work, but only what kind of quick, easy outer impression they give. If so, there is little hope for our cities or probably for much else in our society. But I do not think this is so.",no,Progressive,0,may become feckless people longer care things work kind quick easy outer impression give little hope cities probably much else society think,1.0
1706,Jane Jacobs,A region is an area safely larger than the last one to whose problems we found no solution.,no,Progressive,0,region area safely larger last one whose problems found solution,1.0
1707,Jane Jacobs,"As for really new ideas of any kind—no matter how ultimately profitable or otherwise successful some of them might prove to be—there is no leeway for such chancy trial, error and experimentation in the high-overhead economy of new construction. Old ideas can sometimes use new buildings. New ideas must use old buildings.",no,Progressive,0,really new ideas kind matter ultimately profitable otherwise successful might prove leeway chancy trial error experimentation high overhead economy new construction old ideas sometimes use new buildings new ideas must use old buildings,1.0
1708,Jane Jacobs,"This is both a gloomy and a hopeful book.  The subject itself is gloomy. A Dark Age is a culture's dead end. We in North America and Western Europe, enjoying the many benefits of the culture conventionally known as the West, customarily think of a Dark Age as happening once, long ago, following the collapse of the Western Roman Empire. But in North America we live in a graveyard of lost aboriginal cultures, many of which were decisively finished off by mass amnesia in which even the memory of what was lost was also lost. Throughout the world Dark Ages have scrawled finis to successions of cultures receding far into the past.",no,Progressive,0,gloomy hopeful book subject gloomy dark age culture dead end north america western europe enjoying many benefits culture conventionally known west customarily think dark age happening long ago following collapse western roman empire north america live graveyard lost aboriginal cultures many decisively finished mass amnesia even memory lost also lost throughout world dark ages scrawled finis successions cultures receding far past,1.0
1709,Jane Jacobs,The salient mystery of Dark Ages sets the stage for mass amnesia. People living in vigorous cultures typically treasure those cultures and resist any threat to them. How and why can a people so totally discard a formerly vital culture that it becomes vitally lost?,no,Progressive,0,salient mystery dark ages sets stage mass amnesia people living vigorous cultures typically treasure cultures resist threat people totally discard formerly vital culture becomes vitally lost,1.0
1710,Jane Jacobs,"Writing, printing, and the Internet give a false sense of security about the permanence of culture.",no,Progressive,0,writing printing internet give false sense security permanence culture,1.0
1711,Jane Jacobs,"While politicians, clergy, creators of advertisements, and other worthies assert stoutly that the family is the foundation of society, the nuclear family, as an institution, is currently in grave trouble.",no,Progressive,0,politicians clergy creators advertisements worthies assert stoutly family foundation society nuclear family institution currently grave trouble,1.0
1712,Jane Jacobs,"Credentialing, not education, has become the primary business of North American universities.",no,Progressive,0,credentialing education become primary business north american universities,1.0
1713,Jane Jacobs,One wonders at the docility of the students who evidently must be satisfied enough with the credentials to be uncaring about the lack of education.,no,Progressive,0,one wonders docility students evidently must satisfied enough credentials uncaring lack education,1.0
1714,Jane Jacobs,Subsidiarity is the principle that government works best — most responsibly and responsively — when it is closest to the people it serves and the needs it addresses. Fiscal accountability is the principle that institutions collecting and disbursing taxes work most responsibly when they are transparent to those providing the money.,no,Progressive,0,subsidiarity principle government works best responsibly responsively closest people serves needs addresses fiscal accountability principle institutions collecting disbursing taxes work responsibly transparent providing money,1.0
1715,Jane Jacobs,"Advanced cultures are usually sophisticated enough, or have been sophisticated enough at some point in their pasts, to realize that foxes shouldn't be relied on to guard henhouses.",no,Progressive,0,advanced cultures usually sophisticated enough sophisticated enough point pasts realize foxes relied guard henhouses,1.0
1716,Jane Jacobs,"In wretched outcomes, the devil is in the details.",no,Progressive,0,wretched outcomes devil details,1.0
1717,Jane Jacobs,Redundancy is expensive but indispensable.,no,Progressive,0,redundancy expensive indispensable,1.0
1718,Jane Jacobs,"Beneficent spirals, operating by benign feedback, mean that everything needful is not required at once: each individual improvement is beneficial for the whole",no,Progressive,0,beneficent spirals operating benign feedback mean everything needful required individual improvement beneficial whole,1.0
1719,Jane Jacobs,I have learned yet again (this has been going on all my life) what folly it is to take any thing for granted without examining it skeptically.,no,Progressive,0,learned yet going life folly take thing granted without examining skeptically,1.0
1720,Jane Jacobs,"Privately run jails are a mark of American ""reinvented government"" that has been picked up by neoconservatives in Canada.",no,Progressive,0,privately run jails mark american reinvented government picked neoconservatives canada,1.0
1721,Lawrence Lessig,"We are on the cusp of this time where I can say, ""I speak as a citizen of the world"" without others saying, ""God, what a nut.""",no,Progressive,0,cusp time say speak citizen world without others saying god nut,1.0
1722,Lawrence Lessig,"One thing we know about incentives is you can't incent a dead person. No matter what we do, Hawthorne will not produce any more works, [even if] we can give him all the money in the world.",no,Progressive,0,one thing know incentives incent dead person matter hawthorne produce works even give money world,1.0
1723,Lawrence Lessig,"Americans have been selling this view around the world: that progress comes from perfect protection of intellectual property. Notwithstanding the fact that the most innovative and progressive space we've seen — the Internet — has been the place where intellectual property has been least respected. You know, facts don't get in the way of this ideology.",no,Progressive,0,americans selling view around world progress comes perfect protection intellectual property notwithstanding fact innovative progressive space seen internet place intellectual property least respected know facts get way ideology,1.0
1724,Lawrence Lessig,"Our problem is that lawyers have taught us that there is only one kind of economic market for innovation out there and it is this kind of isolated inventor who comes up with an idea and then needs to be protected. That is a good picture of maybe what pharmaceutical industry does. It's a bad picture of what goes on, for example, in the context of software development, in particular. In the context of software development, where you have sequential and complementary developments, patents create an extraordinarily damaging influence on innovation and on the process of developing and bringing new ideas to market. So the particular mistake that lawyers have compounded is the unwillingness to discriminate among different kinds of innovation. We really need to think quite pragmatically about whether intellectual property is helping or hurting, and if you can't show it's going to help, then there is no reason to issue this government-backed monopoly.",no,Progressive,0,problem lawyers taught us one kind economic market innovation kind isolated inventor comes idea needs protected good picture maybe pharmaceutical industry bad picture goes example context software development particular context software development sequential complementary developments patents create extraordinarily damaging influence innovation process developing bringing new ideas market particular mistake lawyers compounded unwillingness discriminate among different kinds innovation really need think quite pragmatically whether intellectual property helping hurting show going help reason issue government backed monopoly,1.0
1725,Lawrence Lessig,"There’s going to be an i-9/11 event. Which doesn’t necessarily mean an Al Qaeda attack, it means an event where the instability or the insecurity of the internet becomes manifest during a malicious event which then inspires the government into a response. You’ve got to remember that after 9/11 the government drew up the Patriot Act within 20 days and it was passed. … So I was having dinner with Richard Clarke and I asked him if there is an equivalent, is there an i-Patriot Act just sitting waiting for some substantial event as an excuse to radically change the way the internet works. He said “of course there is”.",no,Progressive,0,going number number event necessarily mean al qaeda attack means event instability insecurity internet becomes manifest malicious event inspires government response got remember number number government drew patriot act within number days passed dinner richard clarke asked equivalent patriot act sitting waiting substantial event excuse radically change way internet works said course,1.0
1726,Lawrence Lessig,"I received an email from JSTOR four days before Aaron died, from the president of JSTOR, announcing, celebrating that JSTOR was going to release all of these journal articles to anybody around the world who wanted access — exactly what Aaron was fighting for. And I didn’t have time to send it to Aaron; I was on — I was traveling. But I looked forward to seeing him again — I had just seen him the week before — and celebrating that this is what had happened. So, all of us think there are a thousand things we could have done, a thousand things we could have done, and we have to do, because Aaron Swartz is now an icon, an ideal. He is what we will be fighting for, all of us, for the rest of our lives. … Every time you saw Aaron, he was surrounded by five or 10 different people who loved and respected and worked with him. He was depressed because he was increasingly recognizing that the idealism he brought to this fight maybe wasn’t enough. When he saw all of his wealth gone, and he recognized his parents were going to have to mortgage their house so he could afford a lawyer to fight a government that treated him as if he were a 9/11 terrorist, as if what he was doing was threatening the infrastructure of the United States, when he saw that and he recognized how — how incredibly difficult that fight was going to be, of course he was depressed.  Now, you know, I’m not a psychiatrist. I don’t know whether there was something wrong with him because of — you know, beyond the rational reason he had to be depressed, but I don’t — I don’t — I don’t have patience for people who want to say, ""Oh, this was just a crazy person; this was just a person with a psychological problem who killed himself."" No. This was somebody — this was somebody who was pushed to the edge by what I think of as a kind of bullying by our government. A bullying by our government.",no,Progressive,0,received email jstor four days aaron died president jstor announcing celebrating jstor going release journal articles anybody around world wanted access exactly aaron fighting time send aaron traveling looked forward seeing seen week celebrating happened us think thousand things could done thousand things could done aaron swartz icon ideal fighting us rest lives every time saw aaron surrounded five number different people loved respected worked depressed increasingly recognizing idealism brought fight maybe enough saw wealth gone recognized parents going mortgage house could afford lawyer fight government treated number number terrorist threatening infrastructure united states saw recognized incredibly difficult fight going course depressed know psychiatrist know whether something wrong know beyond rational reason depressed patience people want say oh crazy person person psychological problem killed somebody somebody pushed edge think kind bullying government bullying government,1.0
1727,Lawrence Lessig,"A time is marked not so much by ideas that are argued about as by ideas that are taken for granted. The character of an era hangs upon what needs no defense. Power runs with ideas that only the crazy would draw into doubt. The ""taken for granted"" is the test of sanity; ""what everyone knows"" is the line between us and them. This means that sometimes a society gets stuck. Sometimes these unquestioned ideas interfere, as the cost of questioning becomes too great. In these times, the hardest task for social or political activists is to find a way to get people to wonder again about what we all believe is true. The challenge is to sow doubt.",no,Progressive,0,time marked much ideas argued ideas taken granted character era hangs upon needs defense power runs ideas crazy would draw doubt taken granted test sanity everyone knows line us means sometimes society gets stuck sometimes unquestioned ideas interfere cost questioning becomes great times hardest task social political activists find way get people wonder believe true challenge sow doubt,1.0
1728,Lawrence Lessig,"All around us are the consequences of the most significant technological, and hence cultural, revolution in generations. This revolution has produced the most powerful and diverse spur to innovation of any in modern times. Yet a set of ideas about a central aspect of this prosperity — ""property"" — confuses us. This confusion is leading us to change the environment in ways that will change the prosperity. Believing we know what makes prosperity work, ignoring the nature of the actual prosperity all around, we change the rules within which the Internet revolution lives. These changes will end the revolution.",no,Progressive,0,around us consequences significant technological hence cultural revolution generations revolution produced powerful diverse spur innovation modern times yet set ideas central aspect prosperity property confuses us confusion leading us change environment ways change prosperity believing know makes prosperity work ignoring nature actual prosperity around change rules within internet revolution lives changes end revolution,1.0
1729,Lawrence Lessig,"We live in a world with ""free"" content, and this freedom is not an imperfection. We listen to the radio without paying for the songs we hear; we hear friends humming tunes that they have not licensed. We tell jokes that reference movie plots without the permission of the directors. We read our children books, borrowed from a library, without paying the original copyright holder for the performance rights.",no,Progressive,0,live world free content freedom imperfection listen radio without paying songs hear hear friends humming tunes licensed tell jokes reference movie plots without permission directors read children books borrowed library without paying original copyright holder performance rights,1.0
1730,Lawrence Lessig,"In arguing for increasing content owners' control over content users, it's not sufficient to say ""They didn't pay for this use.""",no,Progressive,0,arguing increasing content owners control content users sufficient say pay use,1.0
1731,Lawrence Lessig,Creation always involves building upon something else. There is no art that doesn't reuse. And there will be less art if every reuse is taxed by the appropriator. Monopoly controls have been the exception in free societies; they have been the rule in closed societies.,no,Progressive,0,creation always involves building upon something else art reuse less art every reuse taxed appropriator monopoly controls exception free societies rule closed societies,1.0
1732,Lawrence Lessig,"While control is needed, and perfectly warranted, our bias should be clear up front: Monopolies are not justified by theory; they should be permitted only when justified by facts. If there is no solid basis for extending a certain monopoly protection, then we should not extend that protection. This does not mean that every copyright must prove its value initially. That would be a far too cumbersome system of control. But it does mean that every system or category of copyright or patent should prove its worth. Before the monopoly should be permitted, there must be reason to believe it will do some good — for society, and not just for monopoly holders.",no,Progressive,0,control needed perfectly warranted bias clear front monopolies justified theory permitted justified facts solid basis extending certain monopoly protection extend protection mean every copyright must prove value initially would far cumbersome system control mean every system category copyright patent prove worth monopoly permitted must reason believe good society monopoly holders,1.0
1733,Lawrence Lessig,"The current term of protection for software is the life of an author plus 70 years, or, if it's work-for-hire, a total of 95 years. This is a bastardization of the Constitution's requirement that copyright be for ""limited times."" By the time Apple's Macintosh operating system finally falls into the public domain, there will be no machine that could possibly run it. The term of copyright for software is effectively unlimited.",no,Progressive,0,current term protection software life author plus number years work hire total number years bastardization constitution requirement copyright limited times time apple macintosh operating system finally falls public domain machine could possibly run term copyright software effectively unlimited,1.0
1734,Lawrence Lessig,"While the creative works from the 16th century can still be accessed and used by others, the data in some software programs from the 1990s is already inaccessible. Once a company that produces a certain product goes out of business, it has no simple way to uncover how its product encoded data. The code is thus lost, and the software is inaccessible. Knowledge has been destroyed.",no,Progressive,0,creative works 16th century still accessed used others data software programs 1990s already inaccessible company produces certain product goes business simple way uncover product encoded data code thus lost software inaccessible knowledge destroyed,1.0
1735,Lawrence Lessig,"I would dramatically reduce the safeguards for software — from the ordinary term of 95 years to an initial term of 5 years, renewable once. And I would extend that government-backed protection only if the author submitted a duplicate of the source code to be held in escrow while the work was protected. Once the copyright expired, that escrowed version would be publicly available from the copyright office.  Most programmers should like this change. No code lives for 10 years, and getting access to the source code of even orphaned software projects would benefit all. More important, it would unlock the knowledge built into this protected code for others to build upon as they see fit. Software would thus be like every other creative work — open for others to see and to learn from.",no,Progressive,0,would dramatically reduce safeguards software ordinary term number years initial term number years renewable would extend government backed protection author submitted duplicate source code held escrow work protected copyright expired escrowed version would publicly available copyright office programmers like change code lives number years getting access source code even orphaned software projects would benefit important would unlock knowledge built protected code others build upon see fit software would thus like every creative work open others see learn,1.0
1736,Lawrence Lessig,"The problems with software are just examples of the problems found generally with creativity. Our trend in copyright law has been to enclose as much as we can; the consequence of this enclosure is a stifling of creativity and innovation. If the Internet teaches us anything, it is that great value comes from leaving core resources in a commons, where they're free for people to build upon as they see fit.",no,Progressive,0,problems software examples problems found generally creativity trend copyright law enclose much consequence enclosure stifling creativity innovation internet teaches us anything great value comes leaving core resources commons free people build upon see fit,1.0
1737,Lawrence Lessig,"If you understand this refrain, you're gonna' understand everything I want to say to you today. It has four parts:",no,Progressive,0,understand refrain gonna understand everything want say today four parts,1.0
1738,Lawrence Lessig,"In 1774, free culture was born. In a case called Donaldson v. Beckett in the House of Lords in England, free culture was made because copyright was stopped. In 1710, the statute had said that copyright should be for a limited term of just 14 years. But in the 1740s, when Scottish publishers started reprinting classics — you gotta' love the Scots — the London publishers said ""Stop!"" They said, ""Copyright is forever!""... These publishers demanded a common-law copyright that would be forever. In 1769, in a case called Miller v. Taylor, they won their claim, but just five years later, in Donaldson, Miller was reversed, and for the first time in history, the works of Shakespeare were freed, freed from the control of a monopoly of publishers. Freed culture was the result of that case.",no,Progressive,0,number free culture born case called donaldson v beckett house lords england free culture made copyright stopped number statute said copyright limited term number years 1740s scottish publishers started reprinting classics gotta love scots london publishers said stop said copyright forever publishers demanded common law copyright would forever number case called miller v taylor claim five years later donaldson miller reversed first time history works shakespeare freed freed control monopoly publishers freed culture result case,1.0
1739,Lawrence Lessig,"That free culture was carried to America; that was our birth — 1790. We established a regime that left creativity unregulated. Now it was unregulated because copyright law only covered ""printing."" Copyright law did not control derivative work. And copyright law granted this protection for the limited time of 14 years.",no,Progressive,0,free culture carried america birth number established regime left creativity unregulated unregulated copyright law covered printing copyright law control derivative work copyright law granted protection limited time number years,1.0
1740,Lawrence Lessig,"Forget the 18th century, the 19th century, even at the birth of the 20th century. Here's my favorite example, here: 1928, my hero, Walt Disney, created this extraordinary work, the birth of Mickey Mouse in the form of Steamboat Willie. But what you probably don't recognize about Steamboat Willie and his emergence into Mickey Mouse is that in 1928, Walt Disney, to use the language of the Disney Corporation today, ""stole"" Willie from Buster Keaton's ""Steamboat Bill.""  It was a parody, a take-off; it was built upon Steamboat Bill. Steamboat Bill was produced in 1928 — no 14 years — just take it, rip, mix, and burn, as he did to produce the Disney empire.",no,Progressive,0,forget 18th century 19th century even birth 20th century favorite example number hero walt disney created extraordinary work birth mickey mouse form steamboat willie probably recognize steamboat willie emergence mickey mouse number walt disney use language disney corporation today stole willie buster keaton steamboat bill parody take built upon steamboat bill steamboat bill produced number number years take rip mix burn produce disney empire,1.0
