,Author,Quotes,Political Orientation
319,John Derbyshire,"Universal-suffrage democracy may have been a good idea 120 years ago, when most adults did productive work into their sixties, then died. In today’s top-heavy welfare states, it just empowers tax-eaters to loot the national wealth.",Right
320,John Derbyshire,"Our universities, after a few aberrant decades of experimenting with open inquiry and the advance of knowledge, have reverted to their medieval purpose (the purpose that Chinese higher education always had): to train an intellectual elite for the propagation and defense of the state ideology. Then it was Christianity (in China, Confucianism); now it is utopian egalitarianism—“political correctness,” the Narrative.",Right
321,John Derbyshire,"Historians of the future will amuse themselves by coming up with theories to explain why European civilization, at the height of its powers, rich with unparalleled achievements in science, music, art, literature, mathematics, and technology, gave up its lands and its treasures to people for whom those achievements were mere hated tokens of oppression or the impious and superfluous productions of infidels.",Right
322,John Derbyshire,"These post-Soviet rulers of Russia are certainly very wicked people. They have sucked their country’s precious natural resources out of the ground, sold them on world markets, and pocketed the proceeds, leaving Ivan and Katya to trudge through freezing mud for a lousy wage or starvation-level pension. Are they, though, more wicked than the rulers of the Anglosphere, who have swamped their own people with millions of hesperophobic welfare-dependent foreigners from regions of low mean IQ and high mean criminality — mullahs, muggers, and moochers — just for the satisfaction of humiliating their own domestic enemies? Will they, in the long run, have done more to destroy their nation, than our rulers have done to destroy ours? History will tell.",Right
324,John Derbyshire,Most people are not intellectuals — a fact that intellectuals have terrible trouble coming to terms with.,Right
325,John Derbyshire,"Nonmathematical people sometimes ask me, “You know math, huh? Tell me something I’ve always wondered, What is infinity divided by infinity?” I can only reply, “The words you just uttered do not make sense. That was not a mathematical sentence. You spoke of ‘infinity’ as if it were a number. It’s not. You may as well ask, 'What is truth divided by beauty?’ I have no clue. I only know how to divide numbers. ‘Infinity,’ ‘truth,’ ‘beauty’—those are not numbers.”",Right
326,John Derbyshire,"Pop culture is filth. It is now completely degenerate. Why do you never hear anyone humming a current pop song any more? Because none of them is hummable, or even worth bothering to remember. What is the main topic on TV sitcoms and ""dramedies""? You know what. Why do you stand in the aisle in Blockbuster muttering to yourself: ""There isn't a single damn movie in here I want to watch""? Because Hollywood produces nothing but crap, crap, crap.",Right
327,John Derbyshire,"Western culture is in its twilight; there is a dark age ahead; and while college-humanities fads and ""secular-progressive values"" have certainly done much damage, they are symptoms, not causes - fragments of junk sucked into a vacuum. The fundamental reason why so much of our culture is shit - either literally, like Signor Manzoni's masterwork, or figuratively - is exhaustion, cultural exhaustion.",Right
328,John Derbyshire,"Once this was a nation of farmers, builders, inventors, creators, explorers, and thinkers. Now we are a nation of bubblehead academic poseurs, race-guilt hucksters, and keening middle-class ""victims"" of imaginary wrongs.",Right
329,John Derbyshire,"The remarkable thing about the Diversity cult is that all the circumstances of the actual human world refute its tenets, wherever we look. I don't think it is an exaggeration to say that there has never been an ideology so heartily and jealously embraced by all the main institutions of a society, that was at the same time so obviously at odds with the evidence of our senses. It is as if the entire Western world had committed itself to the belief that human beings can fly by flapping their arms.",Right
330,John Derbyshire,"By holding firmly to a pessimistic, realistic view of what is and is not possible in a society of different ethnicities, we might have maintained the principles of a free republic, and saved ourselves much trouble and expense. In the world at large, diversity causes nothing but problems.",Right
331,John Derbyshire,"The happy talkers tell us that diversity is a boon, making our society stronger and better. Our own lying eyes tell us that it is the source of continual trouble; not merely the solitary ""hunkering down"" that Robert Putnam discovered, but rancor, disorder, litigation, and violence.",Right
332,John Derbyshire,"After the many hundreds of generations that Australian, East Asian, African, European and indigenous American populations of Homo sapians developed in isolation from each other, in different environments, there ought to be divergence aplenty, though nowhere near to speciation. And so there is. That is why a roomful of Australian aborigines looks nothing like a roomful of Hungarians, and neither looks anything like a roomful of Quechua-speaking South American indigenes.",Right
333,John Derbyshire,"Human beings are religious. We don't all have to be, any more than we all have to be musical, or athletic, or humorous; but as long as there are human beings, there will be religion to offer warmth to those who can believe its stories and its metaphysics, while those who can't will be left with a paler, colder flame.",Right
334,John Derbyshire,"All religions look wacky to an unbeliever, even to one who does not, like the celebrity atheists, consider religion a menace. Islam, in its present frustrated state, is doing more harm than most, but that's historically contingent.",Right
335,John Derbyshire,"Unbelievers may think - all right, we do think - Christianity is only slightly less nutty than Islam; but Christianity is ours. We've got along with it for several centuries; and the relationship between Western unbelievers and Western Christians, if not always polite, is stable and comfortable. Can we fit Islam in like that?",Right
336,Mike Cernovich,"I have my disagreements with the alt-right, but let’s get a win for the right in America before hashing it all out. The current attitude on the right is to fight with your own side rather than to give leftists hell. Under that model of politics, men are losing due process rights, the suicide of whites is at a record high, and there are several Islamic terrorist attacks on American soil. Until the right wins for once, I have no interest in arguing with the alt-right or disavowing anyone. Once the right has some actual power, then it will be time to have an ideological civil war. Until then, nah.",Right
337,Mike Cernovich,"When I said Trump, then given a 1% change of winning the GOP primary, would win the entire election, people called me crazy. Even friends told me to keep my opinions to myself, as clearly I wasn’t smart enough to talk policy. Today those friends are quiet when they need to issue apologies.",Right
338,Peter Brimelow,Trudeauism: The Highest Form of Liberalism,Right
339,Peter Brimelow,"Pierre Trudeau was too much of a professional politician to be described as a good man, nor, it can be argued despite much pubilicity to the contrary, was he a particularly clever or even wise one. But he was a great man, perhaps the gratest Canada has produced in this century.",Right
340,Peter Brimelow,The modern definition of 'racist' is someone who's winning an argument with a liberal.,Right
346,Arthur Kemp,Those people who occupy a territory determine the nature of the society in that region.,Right
347,Arthur Kemp,apartheid–to which Afrikaners clung for decades as their only hope and salvation from Third World domination–was in fact an impracticable and unworkable system which led directly to the Afrikaners’ demise as a political force in that country.,Right
348,Arthur Kemp,"It is said, in fact, that the definition of a white South African is “someone who would rather be murdered in their bed than make it.”",Right
349,Arthur Kemp,"Apartheid was based on a fallacy: the fallacy that nonwhites could be used as labor to drive society; that nonwhites could physically form a majority inside South Africa, but that they could not determine the nature of South African society.",Right
350,Arthur Kemp,"Somehow, white South Africans believed that black labor was like a lawn mower: you could have it around, and when you didn’t need it, you could hide it in its little shed where it would be good and quiet-until you needed it again.",Right
351,Arthur Kemp,"There are four ways through which a nation's population can vanish: 1. Through obliteration in war; 2. Through their lands being swamped by labor-driven immigration; 3. Through physical mixing with newcomers; and 4. The second and third factors above combined with a decreasing birth rate amongst the original population. Ancient Rome vanished because of the last three factors: now exactly the same scenario is being played out in Western Europe, North America and Australia. Unless checked, the demographic trends show conclusively that Whites will be a minority in all three of these continents by the year 2100. After that, it is only then a question of time and Whites as a racial group will vanish completely.",Right
352,Arthur Kemp,[History]... is nothing else but the rise and disappearance of races.,Right
353,Arthur Kemp,...immigration today is a racial issue. It is one which sees masses of non-whites from around the globe immigrating to white countries.,Right
354,Arthur Kemp,"Unless legal and illegal immigration is halted and reversed, European First World nations across all of Europe from Spain to Russia, North America, Australia and New Zealand — will be destroyed and have their very culture and civilisation changed to that of the Third World. Immigration is now the single most important issue facing all First World nations, and will determine whether Western Civilisation continues to exist or not.",Right
355,Arthur Kemp,"Afrikaners: The time for white supremacism is gone. You cannot hope to survive while you are so intrinsically entwined with black labour. You used them for everything, even to murdering you and then digging your grave. You cannot survive while every single thing you do, every enterprise, every interaction, every aspect of your lives, is determined by your reliance on black labour. Because, whether you like it or not, black people also have rights, and they have claimed them. You cannot think that you have a right to rule over black people — you do not.",Right
356,Tommy Robinson,"Every single Muslim watching this... on 7/7 you got away with killing and maiming British citizens... you had better understand that we have built a network from one end of the country to the other end... and the Islamic community will feel the full force of the English Defence League if we see any of our British citizens killed, maimed, or hurt on British soil ever again.",Right
357,Tommy Robinson,"Islam is not a religion of peace. Islam is fascist and it's violent and we've had enough! They're chopping our soldiers' heads off. This is Islam. That's what we've seen today. They've cut off one of our army's heads off on the streets of London. Our next generation are being taught through schools that Islam is a religion of peace. It's not. It never has been. What you saw today is Islam. Everyone's had enough. There has to be a reaction, for the government to listen, for the police to listen, to understand how angry this British public are.",Right
358,Tommy Robinson,Since last night I've had countless threats to cut my head off. I have [contacted] police over 200 death threats. No arrests.,Right
359,Tommy Robinson,"We need strong leadership, not cowards who are begging petrol dollars and wanting a block Islamic vote. We need a leader not an appeaser. I'd rather die on my feet than live on my knees. Stand up for what u believe. Never be intimidated by anyone #english #nosurrender.",Right
360,Tommy Robinson,Nazism and Islamism are on the opposite sides of the same coin – we oppose both. Nazism has been defeated and Islamism is spreading across the country.,Right
361,Tommy Robinson,Islam is not a religion of peace; it never has been and never will be.,Right
362,Tommy Robinson,We need a new England where all religions and colours feel proud of our flag and recognise how important our identity and culture is.,Right
363,Tommy Robinson,"If Islam is this ""religion of peace"", why is everyone so scared?",Right
364,Tommy Robinson,"We are offered silence, free speech is all but dead in Europe. We live in a post free speech era, the attacks on Charlie Hebdo have proven that to the whole world.",Right
365,Tommy Robinson,"I had some left wing fella ask me this, he started asking me my views on most things. I'm liberal in many senses, like when it comes to (probably not when I was younger) when it comes to gay people's rights I fight for a gay man's rights – so on all of these issues, as I've grown up, I said,... when people say that I'm far right, well what makes me right wing? Am I right wing just because I don't like Islam? Does that make me right wing just because I don't like a fascist ideology? If I didn't like scientology, does that make me right wing? No, it's an ideology. So I said like, ""most of  my views, they're very liberal – many of them would be left-wing"".",Right
366,Tommy Robinson,Islam is not up for reform or negotiation – so we have no other choice than to fight it.,Right
367,Tommy Robinson,"The reality is this is a war. These people are waging war on us. This has gone on for 1,400 years. This is nothing new. And the whole time while this goes on, the police leaders or political leaders want to invite more! They want to invite more!",Right
368,Tommy Robinson,"No matter how [haram terrorists'] life has been, if they wanna get to heaven, they just have to kill non-Muslims in a holy jihad. That's all they have to do, then they get to heaven. It's like an easy ""card out"" for Muslims who've behaved badly their whole life. And we've seen this time and time again with the terrorists that we find. They say, ""He wasn't a practicing Muslim"". No, but because of the scripture in Islam, he genuinely believes he is going to eternal hell fire for the life that he's lived. He sees going and running down 20 or 40 people, and killing coppers, and killing innocent people, he sees that as a ""get out"" because of the scripture in Islam. That's why.",Right
369,Tommy Robinson,"The last thing we want is a war in this country, but it is the inevitable outcome for the way the country is going. Now, the British people are not going to sit back and take much more.",Right
370,Tommy Robinson,"Previous prime ministers, be it William Gladstone who said, 'There will never be peace on this earth as long as we have the Koran, it's an accursed and violent book.' Then we have Winston Churchill who said, 'Islam in a man is like rabies in a dog.' And then we have David Cameron, who says Islam is a religion of peace. What's changed? Because the [Koran] hasn't changed.",Right
371,Tommy Robinson,"As a father, I have serious concerns about what life will be like for my kids, if I'm even here. Am I scared of the death threats, and people who want to kill me and the attacks against me, etc? Yeah, I am. Of course, I am. I wouldn't be human if I wasn't. But I am terrified for the entire next generation of this country, and its history, its culture, its identity – it's all under attack.",Right
372,Raheem Kassam,"Insulting the hijab is also hardly Islamophobic. Indeed many in the West see the hijab as a symbol of oppression against women, and in opposing it are simply standing up for classical liberal, Western values.",Right
373,Raheem Kassam,"All across the continent of Europe, and more recently in the United States, we have seen acts of the most heinous depravity and barbarity committed in the name of this religion. All the while, the reformist and moderating voices are shut down by hard-line Sunnis and their useful idiot, fellow travellers. Groups like the Soros-funded Hope not Hate demonise even practising Muslims for daring to oppose Shariah law.",Right
374,Raheem Kassam,"Mrs. May knows that with her current, slim majority in Parliament, she is at the behest of the hard Brexiteers who could easily mount a coup against her, defying the party whip, and may be even worse, if she demurs from her short-lived mantra of “Brexit means Brexit”. And you don’t need to fall for it or worry about it either. Look at the mathematics of a parliamentary election, before you head down into the comments and start screaming, “But Corbyn doesn’t want ANY Brexit! She’s our only hope!” The fact is you’re going to end up with her anyway. There’s no chance Corbyn and this fantasy “coalition of chaos” comes to pass, given the situation up and down the country. It’s a magnificent, though somewhat predictable, piece of Tory electioneering. But that’s all it is.",Right
375,Raheem Kassam,"UKIP’s manifesto was a rehash of its 2015 offering. Which was good, but there was barely anything for us to sink our teeth into. Burka ban? Great. I had it in my leadership manifesto last year. But let’s face it, the people keen on such a thing would have probably voted UKIP anyway. Where were the new, flatter tax plans? Where was the digital strategy? Where were the “wedge issue” moments that drew a distinction between the political establishment and the insurgent populist party? I didn’t see any.",Right
376,Raheem Kassam,"The Brazilians have already elected a Trumpian nationalist. So too the Hungarians, Poles, Austrians, and Italians. If the world is indeed watching America, it looks like they’re learning from Trump rather than staring wide-eyed into a concocted vacuum of leadership.",Right
377,Ted Malloch,Profit doesn’t appear as the goal but as a side effect of pursuing motivating principles.,Right
378,Ted Malloch,An exercise of moral imagination helps companies further goals of its members.,Right
379,Ted Malloch,The free economy is not the enemy but the friend of social capital.,Right
380,Ted Malloch,Long-term success depends upon trust.,Right
381,Ted Malloch,Myth: There’s conflict between selfish free markets and a benevolent world of human sympathy.,Right
382,Ted Malloch,The moral sentiments that constrain economic life also promote it.,Right
383,Ted Malloch,There’s such a thing as spiritual capital that has economic function and potential.,Right
384,Ted Malloch,Business is the real test of the moral life.,Right
385,Ted Malloch,We prepare for success by acquiring virtues.,Right
386,Ted Malloch,The business virtue par excellence is honesty—without it markets can’t long survive.,Right
387,Ted Malloch,"When all benefits are promised by the state, nobody need feel grateful for them.",Right
388,Ted Malloch,Capitalism is about the mutual creation of wealth rather than the pillaging of it.,Right
389,Ted Malloch,Attempts to secure an equal outcome always require unequal treatment of individuals.,Right
390,Ted Malloch,Discipline is the virtue that begins in obedience and flowers in self-control.,Right
391,Ted Malloch,Caring for God’s endowment in a thrifty fashion is a form of biblical obedience.,Right
392,Ted Malloch,"Three cardinal virtues of business: creativity, building community, practical realism.",Right
393,Ted Malloch,The laws of economic life are subject to the eternal laws of spiritual capital.,Right
394,Ted Malloch,Spiritual entrepreneurship is the unsung route to growth in the modern economy.,Right
395,Ted Malloch,"When people freely identify with their work and find themselves through it, excellence follows.",Right
396,Ted Malloch,"Profitability is the consequence of doing business in the right way, to honor God.",Right
397,Ted Malloch,"And the first question for a leader is: ""Who do we intend to be?"" not “What are we going to do?”",Right
398,Ted Malloch,"Leadership, in other words, is a matter of character, not goals.",Right
399,Ted Malloch,"Perhaps the most eloquent of the hard virtues is courage, the disposition to encounter adversity head-on and strive to overcome it.",Right
400,Ted Malloch,Courage… is not a selfish attribute: it is only possible if you are pursuing a wider and more worthy goal.,Right
401,Ted Malloch,Faith engenders courage; and also requires it.,Right
402,Ted Malloch,Success comes because you have found your ecological niche and can flourish by doing your own valuable thing.,Right
403,Ted Malloch,"The humble person who confesses his faults and duly atones for them is the one best equipped to manage defeat, accept his own losses, and to overcome the setbacks that are the routine cost of doing business.",Right
404,Ted Malloch,"But we should see gratitude in the whole context of life, and ask ourselves that life is changed and empowered by it.",Right
406,Ted Malloch,Taking faith seriously leads to the utility of altruistic behavior.,Right
407,Ted Malloch,One runs a business ultimately to do well so you can do good for everyone.,Right
408,Ted Malloch,"Adam Smith’s image of competition in the marketplace was intended as an adjunct to his detailed description of human motivation in The Theory of Moral Sentiments, in which the pursuit of profit is tempered at every juncture by sympathy and benevolence, and by the posture of the “impartial spectator” which is forced on us by our moral nature.",Right
409,Ted Malloch,"In the new conditions created by the global economy, the information revolution and the growth of smart technologies, it is more necessary than ever for all companies to be guided by their rich spiritual inheritance, as spiritual enterprises.",Right
410,Ted Malloch,Europe is full of ‘Last men’,Right
411,Ted Malloch,"what can only be termed, a self-imposed European death wish.",Right
412,Ted Malloch,"Make no mistake this is nothing less than the utter and complete transformation of Europe into Eurabia, a cultural and political appendage of the Arab and Afro/Muslim world. This Eurabia is fundamentally anti-Christian, anti-Western, anti-American, and anti-Semitic.",Right
413,Ted Malloch,"And with every passing day, we see the further demise of the West, the onslaught of Eurabia (which could not be won at the gates of Vienna in 1683) and the nihilism — of the Last man.",Right
414,Jerome Corsi,"After he married TerRAHsa[sic], didn't John Kerry begin practicing Judiasm[sic]? He also has paternal grandparents that were Jewish. What religion is John Kerry?",Right
415,Jerome Corsi,"Isn't the Democratic Party the official SODOMIZER PROTECTION ASSOCIATION of AMERICA -- oh, I forgot, it was just an accident that Clintoon's[sic] first act in office was to promote ""gays in the military."" RAGHEADS are Boy-Bumpers as clearly as they are Women-Haters -- it all goes together.",Right
416,Jerome Corsi,When is this guy going to admit he's simply an anti-American communist? Won't he and his leftist wife simply go away???? Enough already.,Right
417,Jerome Corsi,An atomic Iran is imminent … mullahs may have bomb by June.,Right
418,Jerome Corsi,"Secretly, the Bush administration is pursuing a policy to expand NAFTA politically, setting the stage for a North American Union designed to encompass the U.S., Canada, and Mexico. What the Bush administration truly wants is the free, unimpeded movement of people across open borders with Mexico and Canada.",Right
419,Jerome Corsi,This was the first time WND had found a major intellectual leader behind the push to integrate North America suggesting that a crisis of 9-11 proportions might be just what was needed to advance the process toward establishing a North American Union and the amero.,Right
420,Jerome Corsi,"Our founding fathers knew that if we went this direction, there was no more moral compass and you won’t be able to explain to your children — you’ll have to face the fact that we lost holding the line on one of the most principle issues in the Bible, and that is sex is not about fun. If you want to have fun, read a book, go see a movie. Sex is about the procreation of children. It’s a sacred responsibility that is meant by God to have men and women commit their lifetime to children.",Right
421,Daniel Drezner,"Paul Krugman is a very smart and very annoying person. Over the past few years he's been hammering away at political and economic advocates for austerity policies with unmitigated glee and derision. He does so with a brio and condescension that some people can find off-putting -- but that doesn't mean that he's wrong. …  Look, I think Paul Krugman has a few policy blind spots. His method of argumentation alienates as many people as it attracts. But he's not wrong when he's talking about austerity. In his response, Michael Kinsley has managed to embody the conventional wisdom in Washington -- and in doing so, embody every policy caricature of Paul Krugman's worldview.",Right
422,Daniel Drezner,"As we ambled along, the sheer professionalism of our tour guide struck me. Her task was not an easy one. She had to provide a veritable font of Elvis knowledge to all of the intense devotees. At the same time, she also had to acknowledge the absurdist nature of the experience for of the rest of the tour group.With subtle changes in her facial expressions and slight adjustments in her tone of voice, our guide accomplished her task brilliantly. At no point in time did she diminish Elvis in the eyes of his devout followers. Still, I believe everyone left Graceland that day thoroughly satisfied with their visit.",Right
423,Lou Dobbs,"While the president pleased few of his supporters, if any, Nancy Pelosi, Chuck Schumer and the radical Dems [are] taking victory laps within minutes of the president’s 18-minute announcementAnd the illegal immigrants are surely pleased at the prospect they may soon jump to the front of the line while legal immigrants aren't even part of the discussion in the nation's capital",Right
424,Lou Dobbs,"This is nothing but a political persecution. It`s not even an investigation.  This is purely and straightforwardly an assault. I want to talk about what these lazy, indolent, passive son of a guns can do on a declaration of war against the radical dems against the president and the American republic.",Right
425,Lou Dobbs,"What I fear is a new direction for the president and his administration and what could very likely be a catastrophe for the working men and women, small business and entrepreneurs, our middle class, the American family, the very people this president has represented from the moment he announced he would run for the presidency.That Mr. Trump would advance the interest of the globalist elites ahead of our citizens would be a tragic reversal on any day,But today, on the same day the Commerce Department reported the United States had the largest trade deficit in our history ... it all means the White House has simply lost its way.The nation’s heart will be, after all, broken by the very same people who brought 50 years of consecutive trade deficit and the export of millions of middle-class jobs and who have fed the swamp for decades",Right
426,Pamela Geller,"I will say that the Muslim terrorists were practicing pure Islam, original Islam.",Right
427,Pamela Geller,"Islam is the most antisemitic, genocidal ideology in the world.",Right
428,Pamela Geller,I believe most Muslims are secular. I don't believe that most Muslims subscribe to devout fundamentalist Islam by any stretch of the imagination. And we need the secular Muslims to win the battle for the reformation of Islam.,Right
429,Pamela Geller,"Never, ever retract. The smell of weakness is like blood to sharks.",Right
430,Pamela Geller,"Do not think for one second that what you do is not important. Do not believe one second that individual can't change the course of human events, because individual can and does and will change the course of human events.",Right
431,Robert Spencer,"I have never said that the terrorists' interpretation of Islam is the accurate or correct one. But I have pointed out that the terrorists portray themselves quite successfully among Muslims as the exponents of true and pure Islam, and moderates have mounted no successful response as yet.",Right
432,Robert Spencer,"I was surprised to see that there was indeed religiously sanctioned violence in it, as well as some others things which I found disturbing. But it was all intriguing, because I was entranced by the shorter, poetic chapters. I thought it very striking that this beauty could co-exist with clear mandates for warfare and violence against unbelievers.",Right
433,Robert Spencer,"Here’s why the life of Muhammad [and Jesus] matters: Contrary to what many secularists would have us believe, religions are not entirely determined (or distorted) by the faithful over time. The lives and words of the founders remain central, no matter how long ago they lived. The idea that believers shape religion is derived, instead, from the fashionable 1960s philosophy of deconstructionism, which teaches that written words have no meaning other than that given to them by the reader. Equally important, it follows that if the reader alone finds meaning, there can be no truth (and certainly no religious truth); one person’s meaning is equal to another’s. Ultimately, according to deconstructionism, we all create our own set of “truths,” none better, or worse than any other. Yet for the religious man or woman on the streets of Chicago, Rome, Jerusalem, Damascus, Calcutta, and Bangkok, the words of Jesus, Moses, Muhammad, Krishna, and Buddha mean something far greater than any individual’s rendering of them. And even to the less-than-devout reader, the words of these great religious leaders are clearly not equal in their meaning.",Right
434,Robert Spencer,"Europe could be Islamic by the end of the twenty-first century. … Will tourists in Paris in the year 2015 take a moment to visit the ""mosque of Notre Dame"" and the ""Eiffel Minaret?"" Through massive immigration and official dhimmitude from European leaders, Muslims are accomplishing today what they have failed to do at the time of the Crusaders: conquer Europe. If demographic trends continue, France, Holland, and other Western European nations could have Muslim majorities by middle of this century. … What Europe has long sown it is now reaping. In her book Eurabia, Bat Ye'or, the pioneering historian of dhimmitude, chronicles how this has come to pass. Europe, she explains, began thirty years ago to travel down a path of appeasement, accommodation, and cultural abdication in pursuit of shortsighted political and economic benefits. She observes that today, ""Europe has evolved from a Judeo-Christian civilization, with important post-Enlightenment/secular elements, to a 'civilization of dhimmitude,' i.e., Eurabia: a secular-Muslim transitional society with its traditional Judeo-Christian mores rapidly disappearing."" … France and Germany have pursued a different strategy, attempting to establish the European Union as a global counterweight of the United States—a strategy that involves close cooperation with the Arab League.",Right
435,Robert Spencer,"Through massive immigration and official dhimmitude from European leaders, Muslims are accomplishing today what they have tried but failed to do for over a millennium: conquer Europe.  If current demographic trends continue, France, Holland, and other Western European nations could have Muslim majorities by mid-century. … Europe is now reaping what it has long sown. Bat Ye'or, the pioneering historian of dhimmitude, chronicles how this has come to pass. Europe, she explains, began thirty years ago to travel down a path of appeasement, accommodation, and cultural abdication in pursuit of shortsighted political and economics benefits. She observe that today, ""Europe has evolved from a Judeo-Christian civilization, with important poste-Enlightenment/secular elements, to a 'civilization of dhimmitued,"", i.e, Eurabia: a secular-Muslim transitional society withits traditional Judeo-Christian more rapidly disappearing.""",Right
436,Robert Spencer,"I have long contended that Islam is unique among the major world religions in having a developed doctrine, theology, and legal system mandating warfare against and the subjugation of unbelievers. There is no orthodox sect or school of Islam that teaches that Muslims must coexist peacefully as equals with non-Muslims on an indefinite basis. I use the term “radical Islam” merely to distinguish those Muslims who are actively working to advance this subjugation from the many millions who are not, as well as to emphasize that the stealth jihad program is truly radical: it aims at nothing less than the transformation of American society and the imposition of Islamic law here, subjugating women and non-Muslims to the status of legal inferiors.",Right
437,Robert Spencer,They [Americans] have something worth defending...they need to defend it properly from the foe that most people are afraid even to name.  How can you possibly fight an enemy when you're afraid to identify him?,Right
438,Robert Spencer,"The name Muhammad actually appears in the Qur'an only four times, and in three of those instances it could be used as a title – the ""praised one"" or ""chosen one"" – rather than as a proper name.",Right
439,Robert Spencer,"Islamic apologists in the West argue furiously that child marriage has nothing to do with Islam, and that the idea that Muhammad married a child is the invention of greasy Islamophobes. In reality, few things are more abundantly attested in Islamic law than the permissibility of child marriage.",Right
440,Robert Spencer,"We are truly in a battle for our very lives not just in the sense that they will kill us if they can, but in the sense that life itself is being challenged, that it's life versus death, you either love life or you love death, creation versus destruction, love versus hatred, that's what this is about. And so, when we see the Islamic State (ISIS), we see not only that they embody Islam as I have explained here in this, that's all in the Quran what they do, but also that they embody what may be, the foremost evil force that the world has ever seen.",Right
441,Robert Spencer,"Most local imams in Dagestan shun radical views, but they have found it hard to counter the appeal of radical ideas promoted by the Islamic State. Some imams who spoke against radical Islam have been killed.” Why have they “found it hard to counter the appeal of radical ideas promoted by the Islamic State”? To Western leaders such as David Cameron, John Kerry, Joe Biden, Pope Francis, the U.S. Catholic bishops, and a host of others, it is patently obvious that the Qur’an teaches peace and that Islam is a religion of peace. So it ought to be child’s play for these imams in Dagestan to refute the twisted, hijacked version of Islam presented by the Islamic State. Here’s an idea: why doesn’t Barack Obama send Kerry to Dagestan to explain to young Muslims how the Islamic State is misunderstanding and misrepresenting Islam? Or maybe Pope Francis could go there, or he could send some Arabic-speaking Eastern Catholic bishop — say, one who knows that Islam is at its core a peaceful religion and who moves actively to silence and ostracize those who say otherwise — to the Islamic State, straight to Raqqa, to explain to the caliph how he is misunderstanding Islam. That would clear up this problem in a hurry. I volunteer to pay the bishop’s airfare.",Right
442,Robert Spencer,"The myth that poverty causes terrorism. In reality, study after study has shown that jihadists are not poor and bereft of economic opportunities, but generally wealthier and better educated than their peers. CNS noted that “according to a Rand Corporation report on counterterrorism, prepared for the Office of the Secretary of Defense in 2009, ‘Terrorists are not particularly impoverished, uneducated, or afflicted by mental disease. Demographically, their most important characteristic is normalcy (within their environment). Terrorist leaders actually tend to come from relatively privileged backgrounds.’ One of the authors of the RAND report, Darcy Noricks, also found that according to a number of academic studies, ‘Terrorists turn out to be more rather than less educated than the general population.’”",Right
443,Robert Spencer,"It is no surprise that the Washington Post is thrilled about Khizr Khan’s “brutal repudiation of Donald Trump,” even though Khan, not quite accurately, claims that Trump wants to “ban us from this country.” Trump has said nothing about banning Muslim citizens of the U.S. from the country, only about a temporary moratorium on immigration from terror states. In any case, all the effusive praise being showered on Khizr Khan today overlooks one central point: he is one man. His family is one family. There are no doubt many others like his, but this fact does not mean that there is no jihad, or that all Muslims in the U.S. are loyal citizens.",Right
444,Robert Spencer,"It isn’t surprising that Trump would be reading Jihad Watch. ... What makes this striking is that Trump made no secret of reading this site, unlike numerous others who are so afraid of the politically correct thought police that they read it in secret — even back when I was giving seminars for the U.S. military on the terrorist mindset, one colonel urged me not to say that I had been there, so afraid was he of Hamas-linked CAIR. It’s long past time to stop that kind of kowtowing. Those of us who are defending human rights against jihad terror and Sharia oppression have nothing to feel guilty about or ashamed of, and must not accept the enemy characterization of us, as that characterization itself is just a weapon in their arsenal and an attempt to clear away opposition to jihad and Sharia. It’s good news that the corrupt media is being passed over in favor of the truth tellers. Kudos to Trump for not bowing to the self-appointed arbiters of acceptable opinion.",Right
445,Robert Spencer,"This book represents the crown and summit of everything I have to say that anyone who doesn’t know me personally may care to listen to. I’ve written a guide to the Qur’an and a biography of Muhammad, and with this book, the case is complete—that is, the case that there are elements within Islam that pose a challenge to free societies, and that free people need to pay attention to this fact before it is, quite literally, too late. It is necessary for me to repeat yet again that this does not mean that every individual Muslim, or any given Muslim, embodies that challenge and is posing it individually, but as this book makes clear, the Islamic jihad imperative remains regardless of whether or not any Muslim individual decides to take it up.",Right
446,Robert Spencer,"The government of Myanmar denied committing any atrocities against the Rohingyas, asserting that many widely reported incidents had been fabricated, but the media generally brushed aside these denials. Few news outlets reported that the conflict had intensified in the summer and fall of 2017 because of an August 2017 jihad attack on Myanmar police and border posts. And hardly any news reports informed the public about the roots of the conflict: the Rohingya Muslims had actually been waging jihad against the Buddhists of Myanmar for nearly two centuries... In 1942, the British armed the Rohingyas to fight the Japanese, but the Rohingyas instead turned their weapons on the Buddhists, destroying whole villages, as well as Buddhist monasteries. When the British withdrew that same year in the face of the Japanese advance, the Rohingyas set upon the Buddhists of Arakan in force, killing at least 20,000... But for the media, the crisis in Myanmar was simply a matter of “anti-Muslim bigotry”...",Right
447,Stephen Miller,Am I the only one who is sick and tired of being told to pick up my trash when we have plenty of janitors who are paid to do it for us.,Right
448,Stephen Miller,"One way in which feminists try to remedy the disparity is to legally mandate paid leave for female employees who give birth, even if a company is struggling to stay afloat. Such laws provide powerful incentives for bosses-male or female-not to hire women to begin with. Of course, it's easy to support such legislation until you end up getting laid off because your boss was losing too much money by paying absent employees.",Right
449,Stephen Miller,"Shows like Queer As Folk, The ""L"" Word, Will & Grace and Sex and the City, all do their part to promote alternative lifestyles and erode traditional values.",Right
