,Unnamed: 0,Author,Quotes,Political Orientation,auto,texicity,rep
2258,514,William Luther Pierce,"This trendy, new crowd, which likes to do everything with committees, really believes that all it takes to make anything legal and OK is a majority. I guess they call that democracy. When the majority is what it has become in the United States today, a better name is mobocracy. But really, it's much worse than mob rule. It is rule by a self-appointed elite of utterly evil and destructive people who have in their hands the tools for controlling and guiding the mob. They're pretty cocky now -- so cocky, in fact, that they're making statements of the sort I've quoted today. They're cocky because they believe that no one can take away from them their tools for controlling the mob, and that as time passes and America becomes darker and more degenerate, their grip on the mob will only become firmer. Our job is to prove them wrong. It's a big job, and we'd better get started.",Right,0,trendy new crowd likes everything committees really believes takes make anything legal ok majority guess call democracy majority become united states today better name mobocracy really much worse mob rule rule self appointed elite utterly evil destructive people hands tools controlling guiding mob pretty cocky cocky fact making statements sort quoted today cocky believe one take away tools controlling mob time passes america becomes darker degenerate grip mob become firmer job prove wrong big job better get started,1
2259,515,William Luther Pierce,"Other people tell me that whatever solution we seek to the problems our people are facing today must be a solution without violence. And my response to that is that I am a peaceful man. All my adult life I have been a scholar and a teacher, never a man of violence. But look at the behavior of our opponents! All they know is violence and coercion and murder. I do not want violence, and I am determined to avoid it as long as I can.",Right,0,people tell whatever solution seek problems people facing today must solution without violence response peaceful man adult life scholar teacher never man violence look behavior opponents know violence coercion murder want violence determined avoid long,1
2260,516,William Luther Pierce,"People tell me, ""Oh, you must not advocate doing anything illegal."" My answer to them is that I have been a law-abiding man all my life. I believe in law and order. I believe that we must have a society governed strictly by laws, not by mobs or by any tyrant's whims of the moment -- or by any clever tribe of alien manipulators who have gained control of our mass media. But does anyone really believe that we have a society governed by laws today? Let us remember that we are living now in the era of O.J. Simpson and Bill Clinton. We have laws on the books, and we have police and courts which have the theoretical responsibility for enforcing those laws. And when it is Politically Correct to do so, they will.",Right,0,people tell oh must advocate anything illegal answer law abiding man life believe law order believe must society governed strictly laws mobs tyrant whims moment clever tribe alien manipulators gained control mass media anyone really believe society governed laws today let us remember living era j simpson bill clinton laws books police courts theoretical responsibility enforcing laws politically correct,1
2261,517,William Luther Pierce,"From my viewpoint it's the Clinton gang who are the outlaws, the violators of our Constitution and of all of our old-fashioned legal and moral principles, and anything that we do to oppose them is legal and is morally justified. Anyone who goes along with them is a traitor, in the strict, old-fashioned sense of the word, and anyone who sits on his hands now and refuses to oppose the Clinton gang is not much better.",Right,0,viewpoint clinton gang outlaws violators constitution old fashioned legal moral principles anything oppose legal morally justified anyone goes along traitor strict old fashioned sense word anyone sits hands refuses oppose clinton gang much better,1
2262,518,William Luther Pierce,"The only reason that a rabble of feminists and queers and Jews and Blacks and mestizos and liberals and Clinton supporters are running America into the ground today is that decent people are sitting on their hands. If the decent people in America would get off their hands and accept personal responsibility for what is being done to their world, and if they would make a commitment and begin working together, we could sweep the whole Clinton coalition into the dustbin of history. It doesn't matter that the Clinton rabble outnumber us. We will whip them in a minute. We will have the media bosses jumping into the ocean all along the East Coast and swimming toward Israel as fast as they can go. But first we must be willing to accept personal responsibility. And so my message today to every decent person who is listening is this: Don't be a shirker. Don't try to be a smart guy by continuing to cheer from the sidelines but refusing to join the team and get out on the field. Stand up and become a participant in life. Make of your life a model that people will remember and talk about long after you're gone. - Thoughts on Accepting Responsibility, 1999",Right,0,reason rabble feminists queers jews blacks mestizos liberals clinton supporters running america ground today decent people sitting hands decent people america would get hands accept personal responsibility done world would make commitment begin working together could sweep whole clinton coalition dustbin history matter clinton rabble outnumber us whip minute media bosses jumping ocean along east coast swimming toward israel fast go first must willing accept personal responsibility message today every decent person listening shirker try smart guy continuing cheer sidelines refusing join team get field stand become participant life make life model people remember talk long gone thoughts accepting responsibility 1999,1
2263,519,William Luther Pierce,"Bill Clinton said in his Portland State University speech that anyone who doesn't want America to become darker is ""un-American."" Isn't that something? This jerk who used to organize anti-American demonstrations during the Vietnam war and chant, ""Ho, Ho, Ho Chih Minh, the Viet Cong's gonna win,"" is now telling us that we're ""un-American""!",Right,0,bill clinton said portland state university speech anyone want america become darker un american something jerk used organize anti american demonstrations vietnam war chant ho ho ho chih minh viet cong gonna win telling us un american,1
2264,520,William Luther Pierce,"In 1918 Hitler was in a military hospital blinded from a British poison gas attack. He was just a corporal, he had no family, a limited education, no friends, no connections, no political status, nothing. He decides that he will lead Germany in redressing the grievous wrongs that had been done to it after the First World War and straightening out some of the mistakes that were being made in German society. And fifteen years later he is Chancellor of Germany and he did what he said he was going to do. A wounded war veteran with nobody to help him, and he pulled it up just through his own willpower. That is an amazing story. - The Fame of a Dead Man's deeds, 2001",Right,0,1918 hitler military hospital blinded british poison gas attack corporal family limited education friends connections political status nothing decides lead germany redressing grievous wrongs done first world war straightening mistakes made german society fifteen years later chancellor germany said going wounded war veteran nobody help pulled willpower amazing story fame dead man deeds 2001,1
2265,521,William Luther Pierce,"These days, to be ""patriotic"" means to wave the flag and shout slogans whenever the mass media deem it appropriate. It means to cheer the government whenever the government decides to use its cruise missiles or its smart bombs to kill a bunch of people in some other country, regardless of the reason. Instead of blood-based patriotism, today we have government-based patriotism. If you wave the flag and support the government, you're a patriot. If you don't like what the government is doing and you say so, then all of the flag-waving, slogan-shouting yahoos look at you as if you were the enemy.",Right,0,days patriotic means wave flag shout slogans whenever mass media deem appropriate means cheer government whenever government decides use cruise missiles smart bombs kill bunch people country regardless reason instead blood based patriotism today government based patriotism wave flag support government patriot like government say flag waving slogan shouting yahoos look enemy,1
2266,522,William Luther Pierce,"Griffin, Robert S. (2001). The Fame of a Dead Man's Deeds. National Vanguard Books. ISBN 0-7596-0933-0.  (self-published)",Right,0,griffin robert 2001 fame dead man deeds national vanguard books isbn 0 7596 0933 0 self published,1
2268,524,Joel Pollak,"Ideologically, Pelosi is a far-left talking points machine. Tactically, she knows nothing else other than how to attack. Her worldview admits of no compromise and there seems to be no space in her imagination for new ideas. She has refashioned her dwindling caucus in her image, as the moderate, red-state Democrats have been steadily decimated, leaving nothing but the bicoastal liberals representing the inner city poor and the elite suburban gentry. She feels no pressure to change or to improve.",Right,0,ideologically pelosi far left talking points machine tactically knows nothing else attack worldview admits compromise seems space imagination new ideas refashioned dwindling caucus image moderate red state democrats steadily decimated leaving nothing bicoastal liberals representing inner city poor elite suburban gentry feels pressure change improve,1
2269,525,Joel Pollak,"Trump is arguing that through a stronger and more assertive negotiating posture, using all the tools of persuasion theoretically at our disposal, the U.S. should be able to capture more of the gains from free trade. It is quite possible that the free trade regime that results from this approach will be more efficient, more equitable, and more legitimate than what we currently have. Free trade enthusiasts who support President Trump are simply saying that his new approach deserves a chance. No one has abandoned free trade, and if the veterans of NeverTrump would put aside their wounded pride, they might see that there is less distance between them and the administration than they may care to admit.",Right,0,trump arguing stronger assertive negotiating posture using tools persuasion theoretically disposal u able capture gains free trade quite possible free trade regime results approach efficient equitable legitimate currently free trade enthusiasts support president trump simply saying new approach deserves chance one abandoned free trade veterans nevertrump would put aside wounded pride might see less distance administration may care admit,1
2270,526,Matt Drudge,"I am a conservative. I'm very much pro-life. If you go down the list of what makes up a conservative, I'm there almost all the way.",Right,0,conservative much pro life go list makes conservative almost way,1
2271,527,Matt Drudge,"In every state and nearly every civilized nation in the developed world, readers know where to go for action and reaction of news – at least one day ahead... Free from any corporate concerns, there are simply too many to thank since the site's inception in 1994. This new attempt at the old American experiment of full freedom in reporting is ever exciting. Those in power have everything to lose by individuals who march to their own rules.",Right,0,every state nearly every civilized nation developed world readers know go action reaction news least one day ahead free corporate concerns simply many thank since site inception 1994 new attempt old american experiment full freedom reporting ever exciting power everything lose individuals march rules,1
2272,528,Nicholas Wade,"I think the subject of race has been so difficult and so polluted by malign ideas that most people have just left it alone, including geneticists. … Most genetic variation is neutral – it doesn't do anything for or against the phenotype, and evolution ignores it – so most previous attempts to look at race have concluded that there's little difference between races. I think this position is the one on which the social scientists are basing their position. … If you look at the genes that do make a difference, selected genes, which are a tiny handful of the whole, you do find a number of differences, not very many, but a number of interesting differences between races as to which genes have been selected. This, of course, makes a lot of sense, because once the human family dispersed from its homeland in Africa, people faced different environments on each continent, different climates, different evolutionary challenges, and each group adapted to its environment in its own way.",Right,0,think subject race difficult polluted malign ideas people left alone including geneticists genetic variation neutral anything phenotype evolution ignores previous attempts look race concluded little difference races think position one social scientists basing position look genes make difference selected genes tiny handful whole find number differences many number interesting differences races genes selected course makes lot sense human family dispersed homeland africa people faced different environments continent different climates different evolutionary challenges group adapted environment way,1
2273,529,Nicholas Wade,"The geneticists, if you read their papers, have long been using code words. They sort of dropped the term ""race"" about 1980 or earlier, and instead you see code words like ""population"" or ""population structure."" Now that they're able to define race in genetic terms they tend to use other words, like ""continental groups"" or ""continent of origin,"" which does, indeed, correspond to the everyday conception of race. When I'm writing I prefer to use the word race because that's the word that everyone understands. It's a word with baggage, but it's not necessarily a malign word.",Right,0,geneticists read papers long using code words sort dropped term race 1980 earlier instead see code words like population population structure able define race genetic terms tend use words like continental groups continent origin indeed correspond everyday conception race writing prefer use word race word everyone understands word baggage necessarily malign word,1
2275,531,Nicholas Wade,"The recent discoveries that human evolution has been recent, copious and regional severely undercut the social scientists' official view of the world because they establish that genetics may have played a possible substantial role alongside culture in shaping the differences between human populations.",Right,0,recent discoveries human evolution recent copious regional severely undercut social scientists official view world establish genetics may played possible substantial role alongside culture shaping differences human populations,1
2276,532,Nicholas Wade,"From an evolutionary perspective, the human races are all very similar variations of the same gene pool. The question that looms over all the social sciences, unanswered and largely unaddressed, is how to explain the paradox that people as individuals are so similar yet human societies differ so conspicuously in their cultural and economic attainments.",Right,0,evolutionary perspective human races similar variations gene pool question looms social sciences unanswered largely unaddressed explain paradox people individuals similar yet human societies differ conspicuously cultural economic attainments,1
2277,533,Nicholas Wade,"There are two important factors to consider in the emergence of social change. One is that a society develops through changes in its institutions, which are blends of culture and genetically shaped social behavior. The other is that the genes and culture interact. This may seem paradoxical to anyone who considers genes and culture to be entirely separate realms. But it is scarcely surprising from an evolutionary perspective, given that the genome is designed to respond to the environment, and a major component of the human environment is society and its cultural practices.",Right,0,two important factors consider emergence social change one society develops changes institutions blends culture genetically shaped social behavior genes culture interact may seem paradoxical anyone considers genes culture entirely separate realms scarcely surprising evolutionary perspective given genome designed respond environment major component human environment society cultural practices,1
2278,534,Nicholas Wade,"Over the last 50,000 years, modern humans have been subjected to enormous evolutionary pressures, in part from the consequences of their own social culture. They explored new ranges and climates and developed new social structures. Fast adaption, particularly to new social structures, was required as each population strove to exploit its own ecological niche and to avoid conquest by its neighbors. The genetic mechanism that made possible this rapid evolutionary change was the soft sweep, the reshaping of existing traits by quick minor adjustments in the sets of alleles that controlled them. But what began as a single experiment with the ancestral human population became a set of parallel experiments once the ancestral population had spread throughout the world. These independent evolutionary paths led inevitably to the different human populations or races that inhabit each continent.",Right,0,last 50 000 years modern humans subjected enormous evolutionary pressures part consequences social culture explored new ranges climates developed new social structures fast adaption particularly new social structures required population strove exploit ecological niche avoid conquest neighbors genetic mechanism made possible rapid evolutionary change soft sweep reshaping existing traits quick minor adjustments sets alleles controlled began single experiment ancestral human population became set parallel experiments ancestral population spread throughout world independent evolutionary paths led inevitably different human populations races inhabit continent,1
2279,535,Nicholas Wade,"The classification of humans into five continental based races is perfectly reasonable and is supported by genome clustering studies. In addition, classification into the three major races of African, East Asian and European is supported by the physical anthropology of human skull types and dentition.",Right,0,classification humans five continental based races perfectly reasonable supported genome clustering studies addition classification three major races african east asian european supported physical anthropology human skull types dentition,1
2280,536,Nicholas Wade,"Each of the major civilizations has developed the institutions appropriate for its circumstances and survival. But these institutions, though heavily imbued with cultural traditions, rest of a bedrock of genetically shaped human behavior.",Right,0,major civilizations developed institutions appropriate circumstances survival institutions though heavily imbued cultural traditions rest bedrock genetically shaped human behavior,1
2281,537,Nicholas Wade,"If running a productive, Western-style economy were simply a matter of culture, it should be possible for African and Middle Eastern countries to import Western institutions and business methods, just as East Asian countries have done. But this is evidently not a straightforward task. Though it was justifiable at first to blame the evils of colonialism, two generations or more have now passed since most foreign powers withdrew from Africa and the Middle East, and the strength of this explanation has to some extent faded.",Right,0,running productive western style economy simply matter culture possible african middle eastern countries import western institutions business methods east asian countries done evidently straightforward task though justifiable first blame evils colonialism two generations passed since foreign powers withdrew africa middle east strength explanation extent faded,1
2282,538,Nicholas Wade,"Tribal behavior is more deeply ingrained than are mere cultural prescriptions. Its longevity and stability point strongly to a genetic basis. This is hardly surprising, given that tribes are the default human social institution. The inbuilt nature of tribalism explains why it took so many thousands of years for East Asians and later Europeans to break free of its deadening embrace.",Right,0,tribal behavior deeply ingrained mere cultural prescriptions longevity stability point strongly genetic basis hardly surprising given tribes default human social institution inbuilt nature tribalism explains took many thousands years east asians later europeans break free deadening embrace,1
2283,539,Nicholas Wade,"The various races and ethnicities into which humans have evolved represent a grand experiment in which nature has tested out some of the variations inherent in the human genome. The experiment is not being conducted in our interests - it has no purpose or goal - yet it offers considerable benefits. Instead of there being a single type of human society, there are many, creating a rich diversity of cultures whose more promising features can be adopted and improved on by others.",Right,0,various races ethnicities humans evolved represent grand experiment nature tested variations inherent human genome experiment conducted interests purpose goal yet offers considerable benefits instead single type human society many creating rich diversity cultures whose promising features adopted improved others,1
2284,540,Nicholas Wade,The idea that human populations are genetically different from one another has been actively ignored by academics and policy makers for fear that such inquiry might promote racism. The argument offered here is that people the world over are highly similar as individuals but that societies differ widely because of evolutionary differences in social behavior. It would be better to take account of evolutionary differences than to continue to ignore them.,Right,0,idea human populations genetically different one another actively ignored academics policy makers fear inquiry might promote racism argument offered people world highly similar individuals societies differ widely evolutionary differences social behavior would better take account evolutionary differences continue ignore,1
2285,541,Nicholas Wade,"Many forms of new knowledge are potentially dangerous, the energy of the atom being a preeminent example. But instead of curtailing inquiry Western societies have in general assumed that the better policy is to continue exploration in confidence that the rewards can be reaped and the risks managed. It is hard to see why exploration of the human genome and its racial variations should be made an exception to this principle, even though researchers and their audience must first develop the words and concepts to discuss a dangerous subject objectively.",Right,0,many forms new knowledge potentially dangerous energy atom preeminent example instead curtailing inquiry western societies general assumed better policy continue exploration confidence rewards reaped risks managed hard see exploration human genome racial variations made exception principle even though researchers audience must first develop words concepts discuss dangerous subject objectively,1
2286,542,John R. Bolton,The only thing that will stop Iran from getting nuclear weapons is regime change in Tehran.,Right,0,thing stop iran getting nuclear weapons regime change tehran,1
2287,543,John R. Bolton,The critical oil and natural gas producing region that we fought so many wars to try and protect our economy from the adverse impact of losing that supply or having it available only at very high prices.,Right,0,critical oil natural gas producing region fought many wars try protect economy adverse impact losing supply available high prices,1
2288,544,John R. Bolton,"Individual liberty is the whole purpose of political life, and I thought it was threatened then [in 1964 becoming politically engaged at age 15] and I think it's threatened now.",Right,0,individual liberty whole purpose political life thought threatened 1964 becoming politically engaged age 15 think threatened,1
2289,545,John R. Bolton,"There were a lot of people who were Reaganauts going in, as there are always people who are conservatives going in. But they don't act like conservatives after they get there. There is skill to maneuvering the bureaucracy. And I think one argument I could make would be, I've never run for office, I'm not a conventional politician, that's for sure, but I have been in government, and I know how it works. I have actually gotten things done in the government.",Right,0,lot people reaganauts going always people conservatives going act like conservatives get skill maneuvering bureaucracy think one argument could make would never run office conventional politician sure government know works actually gotten things done government,1
2290,546,John R. Bolton,"...as I followed his [candidate Obama] obsession with restructuring our entire domestic way of life, it became completely clear to me that our willful ignoring of national-security policy was going to cost us...I was watching what was happening in 2008, and I thought, How can this be?",Right,0,followed candidate obama obsession restructuring entire domestic way life became completely clear willful ignoring national security policy going cost us watching happening 2008 thought,1
2291,547,John R. Bolton,"People have said to me, 'Well, if you ran you might get more speaking appearances, and you could sell another book.' Frankly, that's the last thing on my mind. If I get in, I'll get in to win.",Right,0,people said well ran might get speaking appearances could sell another book frankly last thing mind get get win,1
2292,548,John R. Bolton,"[Recalling Bill Clinton, a Yale University classmate:] I remember him as very gregarious, never in class, always talking to someone out in the hallway or in the dining room or something like that. I remember her (Hillary Rodham Clinton) as very rigid, unfriendly, hard-core left-winger.",Right,0,recalling bill clinton yale university classmate remember gregarious never class always talking someone hallway dining room something like remember hillary rodham clinton rigid unfriendly hard core left winger,1
2293,549,John R. Bolton,"[Recalling George H. W. Bush's Secretary of State James Baker:]...the best secretary of state since Dean Acheson. I say that because he and Bush 41 had an incredibly tempestuous period in history, and they navigated through it with great success.",Right,0,recalling george h w bush secretary state james baker best secretary state since dean acheson say bush 41 incredibly tempestuous period history navigated great success,1
2294,550,John R. Bolton,...it's absolutely critical that we have a more informed debate on foreign and national-security policy than we've had the last two years.[regarding first half of Obama term],Right,0,absolutely critical informed debate foreign national security policy last two years regarding first half obama term,1
2295,551,John R. Bolton,"Obama will be very good at that point at pretending to be the commander-in-chief. We have to have a Republican who will be able to look him in the eye and beat him in that debate. You can have lots of people writing talking points for you, and you can have lots of people writing posts on your website, but, out there, it's one on one. And if we're not prepared to win that debate-we're gonna be in trouble.",Right,0,obama good point pretending commander chief republican able look eye beat debate lots people writing talking points lots people writing posts website one one prepared win debate gonna trouble,1
2296,552,John R. Bolton,I've heard over and over that people don't vote on the basis of foreign policy.,Right,0,heard people vote basis foreign policy,1
2297,553,John R. Bolton,"[On the Tea Party:] I like it because their view of government is essentially the same as mine, and I like it because they're regular people who, but for the shock of Obama's radicalism, probably would not have gotten active in politics.",Right,0,tea party like view government essentially mine like regular people shock obama radicalism probably would gotten active politics,1
2298,554,John R. Bolton,"What's needed in this next campaign is to say, with clarity, why a pro-individual-liberty, small-government perspective is what most Americans really want.",Right,0,needed next campaign say clarity pro individual liberty small government perspective americans really want,1
2299,555,John R. Bolton,"I'm against abortion as a form of birth control, and I basically hold to the Reagan position.",Right,0,abortion form birth control basically hold reagan position,1
2300,556,John R. Bolton,"[On entitlements:] I think we've got to go after them root and branch...if we're ever gonna do it, this is the time to do it.",Right,0,entitlements think got go root branch ever gonna time,1
2301,557,John R. Bolton,"I think this [Obama] administration, if its policies were pursued for an extended period of time, would take us into decline, but there's nothing wrong with this country that a real president couldn't cure.",Right,0,think obama administration policies pursued extended period time would take us decline nothing wrong country real president could cure,1
2302,558,Dinesh D'Souza,"Consistent with Martin Luther King's vision, the government should stop color-coding its citizens.",Right,0,consistent martin luther king vision government stop color coding citizens,1
2303,559,Dinesh D'Souza,"Colonial possessions added to the prestige, and to a much lesser degree to the wealth, of Europe. But the primary cause of Western affluence and power is internal – the institutions of science, democracy, and capitalism acting in concert.",Right,0,colonial possessions added prestige much lesser degree wealth europe primary cause western affluence power internal institutions science democracy capitalism acting concert,1
2304,560,Dinesh D'Souza,America is the most magnanimous of all imperial powers that have ever existed.,Right,0,america magnanimous imperial powers ever existed,1
2305,561,Dinesh D'Souza,"Virtue has great power, but not if it is imposed – only when it is chosen.",Right,0,virtue great power imposed chosen,1
2306,562,Dinesh D'Souza,"Atheism, not religion, is the real force behind the mass murders of history.",Right,0,atheism religion real force behind mass murders history,1
2307,563,Dinesh D'Souza,"I've been studying radical Islamic thought—specifically, the thinkers who have influenced contemporary radical Muslims. When you read their work, you find that there are no denunciations of modernity, no condemnations of science, no condemnations of freedom. In fact, their whole argument seems to be that the United States—through our support of secular dictators in the region—is denying Muslims freedom and control over their own destiny.",Right,0,studying radical islamic thought specifically thinkers influenced contemporary radical muslims read work find denunciations modernity condemnations science condemnations freedom fact whole argument seems united states support secular dictators region denying muslims freedom control destiny,1
2308,564,Dinesh D'Souza,"If the televangelists are guilty of producing some simple-minded, self-righteous Christians, then the atheist authors are guilty of producing self-congratulatory buffoons like Condell.",Right,0,televangelists guilty producing simple minded self righteous christians atheist authors guilty producing self congratulatory buffoons like condell,1
2309,565,Dinesh D'Souza,"The ideas that define Western civilization, Nietzsche said, are based on Christianity. Because some of these ideas seem to have taken on a life of their own, we might have the illusion that we can abandon Christianity while retaining them. This illusion, Nietzsche warns us, is just that. Remove Christianity and the ideas fall too.",Right,0,ideas define western civilization nietzsche said based christianity ideas seem taken life might illusion abandon christianity retaining illusion nietzsche warns us remove christianity ideas fall,1
2310,566,Dinesh D'Souza,"Our President is trapped in his father's time machine. Incredibly, the U.S. is being ruled according to the dreams of a Luo tribesman of the 1950s. This philandering, inebriated African socialist, who raged against the world for denying him the realization of his anticolonial ambitions, is now setting the nation's agenda through the reincarnation of his dreams in his son. The son makes it happen, but he candidly admits he is only living out his father's dream. The invisible father provides the inspiration, and the son dutifully gets the job done. America today is governed by a ghost.",Right,0,president trapped father time machine incredibly u ruled according dreams luo tribesman 1950s philandering inebriated african socialist raged world denying realization anticolonial ambitions setting nation agenda reincarnation dreams son son makes happen candidly admits living father dream invisible father provides inspiration son dutifully gets job done america today governed ghost,1
2311,567,Dinesh D'Souza,"The American Indians sold Manhattan to the Dutch for $700 in today's money. My point is, that's what Manhattan was worth then. It was useless, it was just a piece of land, like any other piece of land which you can buy today for $700 in many places in the world. Manhattan today is the result of the people who built it, not the original inhabitants who occupied or sold it.",Right,0,american indians sold manhattan dutch $700 today money point manhattan worth useless piece land like piece land buy today $700 many places world manhattan today result people built original inhabitants occupied sold,1
2312,568,Dinesh D'Souza,"The American idea of wealth creation is being embraced in India, in China, all over the world. It's lifting hundreds of millions of people out of poverty. So ironically this American formula that we are moving away from at home under Obama is being enthusiastically embraced all around the world.",Right,0,american idea wealth creation embraced india china world lifting hundreds millions people poverty ironically american formula moving away home obama enthusiastically embraced around world,1
2313,569,Dinesh D'Souza,"Scaring the children: for Halloween last night, I dressed as a Democrat and when kids came to my door, I took half of their candy!",Right,0,scaring children halloween last night dressed democrat kids came door took half candy,1
2314,570,Dinesh D'Souza,"Anti-Americanism from abroad would not be such a problem if Americans were united in standing up for their own country. But in this country itself, there are those who blame America for most of the evils in the world. On the political left, many fault the United States for a history of slavery, and for continuing inequality and racism. Even on the right, traditionally the home of patriotism, we hear influential figures say that America has become so decadent... If these critics are right, then America should be destroyed. And who can dispute some of their particulars? This country did have a history of slavery and racism continues to exist. There is much in our culture that is vulgar and decadent. But the critics are wrong about America, because they are missing the big picture. In their indignation over the sins of America, they ignore what is unique and good about American civilization.",Right,0,anti americanism abroad would problem americans united standing country country blame america evils world political left many fault united states history slavery continuing inequality racism even right traditionally home patriotism hear influential figures say america become decadent critics right america destroyed dispute particulars country history slavery racism continues exist much culture vulgar decadent critics wrong america missing big picture indignation sins america ignore unique good american civilization,1
2315,571,Dinesh D'Souza,"In the American view, there is nothing vile or degraded about serving your customers either as a CEO or as a waiter. The ordinary life of production and supporting a family is more highly valued in the United States than in any other country. America is the only country in the world where we call the waiter 'sir', as if he were a knight. America has achieved greater social equality than any other society. True, there are large inequalities of income and wealth in America. In purely economic terms, Europe is more egalitarian. But Americans are socially more equal than any other people, and this is unaffected by economic disparities. Alexis de Tocqueville noticed this egalitarianism a century and a half ago and it is, if anything, more prevalent today. For all his riches, Bill Gates could not approach the typical American and say, 'Here's a $100 bill. I'll give it to you if you kiss my feet'. Most likely, the person would tell Gates to go to hell! The American view is that the rich guy may have more money, but he isn't in any fundamental sense better than anyone else.",Right,0,american view nothing vile degraded serving customers either ceo waiter ordinary life production supporting family highly valued united states country america country world call waiter sir knight america achieved greater social equality society true large inequalities income wealth america purely economic terms europe egalitarian americans socially equal people unaffected economic disparities alexis de tocqueville noticed egalitarianism century half ago anything prevalent today riches bill gates could approach typical american say $100 bill give kiss feet likely person would tell gates go hell american view rich guy may money fundamental sense better anyone else,1
2316,572,Dinesh D'Souza,"Visitors to places like New York are amazed to see the way in which Serbs and Croatians, Sikhs and Hindus, Irish Catholics and Irish Protestants, Jews and Palestinians, all seem to work and live together in harmony. How is this possible when these same groups are spearing each other and burning each other's homes in so many places in the world?",Right,0,visitors places like new york amazed see way serbs croatians sikhs hindus irish catholics irish protestants jews palestinians seem work live together harmony possible groups spearing burning homes many places world,1
2317,573,Dinesh D'Souza,"America, the freest nation on Earth, is also the most virtuous nation on Earth. This point seems counter-intuitive, given the amount of conspicuous vulgarity, vice and immorality in America. Some Islamic fundamentalists argue that their regimes are morally superior to the United States because they seek to foster virtue among the citizens. Virtue, these fundamentalists argue, is a higher principle than liberty. Indeed it is. And let us admit that in a free society, freedom will frequently be used badly. Freedom, by definition, includes the freedom to do good or evil, to act nobly or basely. But if freedom brings out the worst in people, it also brings out the best. The millions of Americans who live decent, praiseworthy lives desire our highest admiration because they have opted for the good when the good is not the only available option. Even amid the temptations of a rich and free society, they have remained on the straight path. Their virtue has special luster because it is freely chosen. By contrast, the societies that many Islamic fundamentalists seek would eliminate the possibility of virtue. If the supply of virtue is insufficient in a free society like America, it is almost nonexistent in an unfree society like Iran's. The reason is that coerced virtues are not virtues at all. Consider the woman who is required to wear a veil. There is no modesty in this, because she is being compelled. Compulsion cannot produce virtue, it can only produce the outward semblance of virtue. Thus a free society like America's is not merely more prosperous, more varied, more peaceful, and more tolerant; it is also morally superior to the theocratic and authoritarian regimes that America's enemies advocate.",Right,0,america freest nation earth also virtuous nation earth point seems counter intuitive given amount conspicuous vulgarity vice immorality america islamic fundamentalists argue regimes morally superior united states seek foster virtue among citizens virtue fundamentalists argue higher principle liberty indeed let us admit free society freedom frequently used badly freedom definition includes freedom good evil act nobly basely freedom brings worst people also brings best millions americans live decent praiseworthy lives desire highest admiration opted good good available option even amid temptations rich free society remained straight path virtue special luster freely chosen contrast societies many islamic fundamentalists seek would eliminate possibility virtue supply virtue insufficient free society like america almost nonexistent unfree society like iran reason coerced virtues virtues consider woman required wear veil modesty compelled compulsion cannot produce virtue produce outward semblance virtue thus free society like america merely prosperous varied peaceful tolerant also morally superior theocratic authoritarian regimes america enemies advocate,1
2318,574,Dinesh D'Souza,"We should love our country not just because it is ours, but also because it is good. America is far from perfect, and there is lots of room for improvement. In spite of its flaws, however, American life as it is lived today is the best life that our world has to offer. Ultimately America is worthy of our love and sacrifice because, more than any other society, it makes possible the good life, and the life that is good.",Right,0,love country also good america far perfect lots room improvement spite flaws however american life lived today best life world offer ultimately america worthy love sacrifice society makes possible good life life good,1
2319,575,Dinesh D'Souza,"If I had remained in India, I would probably have lived my whole life within a five-mile radius of where I was born. I would undoubtedly have married a woman of my identical religious and socioeconomic background. I would almost certainly have become a medical doctor, or an engineer, or a computer programmer. I would have socialized entirely within my ethnic community. I would have a whole set of opinions that could be predicted in advance; indeed, they would not be very different from what my father believed, or his father before him. In sum, my destiny would to a large degree have been given to me... The typical American could come to India, live for 40 years, and take Indian citizenship. But he could not 'become Indian'. He wouldn't see himself that way, nor would most Indians see him that way. In America, by contrast, hundreds of millions have come from far-flung shores and over time they, or at least their children, have in a profound and full sense 'become American'.",Right,0,remained india would probably lived whole life within five mile radius born would undoubtedly married woman identical religious socioeconomic background would almost certainly become medical doctor engineer computer programmer would socialized entirely within ethnic community would whole set opinions could predicted advance indeed would different father believed father sum destiny would large degree given typical american could come india live 40 years take indian citizenship could become indian would see way would indians see way america contrast hundreds millions come far flung shores time least children profound full sense become american,1
2320,576,Dinesh D'Souza,"If racism is not the main problem for blacks, what is? Liberal antiracism.",Right,0,racism main problem blacks liberal antiracism,1
2321,577,Dinesh D'Souza,Racism originated not in ignorance and fear but as part of an enlightened enterprise of intellectual discovery.,Right,0,racism originated ignorance fear part enlightened enterprise intellectual discovery,1
2322,578,Dinesh D'Souza,"The main contemporary obstacle facing African Americans is neither white racism, as many liberals claim, nor black genetic deficiency, as Charles Murray and others imply. Rather it involves destructive and pathological cultural patterns of behavior: excessive reliance on government, conspiratorial paranoia about racism, a resistance to academic achievement as ""acting white,"" a celebration of the criminal and outlaw as authentically black, and the normalization of illegitimacy and dependency.",Right,0,main contemporary obstacle facing african americans neither white racism many liberals claim black genetic deficiency charles murray others imply rather involves destructive pathological cultural patterns behavior excessive reliance government conspiratorial paranoia racism resistance academic achievement acting white celebration criminal outlaw authentically black normalization illegitimacy dependency,1
