created_at,handle,mined_at,retweet_count,text,tweet_id
Sun Nov 19 02:58:49 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907834,0,https://t.co/94OvkPUMYo,932080693630390274
Sun Nov 19 02:58:35 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907838,19,https://t.co/7XH58lfGyM,932080637711933441
Sun Nov 19 02:58:20 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907842,2,https://t.co/CeJhyIdReI,932080571932651520
Sun Nov 19 02:58:04 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907846,1,https://t.co/wHjR0WnZKi,932080505553551360
Sun Nov 19 02:57:51 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907851,5,https://t.co/RwCOb0AWbi,932080449949765632
Sun Nov 19 02:57:38 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907855,1,https://t.co/n1UGa2xwH0,932080395356696581
Sun Nov 19 02:57:23 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907860,1,https://t.co/BFDlPq88tT,932080334468014080
Sun Nov 19 02:57:11 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907865,1,https://t.co/6Ysq4iJShs,932080283620388865
Sun Nov 19 02:56:58 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907869,0,https://t.co/ujLD2B5he8,932080229379698688
Sun Nov 19 02:56:44 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907986,0,https://t.co/OVA7UGrweQ,932080171896754176
Sun Nov 19 02:56:31 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907992,4,https://t.co/2YdFq2hYZ6,932080115370156032
Sun Nov 19 02:56:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907996,1,https://t.co/Qs0CMhXwkP,932080059434795008
Sun Nov 19 02:56:09 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.907999,0,https://t.co/aWFkxdSICf https://t.co/Dmhk3wYOiP,932080022801797122
Sun Nov 19 02:56:08 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908003,0,https://t.co/6fYOiZP8JI https://t.co/9MnDqYyGRY,932080018645188609
Sun Nov 19 02:56:04 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908007,1,https://t.co/kpcoRdMSfs,932080001557630976
Sun Nov 19 02:55:53 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908012,1,https://t.co/6fYOiZP8JI,932079955726553089
Sun Nov 19 02:55:37 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908015,1,https://t.co/ZLEp0v6OU7,932079889888530432
Sun Nov 19 02:55:24 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908019,0,https://t.co/9hqNEdzIud,932079836931207168
Sun Nov 19 02:54:39 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908023,3,https://t.co/yKWZvQF8R4 https://t.co/ujVLLjBxir,932079647919091712
Sun Nov 19 02:54:22 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908028,15,https://t.co/vPRcKZAeeJ,932079576863436806
Sun Nov 19 02:54:06 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908031,0,https://t.co/548FlAcfkE,932079507305062400
Sun Nov 19 02:54:02 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908035,0,https://t.co/0bpIlmkjbb https://t.co/PrG7ODuR7n,932079490091634688
Sun Nov 19 02:53:52 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908038,2,https://t.co/yYV1bWo8ks,932079446936473600
Sun Nov 19 02:53:49 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908042,1,https://t.co/YlKh3VJHzs https://t.co/YMwsMrj4Aj,932079436098424832
Sun Nov 19 02:53:38 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908045,8,https://t.co/g53Lr7v18d,932079390191767552
Sun Nov 19 02:53:22 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908049,0,https://t.co/yP1SfuIMaA,932079321296056323
Sun Nov 19 02:52:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908053,0,https://t.co/OVzX6dFLDh https://t.co/57tD6HyCWv,932079052944486401
Sun Nov 19 02:51:17 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908056,2,https://t.co/nGBN7N96nO,932078799533027330
Sun Nov 19 02:51:00 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908060,0,https://t.co/OVzX6dFLDh,932078729634959360
Sun Nov 19 02:50:44 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908064,0,https://t.co/i2TEESUyPC,932078661745946624
Sun Nov 19 02:50:30 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908068,0,https://t.co/93PLy2Escx,932078603105423360
Sun Nov 19 02:50:16 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908072,1,https://t.co/yKWZvQF8R4,932078543936344069
Sun Nov 19 02:49:58 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908077,1,https://t.co/d3FiIz2pQC,932078466656362496
Sun Nov 19 02:49:41 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908081,0,https://t.co/oGxSUNhy9p,932078396783374337
Sun Nov 19 02:49:32 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908085,0,https://t.co/148h9jvHQy https://t.co/prpedw2bTu,932078359328239616
Sun Nov 19 02:49:27 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908089,0,https://t.co/4BI14LwdBJ,932078336163172352
Sun Nov 19 02:49:14 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908093,1,https://t.co/M12OH4N3Ip https://t.co/HVuPqgMCyz,932078283948216320
Sun Nov 19 02:49:08 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908097,0,https://t.co/aWFkxdSICf,932078258165833729
Sun Nov 19 02:48:51 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908100,1,https://t.co/0JAytdLGZT,932078187789651969
Sun Nov 19 02:48:41 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908104,0,https://t.co/pTRM8U7Qla https://t.co/ok2QWN5Mi8,932078142675660800
Sun Nov 19 02:48:31 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908107,4,https://t.co/htNfxmektm,932078101999292416
Sun Nov 19 02:48:30 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908110,0,https://t.co/mIWRbgsvVP https://t.co/OZhfPLYgAc,932078097914048512
Sun Nov 19 02:48:15 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908114,2,https://t.co/pTRM8U7Qla,932078036207448065
Sun Nov 19 02:48:00 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908118,1,https://t.co/mIWRbgsvVP,932077971816493056
Sun Nov 19 02:47:45 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908121,3,https://t.co/M12OH4N3Ip,932077909975748608
Sun Nov 19 02:47:30 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908125,0,https://t.co/n1jbKZLIbW,932077847157624832
Sun Nov 19 02:47:08 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908128,10,https://t.co/dlOeKHD7jm,932077755302281218
Sun Nov 19 02:46:46 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908132,3,"@noamchomskyT @democracynow @DocumentaryFWP @DiEM_25 @yanisvaroufakis #NoamChomsky 

https://t.co/TvChlps90P",932077662029451264
Sun Nov 19 02:46:44 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908135,1,https://t.co/bBSquNU5fk https://t.co/pLuld6krv1,932077652890054656
Sun Nov 19 02:46:13 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908138,0,https://t.co/JdGp563mhf https://t.co/VkB4Rcr6Nc,932077522086395904
Sun Nov 19 02:41:40 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908142,2,https://t.co/wwouh06XEE https://t.co/qqTSyFOW9w,932076379205537792
Sun Nov 19 02:36:19 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908145,0,https://t.co/mW5gCEpmPs https://t.co/bmVEFhd0CS,932075032918011904
Sun Nov 19 02:35:48 +0000 2017,Noam Chomsky,2019-05-04 22:38:33.908148,1,https://t.co/pcC199vRct https://t.co/Q0JS3gJDbo,932074901787369473
Sun Nov 19 02:34:31 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420064,0,https://t.co/SdlmjCgMRo https://t.co/gtqkaAxI1z,932074578574299136
Sun Nov 19 02:32:02 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420089,0,https://t.co/cgmrafIYh4 https://t.co/7L0YysTd5w,932073955917221888
Sun Nov 19 02:29:52 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420093,1,https://t.co/RmhDlpfdXL https://t.co/qF2AmvpeY5,932073410582208512
Sun Nov 19 02:29:29 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420097,2,https://t.co/64JxMXjb25 https://t.co/iiLFnivFz8,932073314255818752
Sun Nov 19 02:29:03 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420101,0,https://t.co/I68A161T8i https://t.co/rkrrnOFg3V,932073202783748096
Sun Nov 19 02:27:02 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420104,0,https://t.co/brioO7jBWW https://t.co/E3FeDi6D6H,932072697999261696
Sun Nov 19 02:25:49 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420108,4,https://t.co/UYeAG0dNoi https://t.co/CVDQM4mmHC,932072389894131714
Sun Nov 19 02:25:30 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420111,0,https://t.co/CHghGiL4Zq https://t.co/dI4H2PtCp9,932072308491079680
Sun Nov 19 02:23:48 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420115,0,https://t.co/cEvvDZrOJh https://t.co/mUM3nLnE79,932071883771727872
Sun Nov 19 02:20:00 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420118,2,https://t.co/wwouh06XEE,932070924739928066
Sun Nov 19 02:19:42 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420122,0,https://t.co/YlKh3VJHzs,932070851960242176
Sun Nov 19 02:19:08 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420125,0,https://t.co/bBSquNU5fk,932070710020919296
Sun Nov 19 02:18:55 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420128,1,https://t.co/0bpIlmkjbb,932070654140174337
Sun Nov 19 02:18:35 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420132,0,https://t.co/JdGp563mhf,932070570174316544
Sun Nov 19 02:16:32 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420136,1,https://t.co/bmLRL9tGPU https://t.co/So9uz7Docu,932070055256449036
Sun Nov 19 02:16:12 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420139,0,https://t.co/bmLRL9tGPU https://t.co/JZaIrmSdVZ,932069970057494528
Sun Nov 19 02:13:59 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420143,2,https://t.co/wKRFqtTXGl https://t.co/DqlacRBLwD,932069412777136128
Sun Nov 19 02:08:43 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420147,1,https://t.co/cfnUCPe3BN,932068088232710146
Sun Nov 19 02:08:32 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420150,2,https://t.co/mW5gCEpmPs,932068042179272704
Sun Nov 19 02:08:20 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420154,1,https://t.co/HzlgkFF1T0,932067990803271681
Sun Nov 19 02:08:05 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420157,1,https://t.co/wKRFqtTXGl,932067927448268800
Sun Nov 19 02:07:54 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420160,0,https://t.co/CHghGiL4Zq,932067879998099457
Sun Nov 19 02:07:43 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420164,0,https://t.co/148h9jvHQy,932067836272480256
Sun Nov 19 02:07:31 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420167,0,https://t.co/MIuBHAGymR,932067784418308096
Sun Nov 19 02:07:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420171,0,https://t.co/cgmrafIYh4,932067730165026816
Sun Nov 19 02:07:03 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420174,0,https://t.co/lyqySJtBcj https://t.co/LbNXBRetf8,932067668575903746
Sun Nov 19 02:07:02 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420178,3,https://t.co/pcC199vRct,932067663114919940
Sun Nov 19 02:07:00 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420181,0,https://t.co/j914pxodWv https://t.co/ANphtguuss,932067655892328449
Sun Nov 19 02:06:45 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420185,0,https://t.co/bmLRL9tGPU,932067593476804609
Sun Nov 19 02:06:35 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420189,0,https://t.co/lyqySJtBcj,932067550866878465
Sun Nov 19 02:06:19 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420192,0,https://t.co/I68A161T8i,932067480918528000
Sun Nov 19 02:06:10 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420196,1,https://t.co/T2aYuHf0K7 https://t.co/i37tqhc4VU,932067444327436289
Sun Nov 19 02:06:00 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420199,0,https://t.co/RmhDlpfdXL,932067402325594112
Sun Nov 19 02:05:49 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420203,1,https://t.co/T2aYuHf0K7,932067358574817281
Sun Nov 19 02:04:46 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420206,3,https://t.co/64JxMXjb25,932067090630107139
Sun Nov 19 02:04:36 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420210,2,https://t.co/c3dP8EmxLh https://t.co/N0SDi6fMgQ,932067049291042816
Sun Nov 19 02:03:50 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420213,2,https://t.co/f3w2bh1Xc2,932066859104526336
Sun Nov 19 02:03:50 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420217,2,https://t.co/EETHpqokBP https://t.co/5FkTuv5LV9,932066855862317057
Sun Nov 19 02:03:43 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420220,1,https://t.co/ngAnt8itvn https://t.co/ljTcTSJ7Qa,932066830268731392
Sun Nov 19 02:03:32 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420223,3,https://t.co/cEvvDZrOJh,932066783208640513
Sun Nov 19 02:03:22 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420227,2,https://t.co/ngAnt8itvn,932066740548308992
Sun Nov 19 02:03:09 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420231,2,https://t.co/EETHpqokBP,932066685154152449
Sun Nov 19 02:02:51 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420234,2,https://t.co/SdlmjCgMRo,932066610529165312
Sun Nov 19 02:02:40 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420238,1,https://t.co/5j71LK5Fuf https://t.co/h5wLrgPokP,932066562495967232
Sun Nov 19 02:02:37 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420241,1,https://t.co/brioO7jBWW,932066553218166784
Sun Nov 19 02:02:27 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420245,1,https://t.co/5j71LK5Fuf,932066508867555329
Sun Nov 19 02:02:16 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420248,1,https://t.co/UYeAG0dNoi,932066462927327232
Sun Nov 19 02:01:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420252,1,https://t.co/1ZaUEZUeOD https://t.co/MrMlZV4m1t,932066220475650048
Sun Nov 19 01:59:01 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420255,5,https://t.co/gkUldx053p https://t.co/49UW7ncx56,932065645075804160
Sun Nov 19 01:58:46 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420258,3,https://t.co/sTtUlZLUoq https://t.co/77scaTdHIR,932065582366765056
Sun Nov 19 01:58:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420262,4,https://t.co/bVQM9Z9ceB https://t.co/Pe3BVPsbUT,932065465777651712
Sun Nov 19 01:58:00 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420265,3,https://t.co/dOMB1DtEpD https://t.co/rrHKyi9jT2,932065391085486081
Sun Nov 19 01:56:53 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420268,2,https://t.co/JDUiCsVFzS https://t.co/9rDY1GTGBT,932065106808180736
Sun Nov 19 01:56:32 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420272,4,https://t.co/o7KanKNcF8 https://t.co/qlRupmKaoR,932065019889684492
Sun Nov 19 01:54:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420275,1,https://t.co/hngE8KgSJg https://t.co/W1gvNJDDLj,932064458918199296
Sun Nov 19 01:54:07 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420279,2,https://t.co/YUUfr2yjMs https://t.co/h3xyfDeUgW,932064412449607681
Sun Nov 19 01:52:43 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420282,2,https://t.co/FatFMozuUo https://t.co/Mz80f17RjS,932064060899807232
Sun Nov 19 01:52:32 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420286,2,https://t.co/28fBnxAkuD https://t.co/O2w7zRUZ2d,932064014317838336
Sun Nov 19 01:52:19 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420290,2,https://t.co/uUSBwjSKEZ https://t.co/fDn1EDpVxv,932063960618106881
Sun Nov 19 01:50:36 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420293,3,https://t.co/oojzn00IEm https://t.co/a4fyrC9IP6,932063529468874752
Sun Nov 19 01:50:17 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420297,2,https://t.co/affIM1txvL https://t.co/8Cvjbbt1g2,932063449630330880
Sun Nov 19 01:47:53 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420300,5,https://t.co/BNran3bePb https://t.co/ZLQn3LdkiZ,932062843389792258
Sun Nov 19 01:44:31 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420304,2,https://t.co/3IjBccNLuJ https://t.co/fXgVEJpCw6,932061994609455104
Sun Nov 19 01:38:45 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420307,4,https://t.co/5q6TMaK22O https://t.co/8QQRaoqzJT,932060544705720322
Sun Nov 19 01:36:44 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420311,2,https://t.co/rfe605YLSh https://t.co/jH3Kvwu8h4,932060037282975744
Sun Nov 19 01:36:40 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420314,1,https://t.co/HFViVZzJum https://t.co/fAHD2MRNQl,932060020379971585
Sun Nov 19 01:35:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420318,2,https://t.co/upycW8UUm2 https://t.co/9vPqRwfcex,932059679085252608
Sun Nov 19 01:34:51 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420321,1,https://t.co/JDUiCsVFzS,932059563834175489
Sun Nov 19 01:34:44 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420333,1,https://t.co/1ZaUEZUeOD,932059536143380480
Sun Nov 19 01:34:38 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420336,3,https://t.co/TAUWRPM8jy https://t.co/9s1iMiTou6,932059507773071360
Sun Nov 19 01:34:29 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420340,2,https://t.co/4rsoPMcXFz,932059471853031424
Sun Nov 19 01:34:15 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420343,1,https://t.co/TAUWRPM8jy,932059410775625728
Sun Nov 19 01:34:05 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420346,1,https://t.co/j914pxodWv,932059370606690304
Sun Nov 19 01:33:54 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420350,2,https://t.co/upycW8UUm2,932059324314279936
Sun Nov 19 01:33:26 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420353,1,"#NoamChomsky
https://t.co/oA2daFKDKz https://t.co/Mrw6oK7rph",932059207855169536
Sun Nov 19 01:31:58 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420357,2,https://t.co/5W3uytYqal,932058840115314688
Sun Nov 19 01:31:46 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420361,1,https://t.co/TQGG3AtnPh https://t.co/k6ybIhqfNZ,932058787967569920
Sun Nov 19 01:31:30 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420364,1,https://t.co/dOMB1DtEpD,932058719818539008
Sun Nov 19 01:31:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420368,2,https://t.co/OtisyzIGxL https://t.co/ezrqaVdQwt,932058671932215296
Sun Nov 19 01:30:48 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420371,1,https://t.co/OUaCJZxhyA https://t.co/Nhm4LInuGd,932058545004204033
Sun Nov 19 01:30:21 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420375,0,https://t.co/OUaCJZxhyA https://t.co/2CyrpXYo4s,932058429665042432
Sun Nov 19 01:30:14 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420379,2,https://t.co/OUaCJZxhyA https://t.co/07a4f7YlCD,932058400648810497
Sun Nov 19 01:28:15 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420382,3,https://t.co/oojzn00IEm,932057901778325504
Sun Nov 19 01:28:06 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420385,2,https://t.co/ZNOmx5VeYB https://t.co/XiGxkSyDvo,932057864780304384
Sun Nov 19 01:28:04 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420389,2,https://t.co/BNran3bePb,932057858694373376
Sun Nov 19 01:27:53 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420392,2,https://t.co/gkUldx053p,932057808631226368
Sun Nov 19 01:27:41 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420396,1,https://t.co/o7KanKNcF8,932057759268384770
Sun Nov 19 01:27:29 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420399,1,https://t.co/OUaCJZxhyA,932057710371246080
Sun Nov 19 01:26:57 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420402,2,https://t.co/sTtUlZLUoq,932057575461457920
Sun Nov 19 01:26:45 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420406,4,https://t.co/3IjBccNLuJ,932057524941058049
Sun Nov 19 01:26:18 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420409,3,https://t.co/bVQM9Z9ceB,932057410587516928
Sun Nov 19 01:26:07 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420412,2,https://t.co/uUSBwjSKEZ,932057365226119169
Sun Nov 19 01:25:54 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420416,1,https://t.co/YUUfr2yjMs,932057311958437888
Sun Nov 19 01:25:43 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420420,3,https://t.co/FatFMozuUo,932057266479599621
Sun Nov 19 01:24:56 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420423,3,https://t.co/c3dP8EmxLh,932057068089036802
Sun Nov 19 01:24:45 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420426,4,https://t.co/OtisyzIGxL,932057022387904513
Sun Nov 19 01:24:35 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420430,5,https://t.co/28fBnxAkuD,932056980759437312
Sun Nov 19 01:24:23 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420433,7,https://t.co/5q6TMaK22O,932056929010110465
Sun Nov 19 01:24:09 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420437,5,https://t.co/hngE8KgSJg,932056873020416000
Sun Nov 19 01:23:54 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420441,3,https://t.co/affIM1txvL,932056807303991296
Sun Nov 19 01:23:39 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420444,2,@noamchomskyT https://t.co/ZNOmx5VeYB,932056746708885504
Sun Nov 19 01:23:19 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420447,2,@noamchomskyT https://t.co/TQGG3AtnPh,932056663334572032
Sun Nov 19 01:22:54 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420451,2,@noamchomskyT https://t.co/rfe605YLSh,932056555951935490
Sun Nov 19 01:22:22 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420454,4,@noamchomskyT https://t.co/SZsriiEdak,932056423080583169
Sun Nov 19 01:21:58 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420457,6,"#NoamChomsky
https://t.co/oA2daFKDKz",932056323298136064
Sun Nov 19 01:18:01 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420461,2,https://t.co/oA2daFKDKz https://t.co/mxdiywgXsx,932055327167668224
Sun Nov 19 01:01:24 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420465,3,https://t.co/ZNOmx5VeYB,932051145744441344
Sun Nov 19 01:00:59 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420468,1,https://t.co/TQGG3AtnPh,932051039552929792
Sun Nov 19 00:59:57 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420471,1,https://t.co/rfe605YLSh,932050782207332352
Sun Nov 19 00:57:25 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420475,7,https://t.co/SZsriiEdak,932050145449070592
Sun Nov 19 00:57:08 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420478,2,https://t.co/oA2daFKDKz,932050072551985152
Sat Nov 18 16:00:23 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420482,20,"#NoamChomsky for #RefugeeCrisis
https://t.co/7XH58lfGyM https://t.co/ZK3mNDfAnr",931914995532795909
Sat Nov 18 15:08:42 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420486,23,An Eight Point Brief for LEV (Lesser Evil Voting) - #Noamchomsky https://t.co/Du9sinTach,931901987410665472
Sat Nov 18 14:26:00 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420489,4,#NoamChomsky On #US #Isolation https://t.co/AqR4XeTRyQ,931891243474399232
Thu Nov 16 23:17:11 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420493,15,https://t.co/Vo4ZofgopZ,931300143567134720
Thu Nov 16 23:16:07 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420496,25,https://t.co/9YPopWJOu6,931299875450482693
Thu Nov 16 23:15:46 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420500,9,https://t.co/KWqXTEwjGu,931299787978231809
Thu Nov 16 17:32:26 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420503,5,https://t.co/UYeAG0dNoi,931213381943611393
Thu Nov 16 02:04:23 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420507,9,https://t.co/7iMeVeAURW,930979832464396288
Thu Nov 16 02:04:08 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420510,7,https://t.co/Un72ls3KQs,930979768480264192
Thu Nov 16 02:03:56 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420514,3,https://t.co/pFuLAtqYMX,930979718354165763
Thu Nov 16 02:03:42 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420517,2,https://t.co/T83tCqaaVn,930979662322458624
Thu Nov 16 02:03:27 +0000 2017,Noam Chomsky,2019-05-04 22:38:34.420520,1,https://t.co/X0BR5fA3ew,930979597453324294
